mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
24	24	277/4	277/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	278										
24	24	139/2	139/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	279										
24	24	279/4	279/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	280										
24	24	70	70	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	281										
24	24	281/4	281/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	282										
24	24	141/2	141/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	283										
24	24	283/4	283/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	284										
24	24	71	71	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	285										
24	24	285/4	285/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	286										
24	24	143/2	143/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	287										
24	24	287/4	287/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	288										
25	25	72	72	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	289										
25	25	145/2	145/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	290										
25	25	73	73	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	291									36	
25	25	293/4	293/4	0.125		5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	292									36	
25	25	587/8	587/8	0.125		11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	293									36	
25	25	147/2	147/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	294										
25	25	74	74	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	295										
25	25	149/2	149/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	296										
25	25	72	72	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	297										
25	25	289/4	289/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	298										
25	25	145/2	145/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	299										
25	25	291/4	291/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	300										
25	25	73	73	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	301										
25	25	293/4	293/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	302										
25	25	147/2	147/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	303										
25	25	295/4	295/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	304										
25	25	74	74	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	305										
25	25	297/4	297/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	306										
25	25	149/2	149/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	307										
25	25	299/4	299/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	308										
26	26	75	75	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	309										
26	26	151/2	151/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	310										
26	26	76	76	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	311										
26	26	153/2	153/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	312										
26	26	75	75	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	313										
26	26	301/4	301/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	314										
26	26	151/2	151/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	315										
26	26	303/4	303/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	316										
26	26	76	76	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	317										
26	26	305/4	305/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	318										
26	26	153/2	153/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	319										
26	26	77	77	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	320										
27	27	78	78	0.0		0	0	Dynamic	6/8	1	1	0					p									
27	27	78	78	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	321									37	
27	27	313/4	313/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	322										
27	27	315/4	315/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	323										
27	27	79	79	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	324										
27	27	317/4	317/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	325										
27	27	159/2	159/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	326									38	
27	27	319/4	319/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	327										
27	27	321/4	321/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	328									39	
27	27	161/2	161/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	329									39	
27	27	323/4	323/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	330										
27	27	157/2	157/2	0.0		1/8	1/8	Dynamic	6/8	2	1	0					p									
27	27	157/2	157/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	331										
27	27	80	80	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	332										
28	28	81	81	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	333									40	
28	28	325/4	325/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	334										
28	28	163/2	163/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	335									41	
28	28	327/4	327/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	336										
28	28	82	82	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	337									42	
28	28	329/4	329/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	338										
28	28	165/2	165/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	339									43	
28	28	331/4	331/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	340										
28	28	333/4	333/4	0.0		9/16	9/16	Dynamic	6/8	1	1	0					sf									
28	28	333/4	333/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	341									44	
28	28	167/2	167/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	342									44	
28	28	335/4	335/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	343										
28	28	81	81	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	344										
28	28	163/2	163/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	345										
28	28	82	82	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	346										
28	28	83	83	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	347										
29	29	84	84	0.0		0	0	Dynamic	6/8	1	1	0					p									
29	29	84	84	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	348									45	
29	29	337/4	337/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	349									45	
29	29	169/2	169/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	350										
29	29	339/4	339/4	0.0		3/16	3/16	Dynamic	6/8	1	1	0					sf									
29	29	339/4	339/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	351									46	
29	29	85	85	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	352									46	
29	29	341/4	341/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	353										
29	29	171/2	171/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0					p									
29	29	171/2	171/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	354									47	
29	29	343/4	343/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	355									47	
29	29	86	86	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	356										
29	29	345/4	345/4	0.0		9/16	9/16	Dynamic	6/8	1	1	0					sf									
29	29	345/4	345/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	357									48	
29	29	173/2	173/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	358									48	
29	29	347/4	347/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	359										
29	29	84	84	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	360										
29	29	171/2	171/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	361										
30	30	87	87	0.0		0	0	Dynamic	6/8	1	1	0					p									
30	30	87	87	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	362									49	
30	30	349/4	349/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	363									49	
30	30	175/2	175/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	364										
30	30	351/4	351/4	0.0		3/16	3/16	Dynamic	6/8	1	1	0					sf									
30	30	351/4	351/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	365									50	
30	30	88	88	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	366									50	
30	30	353/4	353/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	367										
30	30	177/2	177/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0					p									
30	30	177/2	177/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	368									51	
30	30	179/2	179/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	369										
30	30	87	87	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	370										
30	30	88	88	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	371										
30	30	177/2	177/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	372										
31	31	90	90	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	373									52	
31	31	361/4	361/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	374										
31	31	363/4	363/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	375									53	
31	31	91	91	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	376									53	
31	31	365/4	365/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	377										
31	31	183/2	183/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	378									54	
31	31	367/4	367/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	379										
31	31	369/4	369/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	380									55	
31	31	185/2	185/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	381									55	
31	31	371/4	371/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	382										
31	31	181/2	181/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	383										
31	31	92	92	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	384										
32	32	93	93	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	385									56	
32	32	373/4	373/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	386										
32	32	375/4	375/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	387									57	
32	32	94	94	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	388									57	
32	32	377/4	377/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	389										
32	32	189/2	189/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	390									58	
32	32	379/4	379/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	391										
32	32	381/4	381/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	392									59	
32	32	191/2	191/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	393									59	
32	32	383/4	383/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	394										
32	32	187/2	187/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	395										
32	32	95	95	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	396										
33	33	96	96	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	397									60	
33	33	385/4	385/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	398										
33	33	387/4	387/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	399									61	
33	33	97	97	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	400									61	
33	33	389/4	389/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	401										
33	33	195/2	195/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	402									62	
33	33	391/4	391/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	403										
33	33	393/4	393/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	404									63	
33	33	197/2	197/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	405									63	
33	33	395/4	395/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	406										
33	33	193/2	193/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	407										
33	33	97	97	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	408										
33	33	98	98	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	409										
33	33	197/2	197/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	410										
34	34	99	99	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	411									64	
34	34	397/4	397/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	412										
34	34	399/4	399/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	413									65	
34	34	100	100	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	414									65	
34	34	401/4	401/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	415										
34	34	201/2	201/2	0.75		3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	416									66	
34	34	405/4	405/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	417									66	
34	34	203/2	203/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	418										
34	34	201/2	201/2	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	419									67	
34	34	203/2	203/2	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	420										
34	34	199/2	199/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	421										
34	34	100	100	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	422										
34	34	201/2	201/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	423										
34	34	101	101	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	424										
34	34	203/2	203/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	425										
35	35	102	102	0.0		0	0	Dynamic	6/8	1	1	0					f									
35	35	102	102	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	426										
35	35	205/2	205/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	427										
35	35	103	103	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	428										
35	35	207/2	207/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	429										
35	35	104	104	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	430										
35	35	209/2	209/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	431									68	
35	35	419/4	419/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	432									68	
35	35	839/8	839/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	433										
35	35	102	102	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	434										
35	35	409/4	409/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	435										
35	35	205/2	205/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	436										
35	35	411/4	411/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	437										
35	35	103	103	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	438										
35	35	413/4	413/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	439										
35	35	207/2	207/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	440										
35	35	415/4	415/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	441										
35	35	104	104	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	442										
35	35	417/4	417/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	443										
35	35	209/2	209/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	444										
35	35	419/4	419/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	445										
36	36	105	105	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	446										
36	36	211/2	211/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	447										
36	36	106	106	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	448										
36	36	213/2	213/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	449										
36	36	105	105	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	450										
36	36	421/4	421/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	451										
36	36	211/2	211/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	452										
36	36	423/4	423/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	453										
36	36	106	106	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	454										
36	36	425/4	425/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	455										
36	36	213/2	213/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	456										
36	36	107	107	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	457										
37	37	108	108	0.0		0	0	Dynamic	6/8	1	1	0					p									
37	37	108	108	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	458										
37	37	217/2	217/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	459										
37	37	109	109	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	460									69	
37	37	437/4	437/4	0.125		5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	461									69	
37	37	875/8	875/8	0.125		11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	462										
37	37	219/2	219/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	463										
37	37	221/2	221/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	464									70	
37	37	885/8	885/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	465									70	
37	37	443/4	443/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	466									70	
37	37	887/8	887/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	467									70	
37	37	108	108	0.16666666666666666		0	0	Chord	6/8	2	1	1/24		1/16	2/3	468									71	
37	37	649/6	649/6	0.16666666666666666		1/24	1/24	Chord	6/8	2	1	1/24		1/16	2/3	469									71	
37	37	325/3	325/3	0.16666666666666666		1/12	1/12	Chord	6/8	2	1	1/24		1/16	2/3	470									71	
37	37	217/2	217/2	0.16666666666666666		1/8	1/8	Chord	6/8	2	1	1/24		1/16	2/3	471									71	
37	37	326/3	326/3	0.16666666666666666		1/6	1/6	Chord	6/8	2	1	1/24		1/16	2/3	472									71	
37	37	653/6	653/6	0.16666666666666666		5/24	5/24	Chord	6/8	2	1	1/24		1/16	2/3	473									71	
37	37	109	109	0.16666666666666666		1/4	1/4	Chord	6/8	2	1	1/24		1/16	2/3	474									71	
37	37	655/6	655/6	0.16666666666666666		7/24	7/24	Chord	6/8	2	1	1/24		1/16	2/3	475									71	
37	37	328/3	328/3	0.16666666666666666		1/3	1/3	Chord	6/8	2	1	1/24		1/16	2/3	476									71	
37	37	219/2	219/2	0.16666666666666666		3/8	3/8	Chord	6/8	2	1	1/24		1/16	2/3	477									71	
37	37	329/3	329/3	0.16666666666666666		5/12	5/12	Chord	6/8	2	1	1/24		1/16	2/3	478									71	
37	37	659/6	659/6	0.16666666666666666		11/24	11/24	Chord	6/8	2	1	1/24		1/16	2/3	479									71	
37	37	110	110	0.16666666666666666		1/2	1/2	Chord	6/8	2	1	1/24		1/16	2/3	480									71	
37	37	661/6	661/6	0.16666666666666666		13/24	13/24	Chord	6/8	2	1	1/24		1/16	2/3	481									71	
37	37	331/3	331/3	0.16666666666666666		7/12	7/12	Chord	6/8	2	1	1/24		1/16	2/3	482									71	
37	37	221/2	221/2	0.16666666666666666		5/8	5/8	Chord	6/8	2	1	1/24		1/16	2/3	483									71	
37	37	332/3	332/3	0.16666666666666666		2/3	2/3	Chord	6/8	2	1	1/24		1/16	2/3	484									71	
37	37	665/6	665/6	0.16666666666666666		17/24	17/24	Chord	6/8	2	1	1/24		1/16	2/3	485										
38	38	111	111	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	486										
38	38	223/2	223/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	487										
38	38	112	112	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	488									72	
38	38	449/4	449/4	0.125		5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	489									72	
38	38	899/8	899/8	0.125		11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	490									72	
38	38	225/2	225/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	491										
38	38	227/2	227/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	492									73	
38	38	909/8	909/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	493									73	
38	38	455/4	455/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	494									73	
38	38	911/8	911/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	495									73	
38	38	111	111	0.16666666666666666		0	0	Chord	6/8	2	1	1/24		1/16	2/3	496									74	
38	38	667/6	667/6	0.16666666666666666		1/24	1/24	Chord	6/8	2	1	1/24		1/16	2/3	497									74	
38	38	334/3	334/3	0.16666666666666666		1/12	1/12	Chord	6/8	2	1	1/24		1/16	2/3	498									74	
38	38	223/2	223/2	0.16666666666666666		1/8	1/8	Chord	6/8	2	1	1/24		1/16	2/3	499									74	
38	38	335/3	335/3	0.16666666666666666		1/6	1/6	Chord	6/8	2	1	1/24		1/16	2/3	500									74	
38	38	671/6	671/6	0.16666666666666666		5/24	5/24	Chord	6/8	2	1	1/24		1/16	2/3	501									74	
38	38	112	112	0.16666666666666666		1/4	1/4	Chord	6/8	2	1	1/24		1/16	2/3	502									74	
38	38	673/6	673/6	0.16666666666666666		7/24	7/24	Chord	6/8	2	1	1/24		1/16	2/3	503									74	
38	38	337/3	337/3	0.16666666666666666		1/3	1/3	Chord	6/8	2	1	1/24		1/16	2/3	504									74	
38	38	225/2	225/2	0.16666666666666666		3/8	3/8	Chord	6/8	2	1	1/24		1/16	2/3	505									74	
38	38	338/3	338/3	0.16666666666666666		5/12	5/12	Chord	6/8	2	1	1/24		1/16	2/3	506									74	
38	38	677/6	677/6	0.16666666666666666		11/24	11/24	Chord	6/8	2	1	1/24		1/16	2/3	507									74	
38	38	113	113	0.16666666666666666		1/2	1/2	Chord	6/8	2	1	1/24		1/16	2/3	508									74	
38	38	679/6	679/6	0.16666666666666666		13/24	13/24	Chord	6/8	2	1	1/24		1/16	2/3	509									74	
38	38	340/3	340/3	0.16666666666666666		7/12	7/12	Chord	6/8	2	1	1/24		1/16	2/3	510									74	
38	38	227/2	227/2	0.16666666666666666		5/8	5/8	Chord	6/8	2	1	1/24		1/16	2/3	511									74	
38	38	341/3	341/3	0.16666666666666666		2/3	2/3	Chord	6/8	2	1	1/24		1/16	2/3	512									74	
38	38	683/6	683/6	0.16666666666666666		17/24	17/24	Chord	6/8	2	1	1/24		1/16	2/3	513										
39	39	114	114	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	514										
39	39	229/2	229/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	515										
39	39	115	115	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	516									75	
39	39	461/4	461/4	0.125		5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	517									75	
39	39	923/8	923/8	0.125		11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	518									75	
39	39	231/2	231/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	519										
39	39	116	116	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	520										
39	39	233/2	233/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	521									76	
39	39	467/4	467/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	522									76	
39	39	935/8	935/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	523									76	
39	39	114	114	0.16666666666666666		0	0	Chord	6/8	2	1	1/24		1/16	2/3	524									77	
39	39	685/6	685/6	0.16666666666666666		1/24	1/24	Chord	6/8	2	1	1/24		1/16	2/3	525									77	
39	39	343/3	343/3	0.16666666666666666		1/12	1/12	Chord	6/8	2	1	1/24		1/16	2/3	526									77	
39	39	229/2	229/2	0.16666666666666666		1/8	1/8	Chord	6/8	2	1	1/24		1/16	2/3	527									77	
39	39	344/3	344/3	0.16666666666666666		1/6	1/6	Chord	6/8	2	1	1/24		1/16	2/3	528									77	
39	39	689/6	689/6	0.16666666666666666		5/24	5/24	Chord	6/8	2	1	1/24		1/16	2/3	529									77	
39	39	115	115	0.16666666666666666		1/4	1/4	Chord	6/8	2	1	1/24		1/16	2/3	530									77	
39	39	691/6	691/6	0.16666666666666666		7/24	7/24	Chord	6/8	2	1	1/24		1/16	2/3	531									77	
39	39	346/3	346/3	0.16666666666666666		1/3	1/3	Chord	6/8	2	1	1/24		1/16	2/3	532									77	
39	39	231/2	231/2	0.16666666666666666		3/8	3/8	Chord	6/8	2	1	1/24		1/16	2/3	533									77	
39	39	347/3	347/3	0.16666666666666666		5/12	5/12	Chord	6/8	2	1	1/24		1/16	2/3	534									77	
39	39	695/6	695/6	0.16666666666666666		11/24	11/24	Chord	6/8	2	1	1/24		1/16	2/3	535									77	
39	39	116	116	0.16666666666666666		1/2	1/2	Chord	6/8	2	1	1/24		1/16	2/3	536									77	
39	39	697/6	697/6	0.16666666666666666		13/24	13/24	Chord	6/8	2	1	1/24		1/16	2/3	537									77	
39	39	349/3	349/3	0.16666666666666666		7/12	7/12	Chord	6/8	2	1	1/24		1/16	2/3	538									77	
39	39	233/2	233/2	0.16666666666666666		5/8	5/8	Chord	6/8	2	1	1/24		1/16	2/3	539									77	
39	39	350/3	350/3	0.16666666666666666		2/3	2/3	Chord	6/8	2	1	1/24		1/16	2/3	540									77	
39	39	701/6	701/6	0.16666666666666666		17/24	17/24	Chord	6/8	2	1	1/24		1/16	2/3	541										
40	40	117	117	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	542										
40	40	235/2	235/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	543										
40	40	118	118	0.125		1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	544									78	
40	40	945/8	945/8	0.375		9/32	9/32	Chord	6/8	1	1	3/32		1/16	3/2	545										
