mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
40	38	227/2	227/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	771									
40	38	341/3	341/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	772									
40	38	683/6	683/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	773									
40	38	114	114	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	774									
40	38	685/6	685/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	775									
40	38	343/3	343/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	776									
40	38	229/2	229/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	777									
40	38	344/3	344/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	778									
40	38	689/6	689/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	779									
41	39	115	115	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	780									
41	39	115	115	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	781								69	
41	39	231/2	231/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	782									
41	39	233/2	233/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	783		ornamentTrill						70	
41	39	117	117	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	784									
41	39	235/2	235/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	785		articStaccatoBelow							
41	39	115	115	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	786									
41	39	691/6	691/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	787									
41	39	346/3	346/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	788									
41	39	231/2	231/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	789									
41	39	347/3	347/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	790									
41	39	695/6	695/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	791									
41	39	116	116	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	792									
41	39	697/6	697/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	793									
41	39	349/3	349/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	794									
41	39	233/2	233/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	795									
41	39	350/3	350/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	796									
41	39	701/6	701/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	797									
41	39	117	117	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	798									
41	39	703/6	703/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	799									
41	39	352/3	352/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	800									
41	39	235/2	235/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	801									
41	39	353/3	353/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	802									
41	39	707/6	707/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	803									
42	40	118	118	0.0	0	0	Dynamic	3/4	1	1	0					f								
42	40	118	118	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	804								71	
42	40	237/2	237/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	805									
42	40	239/2	239/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
42	40	239/2	239/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	806								72	
42	40	120	120	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	807									
42	40	241/2	241/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	808		articStaccatoAbove							
42	40	118	118	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	809									
42	40	118	118	0.0	0	0	Dynamic	3/4	2	1	0					f								
42	40	118	118	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	810									
42	40	709/6	709/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	811									
42	40	355/3	355/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	812									
42	40	237/2	237/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	813									
42	40	356/3	356/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	814									
42	40	713/6	713/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	815									
42	40	119	119	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	816									
42	40	715/6	715/6	0.0	7/24	7/24	Dynamic	3/4	2	1	0					p								
42	40	715/6	715/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	817									
42	40	358/3	358/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	818									
42	40	239/2	239/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	819									
42	40	359/3	359/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	820									
42	40	719/6	719/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	821									
42	40	120	120	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	822									
42	40	721/6	721/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	823									
42	40	361/3	361/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	824									
42	40	241/2	241/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	825									
42	40	362/3	362/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	826									
42	40	725/6	725/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	827									
43	41	121	121	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	828		ornamentTrill							
43	41	243/2	243/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	829									
43	41	245/2	245/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	830		ornamentTrill						73	
43	41	123	123	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	831									
43	41	247/2	247/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	832		articStaccatoAbove							
43	41	121	121	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	833									
43	41	727/6	727/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	834									
43	41	364/3	364/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	835									
43	41	243/2	243/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	836									
43	41	365/3	365/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	837									
43	41	731/6	731/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	838									
43	41	122	122	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	839									
43	41	733/6	733/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	840									
43	41	367/3	367/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	841									
43	41	245/2	245/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	842									
43	41	368/3	368/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	843									
43	41	737/6	737/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	844									
43	41	123	123	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	845									
43	41	739/6	739/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	846									
43	41	370/3	370/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	847									
43	41	247/2	247/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	848									
43	41	371/3	371/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	849									
43	41	743/6	743/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	850									
44	42	124	124	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	851								74	
44	42	249/2	249/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	852									
44	42	251/2	251/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					f								
44	42	251/2	251/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	853		ornamentTrill							
44	42	126	126	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	854									
44	42	253/2	253/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	855		articStaccatoAbove							
44	42	124	124	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	856									
44	42	124	124	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	857									
44	42	745/6	745/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	858									
44	42	373/3	373/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	859									
44	42	249/2	249/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	860									
44	42	374/3	374/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	861									
44	42	749/6	749/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	862									
44	42	125	125	0.0	1/4	1/4	Dynamic	3/4	2	1	0					f								
44	42	125	125	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	863									
44	42	751/6	751/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	864									
44	42	376/3	376/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	865									
44	42	251/2	251/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	866									
44	42	377/3	377/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	867									
44	42	755/6	755/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	868									
44	42	126	126	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	869									
44	42	757/6	757/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	870									
44	42	379/3	379/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	871									
44	42	253/2	253/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	872									
44	42	380/3	380/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	873									
44	42	761/6	761/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	874									
45	43	127	127	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	875									
45	43	763/6	763/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	876									
45	43	382/3	382/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	877									
45	43	255/2	255/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	878									
45	43	383/3	383/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	879									
45	43	767/6	767/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	880									
45	43	128	128	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	881									
45	43	769/6	769/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	882									
45	43	385/3	385/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	883									
45	43	257/2	257/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	884									
45	43	386/3	386/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	885									
45	43	773/6	773/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	886									
45	43	129	129	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	887									
45	43	775/6	775/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	888									
45	43	388/3	388/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	889									
45	43	259/2	259/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	890									
45	43	389/3	389/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	891									
45	43	779/6	779/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	892									
45	43	127	127	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	893									
45	43	257/2	257/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	894		articStaccatoAbove							
45	43	129	129	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	895		articStaccatoAbove							
45	43	259/2	259/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	896		articStaccatoAbove							
46	44	130	130	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	897									
46	44	781/6	781/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	898									
46	44	391/3	391/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	899									
46	44	261/2	261/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	900									
46	44	392/3	392/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	901									
46	44	785/6	785/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	902									
46	44	131	131	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	903									
46	44	787/6	787/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	904									
46	44	394/3	394/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	905									
46	44	263/2	263/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	906									
46	44	395/3	395/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	907									
46	44	791/6	791/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	908									
46	44	132	132	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	909									
46	44	793/6	793/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	910									
46	44	397/3	397/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	911									
46	44	265/2	265/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	912									
46	44	398/3	398/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	913									
46	44	797/6	797/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	914									
46	44	130	130	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	915									
46	44	261/2	261/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	916									
46	44	263/2	263/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	917									
46	44	132	132	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	918		ornamentTrill							
46	44	531/4	531/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	919									
46	44	1063/8	1063/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	920									
47	45	133	133	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	921									
47	45	799/6	799/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	922									
47	45	400/3	400/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	923									
47	45	267/2	267/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	924									
47	45	401/3	401/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	925									
47	45	803/6	803/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	926									
47	45	134	134	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	927									
47	45	805/6	805/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	928									
47	45	403/3	403/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	929									
47	45	269/2	269/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	930									
47	45	404/3	404/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	931									
47	45	809/6	809/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	932									
47	45	135	135	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	933									
47	45	811/6	811/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	934									
47	45	406/3	406/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	935									
47	45	271/2	271/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	936									
47	45	407/3	407/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	937									
47	45	815/6	815/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	938									
47	45	133	133	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	939									
47	45	267/2	267/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	940									
47	45	269/2	269/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	941									
47	45	135	135	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	942									
47	45	271/2	271/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	943									
48	46	136	136	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	944									
48	46	817/6	817/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	945									
48	46	409/3	409/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	946									
48	46	273/2	273/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	947									
48	46	410/3	410/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	948									
48	46	821/6	821/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	949									
48	46	137	137	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	950									
48	46	823/6	823/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	951									
48	46	412/3	412/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	952									
48	46	275/2	275/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	953									
48	46	413/3	413/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	954									
48	46	827/6	827/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	955									
48	46	138	138	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	956									
48	46	829/6	829/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	957									
48	46	415/3	415/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	958									
48	46	277/2	277/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	959									
48	46	416/3	416/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	960									
48	46	833/6	833/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	961									
48	46	136	136	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	962									
48	46	1095/8	1095/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	963									
48	46	137	137	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	964		ornamentTrill							
48	46	551/4	551/4	0.125	7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	965									
48	46	1103/8	1103/8	0.125	15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	966									
48	46	138	138	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	967		ornamentTrill							
48	46	555/4	555/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	968									
48	46	1111/8	1111/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	969									
49	47	139	139	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	970									
49	47	835/6	835/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	971									
49	47	418/3	418/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	972									
49	47	279/2	279/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	973									
49	47	419/3	419/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	974									
49	47	839/6	839/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	975									
49	47	140	140	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	976									
49	47	841/6	841/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	977									
49	47	421/3	421/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	978									
49	47	281/2	281/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	979									
49	47	422/3	422/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	980									
49	47	845/6	845/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	981									
49	47	141	141	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	982									
49	47	847/6	847/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	983									
49	47	424/3	424/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	984									
49	47	283/2	283/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	985									
49	47	425/3	425/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	986									
49	47	851/6	851/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	987									
49	47	139	139	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	988									
49	47	279/2	279/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	989									
49	47	281/2	281/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	990		articStaccatoBelow							
49	47	141	141	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	991		articStaccatoBelow							
49	47	283/2	283/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	992		articStaccatoBelow							
50	48	142	142	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	993									
50	48	853/6	853/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	994									
50	48	427/3	427/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	995									
50	48	285/2	285/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	996									
50	48	428/3	428/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	997									
50	48	857/6	857/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	998									
50	48	143	143	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	999									
50	48	859/6	859/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1000									
50	48	430/3	430/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1001									
50	48	287/2	287/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	1002									
50	48	431/3	431/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1003									
50	48	863/6	863/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1004									
50	48	144	144	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	1005									
50	48	865/6	865/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1006									
50	48	433/3	433/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1007									
50	48	289/2	289/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	1008									
50	48	434/3	434/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1009									
50	48	869/6	869/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1010									
50	48	142	142	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1011									
50	48	285/2	285/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1012									
50	48	287/2	287/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1013									
50	48	144	144	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	1014		ornamentTrill							
50	48	579/4	579/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	1015									
50	48	1159/8	1159/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	1016									
51	49	145	145	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	1017									
51	49	871/6	871/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1018									
51	49	436/3	436/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1019									
51	49	291/2	291/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	1020									
51	49	437/3	437/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1021									
51	49	875/6	875/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1022									
