mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
25	24	71	71	0.0	1/4	1/4	Dynamic	3/4	1	2	0					f								
25	24	71	71	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	515									
25	24	72	72	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	516									
25	24	70	70	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	517									
25	24	141/2	141/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	518									
25	24	71	71	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	519									
25	24	72	72	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	520									
26	25	293/4	293/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0					fp								
26	25	293/4	293/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	521		ornamentTurn						51	
26	25	147/2	147/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	522								51	
26	25	295/4	295/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	523								51	
26	25	74	74	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	524									
26	25	297/4	297/4	0.0	5/16	5/16	Dynamic	3/4	1	1	0					fp								
26	25	297/4	297/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	525		ornamentTurn						52	
26	25	149/2	149/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	526								52	
26	25	299/4	299/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	527								52	
26	25	75	75	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	528									
26	25	301/4	301/4	0.0	9/16	9/16	Dynamic	3/4	1	1	0					fp								
26	25	301/4	301/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	529		ornamentTurn						53	
26	25	151/2	151/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	530								53	
26	25	303/4	303/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	531								54	
26	25	73	73	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	532									
26	25	297/4	297/4	0.0	5/16	5/16	Dynamic	3/4	2	1	0					fp								
26	25	297/4	297/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	533		ornamentTurn						55	
26	25	149/2	149/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	534								55	
26	25	299/4	299/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	535								55	
26	25	75	75	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	536									
26	25	301/4	301/4	0.0	9/16	9/16	Dynamic	3/4	2	1	0					fp								
26	25	301/4	301/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	537		ornamentTurn						56	
26	25	151/2	151/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	538								56	
26	25	303/4	303/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	539								57	
27	26	76	76	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	540									
27	26	609/8	609/8	0.0	1/32	1/32	Dynamic	3/4	1	1	0					p								
27	26	609/8	609/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	541		articStaccatoBelow							
27	26	305/4	305/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	542		articStaccatoBelow							
27	26	611/8	611/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	543		articStaccatoBelow							
27	26	153/2	153/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	544		articStaccatoBelow							
27	26	613/8	613/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	545		articStaccatoBelow							
27	26	307/4	307/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	546		articStaccatoBelow							
27	26	615/8	615/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	547		articStaccatoBelow							
27	26	77	77	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	548		articStaccatoAbove							
27	26	617/8	617/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	549		articStaccatoAbove							
27	26	309/4	309/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	550		articStaccatoAbove							
27	26	619/8	619/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	551		articStaccatoAbove							
27	26	155/2	155/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	552		articStaccatoAbove							
27	26	621/8	621/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	553		articStaccatoAbove							
27	26	311/4	311/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	554		articStaccatoAbove							
27	26	623/8	623/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	555		articStaccatoAbove							
27	26	78	78	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	556									
27	26	625/8	625/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	557									
27	26	313/4	313/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	558									
27	26	627/8	627/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	559									
27	26	157/2	157/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	560									
27	26	629/8	629/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	561									
27	26	315/4	315/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	562									
27	26	631/8	631/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	563									
27	26	76	76	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	564									
27	26	77	77	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
27	26	77	77	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	565									
27	26	78	78	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	566									
28	27	79	79	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	567									
28	27	79	79	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	568									
28	27	79	79	0.0	0	0	Dynamic	3/4	2	1	0					f								
28	27	633/8	633/8	0.125	1/32	1/32	Chord	3/4	2	1	1/32		1/32	1	569									
28	27	317/4	317/4	0.125	1/16	1/16	Chord	3/4	2	1	1/32		1/32	1	570									
28	27	635/8	635/8	0.125	3/32	3/32	Chord	3/4	2	1	1/32		1/32	1	571									
28	27	159/2	159/2	0.125	1/8	1/8	Chord	3/4	2	1	1/32		1/32	1	572									
28	27	637/8	637/8	0.125	5/32	5/32	Chord	3/4	2	1	1/32		1/32	1	573									
28	27	319/4	319/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	574									
28	27	639/8	639/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	575									
28	27	80	80	0.125	1/4	1/4	Chord	3/4	2	1	1/32		1/32	1	576									
28	27	641/8	641/8	0.125	9/32	9/32	Chord	3/4	2	1	1/32		1/32	1	577									
28	27	321/4	321/4	0.125	5/16	5/16	Chord	3/4	2	1	1/32		1/32	1	578									
28	27	643/8	643/8	0.125	11/32	11/32	Chord	3/4	2	1	1/32		1/32	1	579									
28	27	161/2	161/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0					p								
28	27	161/2	161/2	0.125	3/8	3/8	Chord	3/4	2	1	1/32		1/32	1	580									
28	27	645/8	645/8	0.125	13/32	13/32	Chord	3/4	2	1	1/32		1/32	1	581									
28	27	323/4	323/4	0.125	7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	582									
28	27	647/8	647/8	0.125	15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	583									
28	27	81	81	0.125	1/2	1/2	Chord	3/4	2	1	1/32		1/32	1	584									
28	27	649/8	649/8	0.125	17/32	17/32	Chord	3/4	2	1	1/32		1/32	1	585									
28	27	325/4	325/4	0.125	9/16	9/16	Chord	3/4	2	1	1/32		1/32	1	586									
28	27	651/8	651/8	0.125	19/32	19/32	Chord	3/4	2	1	1/32		1/32	1	587									
28	27	163/2	163/2	0.125	5/8	5/8	Chord	3/4	2	1	1/32		1/32	1	588									
28	27	653/8	653/8	0.125	21/32	21/32	Chord	3/4	2	1	1/32		1/32	1	589									
28	27	327/4	327/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	590									
28	27	655/8	655/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	591									
29	28	82	82	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	592									
29	28	329/4	329/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0					p								
29	28	329/4	329/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	593									
29	28	165/2	165/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	594									
29	28	331/4	331/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	595									
29	28	83	83	0.0	1/4	1/4	Spanner	3/4	1	1	0													1
29	28	83	83	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	596									1
29	28	83	83	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	597									
29	28	84	84	0.0	1/2	1/2	Chord	3/4	1	2	0	grace32after	1/32	1	598									
29	28	84	84	0.0	1/2	1/2	Chord	3/4	1	2	0	grace32after	1/32	1	599									
29	28	84	84	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	600									
29	28	82	82	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	601									
29	28	83	83	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
29	28	83	83	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	602									
29	28	84	84	0.0	1/2	1/2	Spanner	3/4	2	1	0													2
29	28	84	84	0.0	1/2	1/2	Chord	3/4	2	1	0	grace32after	1/32	1	603									2
29	28	84	84	0.0	1/2	1/2	Chord	3/4	2	1	0	grace32after	1/32	1	604									2
29	28	84	84	0.0	1/2	1/2	Chord	3/4	2	1	0	grace32	1/32	1	605									2
29	28	84	84	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	606									2
30	29	85	85	0.0	0	0	Spanner	3/4	1	1	0													
30	29	85	85	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	607									
30	29	341/4	341/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0					sf								
30	29	341/4	341/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	608		ornamentTurn						58	
30	29	171/2	171/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	609								58	
30	29	343/4	343/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	610									
30	29	86	86	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	611								59	
30	29	345/4	345/4	0.0	5/16	5/16	Dynamic	3/4	1	1	0					p							59	
30	29	345/4	345/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	612								59	
30	29	691/8	691/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	613								59	
30	29	173/2	173/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	614								59	
30	29	693/8	693/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	615								59	
30	29	347/4	347/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	616								59	
30	29	695/8	695/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	617								59	
30	29	87	87	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	618									
30	29	175/2	175/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	619		ornamentTrill							
30	29	85	85	0.0	0	0	Spanner	3/4	2	1	0													
30	29	85	85	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	620									
30	29	171/2	171/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	621									
30	29	86	86	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	622									
30	29	87	87	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	623									
30	29	85	85	0.0	0	0	Dynamic	3/4	2	2	0					sf								
30	29	85	85	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	624									
30	29	86	86	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	625									
30	29	87	87	0.0	1/2	1/2	Dynamic	3/4	2	2	0					p								
30	29	87	87	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	626									
31	30	88	88	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	627									
31	30	353/4	353/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	628									
31	30	707/8	707/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	629									
31	30	177/2	177/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	630									
31	30	709/8	709/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	631									
31	30	355/4	355/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	632									
31	30	711/8	711/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	633									
31	30	89	89	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	634		ornamentTrill							
31	30	357/4	357/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	635									
31	30	715/8	715/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	636									
31	30	179/2	179/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	637									
31	30	717/8	717/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	638									
31	30	359/4	359/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	639									
31	30	719/8	719/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	640									
31	30	90	90	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	641									
31	30	181/2	181/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	642									
31	30	88	88	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	643									
31	30	177/2	177/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	644									
31	30	89	89	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	645									
31	30	90	90	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	646									
31	30	177/2	177/2	1.0	1/8	1/8	Chord	3/4	2	2	1/4		1/4	1	647									
32	31	91	91	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	648								60	
32	31	92	92	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	649									
32	31	91	91	0.0	0	0	Dynamic	3/4	2	1	0					f								
32	31	91	91	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	650									
33	31	93	93	0.0	0	1/2	Dynamic	3/4	1	1	0					p								
33	31	93	93	0.25	0	1/2	Chord	3/4	1	1	1/16		1/16	1	651									
33	31	373/4	373/4	0.25	1/16	9/16	Chord	3/4	1	1	1/16		1/16	1	652									
33	31	187/2	187/2	0.25	1/8	5/8	Chord	3/4	1	1	1/16		1/16	1	653									
33	31	375/4	375/4	0.25	3/16	11/16	Chord	3/4	1	1	1/16		1/16	1	654									
34	32	94	94	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	655									
34	32	189/2	189/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	656									
34	32	95	95	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	657									
34	32	96	96	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	658								61	
34	32	385/4	385/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	659								61	
34	32	193/2	193/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	660								61	
34	32	387/4	387/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	661									
34	32	189/2	189/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					p								
34	32	189/2	189/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	662									
34	32	95	95	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	663									
34	32	191/2	191/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	664									
34	32	96	96	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	665									
34	32	193/2	193/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	666									
35	33	97	97	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	667									
35	33	195/2	195/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	668									
35	33	98	98	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	669									
35	33	99	99	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	670									
35	33	99	99	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	671									
35	33	199/2	199/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	672									
35	33	399/4	399/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	673									
35	33	195/2	195/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	674									
35	33	98	98	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	675									
35	33	197/2	197/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	676									
35	33	99	99	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	677									
35	33	199/2	199/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	678									
36	34	100	100	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	679								62	
36	34	401/4	401/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	680									
36	34	201/2	201/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	681									
36	34	101	101	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	682									
36	34	405/4	405/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	683								63	
36	34	811/8	811/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	684								63	
36	34	203/2	203/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	685									
36	34	407/4	407/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	686									
36	34	102	102	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	687									
36	34	102	102	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	688									
36	34	205/2	205/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	689									
36	34	411/4	411/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	690									
36	34	201/2	201/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	691									
36	34	101	101	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	692									
36	34	203/2	203/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	693									
36	34	102	102	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	694									
36	34	205/2	205/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	695									
37	35	103	103	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	696									
37	35	103	103	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	697									
37	35	103	103	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	698									
37	35	103	103	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	699									
37	35	103	103	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	700									
37	35	415/4	415/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	701									
37	35	104	104	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f								
37	35	104	104	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	702									
37	35	419/4	419/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	703								64	
37	35	839/8	839/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	704								64	
37	35	105	105	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	705									
37	35	421/4	421/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	706		articStaccatoAbove							
37	35	211/2	211/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	707		articStaccatoAbove							
37	35	423/4	423/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	708		articStaccatoAbove							
37	35	207/2	207/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					f								
37	35	207/2	207/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	709									
37	35	104	104	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	710									
37	35	209/2	209/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	711									
37	35	105	105	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	712									
37	35	211/2	211/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	713									
38	36	106	106	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	714									
38	36	425/4	425/4	0.0	1/16	1/16	Chord	3/4	1	1	0	grace32	1/32	1	715									
38	36	425/4	425/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	716									
38	36	213/2	213/2	0.0	1/8	1/8	Chord	3/4	1	1	0	grace32	1/32	1	717									
38	36	213/2	213/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	718									
38	36	427/4	427/4	0.0	3/16	3/16	Chord	3/4	1	1	0	grace32	1/32	1	719									
38	36	427/4	427/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	720									
38	36	107	107	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	721									
38	36	431/4	431/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	722									
38	36	431/4	431/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	723									
38	36	431/4	431/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	724									
38	36	431/4	431/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	725									
38	36	431/4	431/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	726									
38	36	108	108	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	727									
38	36	108	108	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	728									
38	36	217/2	217/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	729									
38	36	435/4	435/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	730									
38	36	106	106	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	731									
38	36	107	107	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	732								65	
38	36	108	108	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	733									
39	37	109	109	0.0	0	0	Dynamic	3/4	1	1	0					p								
39	37	109	109	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	734									
39	37	221/2	221/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	735		ornamentTrill						66	
39	37	111	111	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	736									
39	37	223/2	223/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	737		articStaccatissimoBelow							
39	37	109	109	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	738									
39	37	655/6	655/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	739									
39	37	328/3	328/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	740									
39	37	219/2	219/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	741									
39	37	329/3	329/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	742									
39	37	659/6	659/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	743									
39	37	110	110	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	744									
39	37	661/6	661/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	745									
39	37	331/3	331/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	746									
39	37	221/2	221/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	747									
39	37	332/3	332/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	748									
39	37	665/6	665/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	749									
39	37	111	111	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	750									
39	37	667/6	667/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	751									
39	37	334/3	334/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	752									
39	37	223/2	223/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	753									
39	37	335/3	335/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	754									
39	37	671/6	671/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	755									
40	38	112	112	0.0	0	0	Dynamic	3/4	1	1	0					f								
40	38	112	112	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	756								67	
40	38	225/2	225/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	757									
40	38	227/2	227/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
40	38	227/2	227/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	758								68	
40	38	114	114	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	759									
40	38	229/2	229/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	760		articStaccatissimoAbove							
40	38	112	112	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	761									
40	38	112	112	0.0	0	0	Dynamic	3/4	2	1	0					f								
40	38	112	112	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	762									
40	38	673/6	673/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	763									
40	38	337/3	337/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	764									
40	38	225/2	225/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	765									
40	38	338/3	338/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	766									
40	38	677/6	677/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	767									
40	38	113	113	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
40	38	113	113	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	768									
40	38	679/6	679/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	769									
40	38	340/3	340/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	770									
