mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur	Trill:trill
26	25	74	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	309							
26	25	75	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	310							
27	26	151/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	311							
27	26	76	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	312							
27	26	153/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	313							
27	26	77	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	314							
27	26	155/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	315							
27	26	78	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	316							
27	26	151/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	317							
27	26	303/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	318							
27	26	76	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	319							
27	26	305/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	320							
27	26	153/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	321							
27	26	307/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	322							
27	26	77	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	323							
27	26	309/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	324							
27	26	155/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	325							
27	26	311/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	326							
27	26	78	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	327							
27	26	313/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	328							
28	27	157/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	329							
28	27	79	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	330							
28	27	159/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	331							
28	27	80	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	332							
28	27	81	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	333							
28	27	157/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	334							
28	27	159/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	335							
28	27	80	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	336							
29	28	163/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	337							
29	28	82	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	338							
29	28	165/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	339							
29	28	83	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	340							
29	28	167/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	341							
29	28	84	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	342							
29	28	163/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	343							
29	28	82	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	344							
29	28	165/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	345							
29	28	83	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	346							
29	28	167/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	347							
29	28	84	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	348							
30	29	169/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	349							
30	29	339/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	350							
30	29	85	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	351							
30	29	341/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	352							
30	29	171/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	353							
30	29	343/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	354							
30	29	86	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	355							
30	29	345/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	356							
30	29	173/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	357							
30	29	347/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	358							
30	29	87	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	359							
30	29	349/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	360							
30	29	169/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	361							
30	29	85	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	362							
30	29	341/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	363							
30	29	171/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	364							
30	29	343/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	365							
30	29	86	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	366							
30	29	345/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	367							
30	29	173/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	368							
30	29	347/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	369							
30	29	87	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	370							
30	29	349/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	371							
31	30	175/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	372							
31	30	88	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	373							
31	30	177/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	374							
31	30	89	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	375							
31	30	179/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	376							
31	30	90	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	377							
31	30	175/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	378							
31	30	351/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	379							
31	30	88	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	380							
31	30	177/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	381							
31	30	89	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	382							
31	30	179/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	383							
31	30	90	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	384							
32	31	181/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	385							
32	31	363/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	386							
32	31	91	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	387							
32	31	365/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	388							
32	31	183/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	389							
32	31	367/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	390							
32	31	92	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	391							
32	31	369/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	392							
32	31	185/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	393							
32	31	371/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	394							
32	31	93	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	395							
32	31	373/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	396							
32	31	181/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	397							
32	31	91	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	398							
32	31	365/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	399							
32	31	183/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	400							
32	31	367/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	401							
32	31	92	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	402							
32	31	369/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	403							
32	31	185/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	404							
32	31	371/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	405							
32	31	93	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	406							
32	31	373/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	407							
33	32	187/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	408							
33	32	94	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	409							
33	32	189/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	410							
33	32	95	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	411							
33	32	191/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	412							
33	32	96	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	413							
33	32	187/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	414							
33	32	375/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	415							
33	32	94	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	416							
33	32	189/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	417							
33	32	95	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	418							
33	32	191/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	419							
33	32	96	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	420							
34	33	193/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	421							
34	33	387/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	422							
34	33	97	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	423							
34	33	389/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	424							
34	33	195/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	425							
34	33	391/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	426							
34	33	98	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	427							
34	33	393/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	428							
34	33	197/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	429							
34	33	395/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	430							
34	33	99	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	431							
34	33	397/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	432							
34	33	193/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	433							
34	33	97	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	434							
34	33	389/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	435							
34	33	195/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	436							
34	33	391/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	437							
34	33	98	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	438							
34	33	393/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	439							
34	33	197/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	440							
34	33	395/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	441							
34	33	99	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	442							
34	33	397/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	443							
35	34	199/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	444							
35	34	399/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	445							
35	34	100	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	446							
35	34	401/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	447							
35	34	201/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	448							
35	34	403/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	449							
35	34	101	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	450							
35	34	405/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	451							
35	34	203/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	452							
35	34	407/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	453							
35	34	102	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	454							
35	34	409/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	455							
35	34	199/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	456							
35	34	101	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	457							
36	35	205/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	458							
36	35	411/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	459							
36	35	103	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	460							
36	35	413/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	461							
36	35	207/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	462							
36	35	415/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	463							
36	35	104	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	464							
36	35	417/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	465							
36	35	209/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	466							
36	35	419/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	467							
36	35	105	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	468							
36	35	421/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	469							
36	35	205/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	470							
36	35	207/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	471							
36	35	104	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	472							
36	35	209/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	473							
36	35	105	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	474							
37	36	211/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	475							
37	36	423/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	476							
37	36	106	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	477							
37	36	425/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	478							
37	36	213/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	479							
37	36	427/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	480							
37	36	107	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	481							
37	36	429/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	482							
37	36	215/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	483							
37	36	431/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	484							
37	36	108	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	485							
37	36	433/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	486							
37	36	211/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	487							
37	36	107	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	488							
38	37	217/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	489							
38	37	435/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	490							
38	37	109	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	491							
38	37	437/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	492							
38	37	219/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	493							
38	37	439/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	494							
38	37	110	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	495							
38	37	441/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	496							
38	37	221/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	497							
38	37	443/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	498							
38	37	111	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	499							
38	37	445/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	500							
38	37	217/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	501							
38	37	219/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	502							
38	37	110	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	503							
38	37	221/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	504							
38	37	111	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	505							
39	38	447/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	506							
39	38	112	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	507							
39	38	449/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	508							
39	38	225/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	509							
39	38	451/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	510							
39	38	113	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	511							
39	38	453/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	512							
39	38	227/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	513							
39	38	455/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	514							
39	38	114	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	515							
39	38	457/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	516							
39	38	223/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	517							
39	38	113	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	518						29	
39	38	227/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	519						29	
39	38	114	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	520							
40	39	459/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	521							
40	39	115	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	522							
40	39	461/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	523							
40	39	231/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	524							
40	39	463/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	525							
40	39	116	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	526							
40	39	465/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	527							
40	39	233/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	528							
40	39	467/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	529							
40	39	117	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	530							
40	39	469/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	531							
40	39	229/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	532							
40	39	116	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	533						30	
40	39	233/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	534						30	
40	39	117	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	535							
41	40	235/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	536							
41	40	471/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	537							
41	40	118	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	538							
41	40	473/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	539							
41	40	237/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	540							
41	40	475/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	541							
41	40	119	0.0	3/8	3/8	Spanner	6/8	1	1	0												0
41	40	119	0.0	3/8	3/8	Chord	6/8	1	1	0	grace32after		1/32	1	542							0
41	40	119	0.0	3/8	3/8	Chord	6/8	1	1	0	grace32after		1/32	1	543							0
41	40	119	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	544							0
41	40	118	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	545							
41	40	237/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	546							
41	40	239/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	547							
41	40	120	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	548							
41	40	235/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	549							
41	40	119	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	550							
42	41	241/2	0.0	0	0	Spanner	6/8	1	1	0												
42	41	241/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	551							
42	41	121	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	552							
42	41	243/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	553							
42	41	122	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	554							
42	41	123	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	555						31	
42	41	241/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	556							
42	41	121	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	557							
42	41	243/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	558							
42	41	122	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	559							
42	41	123	0.0	5/8	5/8	StaffText	6/8	2	1	0								dolce				
43	42	247/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	560						31	
43	42	249/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	561							
43	42	125	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	562							
43	42	251/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	563						32	
43	42	503/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	564						32	
43	42	126	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	565						32	
43	42	505/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	566							
44	43	253/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	567						33	
44	43	128	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	568							
44	43	129	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	569							
44	43	253/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	570							
44	43	128	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	571							
44	43	129	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	572							
45	44	259/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	573						34	
45	44	130	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	574							
45	44	261/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	575							
45	44	131	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	576							
45	44	263/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	577							
45	44	132	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	578							
45	44	259/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	579							
45	44	263/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	580						35	
45	44	132	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	581							
46	45	265/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	582						36	
46	45	267/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	583							
46	45	134	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	584							
46	45	135	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	585						37	
46	45	265/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	586							
46	45	134	0.5	3/8	3/8	Chord	6/8	1	2	1/8			1/8	1	587							
46	45	265/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	588							
46	45	134	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	589							
47	46	271/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	590							
47	46	136	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	591						38	
47	46	545/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	592						38	
47	46	273/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	593						38	
47	46	547/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	594						38	
47	46	137	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	595						38	
47	46	549/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	596						38	
47	46	275/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	597						38	
47	46	551/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	598						38	
47	46	138	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	599						38	
47	46	553/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	600							
48	47	277/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	601						39	
48	47	555/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	602						39	
48	47	139	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	603						39	
48	47	557/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	604						39	
48	47	279/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	605						39	
48	47	559/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	606						39	
48	47	140	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	607						39	
48	47	561/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	608						39	
48	47	281/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	609						39	
48	47	563/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	610						39	
48	47	141	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	611						39	
48	47	565/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	612							
48	47	277/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	613							
48	47	140	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	614							
48	47	141	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	615							
49	48	283/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	616						40	
49	48	567/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	617						40	
49	48	142	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	618						40	
49	48	569/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	619						40	
49	48	285/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	620						40	
