mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur	Trill:trill	crescendo_line
21	20	157/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	303							
21	20	315/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	304							
21	20	79	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	305							
21	20	317/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	306							
21	20	159/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	307							
21	20	319/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	308							
21	20	80	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	309							
21	20	321/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	310							
21	20	161/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	311							
21	20	323/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	312							
21	20	77	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	313					48		
21	20	78	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	314					48		
21	20	79	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	315					48		
21	20	80	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	316							
22	21	81	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	317		articStaccatoAbove					
22	21	163/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	318		articStaccatoAbove					
22	21	165/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	319		ornamentTrill					
22	21	83	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	320					49		
22	21	167/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	321							
22	21	84	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	322		articStaccatoAbove					
22	21	169/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	323		articStaccatoAbove					
22	21	81	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	324							
22	21	325/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	325							
22	21	163/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	326							
22	21	327/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	327							
22	21	82	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	328							
22	21	329/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	329							
22	21	165/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	330							
22	21	331/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	331							
22	21	83	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	332							
22	21	333/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	333							
22	21	167/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	334							
22	21	335/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	335							
22	21	84	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	336							
22	21	337/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	337							
22	21	169/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	338							
22	21	339/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	339							
23	22	85	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	340							
23	22	341/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	341							
23	22	171/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	342							
23	22	343/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	343							
23	22	86	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	344							
23	22	345/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	345							
23	22	173/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	346							
23	22	347/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	347							
23	22	85	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	348							
23	22	87	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	349							
24	23	89	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	350					50		
24	23	181/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	351					50		
24	23	363/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	352					50		
24	23	91	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	353							
24	23	183/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	354		articStaccatoBelow					
24	23	92	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	355		articStaccatoBelow					
24	23	185/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	356		articStaccatoBelow					
24	23	89	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	357							
25	24	93	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	358					51		
25	24	187/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	359							
25	24	94	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	360					52		
25	24	191/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	361							
25	24	96	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	362					53		
25	24	193/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	363							
25	24	94	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	364					54		
25	24	96	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	365							
26	25	97	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	366					55		
26	25	195/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	367					55		
26	25	197/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	368							
26	25	99	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	369					56		
26	25	199/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4			1/4	1	370					56		
26	25	201/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	371							
26	25	97	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	372					57		
26	25	98	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	373							
26	25	99	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	374					58		
26	25	100	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	375							
27	26	101	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	376							
27	26	102	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	377		ornamentTrill			59		
27	26	411/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	378					59		
27	26	823/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	379							
27	26	103	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	380		articStaccatoAbove					
27	26	207/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	381					60		
27	26	104	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	382					60		
27	26	209/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	383							
27	26	101	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	384					61		
27	26	102	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	385							
27	26	103	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	386							
28	27	105	0.0	0	0	Chord	4/4	1	1	0	appoggiatura		1/8	1	387							
28	27	105	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	388					62		
28	27	213/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	389					62		
28	27	427/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	390							
28	27	107	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	391					63		
28	27	215/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	392					63		
28	27	108	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	393					63		
28	27	217/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	394							
28	27	211/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	395					64		
28	27	106	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	396					64		
28	27	213/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	397							
28	27	107	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	398							
29	28	109	0.0	0	0	Chord	4/4	1	1	0	appoggiatura		1/8	1	399							
29	28	109	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	400					65		
29	28	221/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	401					65		
29	28	443/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	402							
29	28	111	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	403					66		
29	28	223/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	404					66		
29	28	112	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	405					66		
29	28	225/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	406							
29	28	219/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	407					67		
29	28	110	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	408					67		
29	28	221/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	409							
29	28	111	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	410							
30	29	113	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	411					68		
30	29	227/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	412							
30	29	229/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	413							
30	29	115	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	414					69		
30	29	231/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4			1/4	1	415							
30	29	233/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	416							
30	29	113	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	417					70		
30	29	114	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	418							
30	29	115	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	419					71		
30	29	116	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	420							
31	30	117	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	421					72		
31	30	469/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	422					72		
31	30	235/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	423					72		
31	30	471/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	424					72		
31	30	118	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	425					72		
31	30	473/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	426					72		
31	30	237/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	427					72		
31	30	475/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	428							
31	30	119	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	429							
31	30	117	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	430							
31	30	119	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	431					73		
31	30	477/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	432					73		
31	30	239/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	433					73		
31	30	479/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	434					73		
31	30	120	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	435					73		
31	30	481/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	436					73		
31	30	241/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	437					73		
31	30	483/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	438							
32	31	121	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	439					74		
32	31	245/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	440					74		
32	31	491/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	441					74		
32	31	123	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	442							
32	31	247/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	443		articStaccatoBelow					
32	31	124	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	444		articStaccatoBelow					
32	31	249/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	445		articStaccatoBelow					
32	31	121	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	446							
32	31	122	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	447							
33	32	125	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	448					75		
33	32	251/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	449							
33	32	126	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	450					76		
33	32	255/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	451							
33	32	128	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	452					77		
33	32	257/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	453							
33	32	126	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	454					78		
33	32	128	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	455							
34	33	129	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	456							
34	33	259/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	457							
34	33	130	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	458							
34	33	261/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	459							
34	33	131	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	460							
34	33	263/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	461							
34	33	132	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	462							
34	33	265/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	463							
34	33	129	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	464					79		
34	33	130	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	465							
34	33	131	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	466					80		
34	33	132	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	467							
35	34	133	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	468					81		
35	34	134	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	469					81		
35	34	269/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	470							
35	34	135	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	471		articStaccatoAbove					
35	34	271/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	472					82		
35	34	136	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	473					82		
35	34	273/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	474							
35	34	133	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	475							
35	34	134	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	476							
35	34	135	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	477							
36	35	137	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	478							
36	35	137	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	479							
36	35	277/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	480							
36	35	555/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	481							
36	35	139	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	482							
36	35	557/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	483							
36	35	279/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	484							
36	35	559/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	485							
36	35	140	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	486							
36	35	561/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	487							
36	35	281/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	488							
36	35	563/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	489							
36	35	275/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	490					83		
36	35	138	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	491							
36	35	277/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	492		articStaccatoAbove					
36	35	139	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	493		articStaccatoAbove					
36	35	279/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	494		articStaccatoAbove					
36	35	140	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	495					84		
36	35	281/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	496							
37	36	141	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	497							
37	36	565/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	498							
37	36	283/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	499							
37	36	567/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	500							
37	36	142	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	501							
37	36	569/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	502							
37	36	285/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	503							
37	36	571/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	504							
37	36	143	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	505							
37	36	573/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	506							
37	36	287/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	507							
37	36	575/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	508							
37	36	144	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	509							
37	36	577/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	510							
37	36	289/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	511							
37	36	579/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	512							
37	36	141	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	513							
37	36	283/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	514							
37	36	142	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	515							
37	36	285/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	516							
37	36	143	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	517							
37	36	144	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	518							
38	37	145	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	519							
38	37	145	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	520							
38	37	291/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	521							
38	37	583/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	522							
38	37	146	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16		1/16	1	523							
38	37	146	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	524							
38	37	293/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	525							
38	37	587/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	526							
38	37	147	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	527							
38	37	148	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	528		ornamentTrill					
38	37	595/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	529							
38	37	1191/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	530							
38	37	148	1.0	3/4	3/4	Chord	4/4	1	2	1/4			1/4	1	531							
38	37	145	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	532							
38	37	146	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	533							
38	37	147	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	534							
38	37	148	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	535							
39	38	149	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	536							
39	38	149	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	537							
39	38	597/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	538							
39	38	299/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	539							
39	38	599/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	540							
39	38	150	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	541							
39	38	601/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	542							
39	38	301/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	543							
39	38	603/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	544							
39	38	151	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	545							
39	38	605/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	546							
39	38	303/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	547							
39	38	607/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	548							
39	38	152	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	549							
39	38	609/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	550							
39	38	305/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	551							
39	38	611/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	552							
40	39	153	0.0	0	0	Dynamic	4/4	1	1	0						fp						
40	39	153	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	553					85		
40	39	307/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	554							
40	39	154	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	555		articStaccatoAbove					
40	39	309/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	556		articStaccatoAbove					
40	39	155	0.0	1/2	1/2	Dynamic	4/4	1	1	0						fp						
40	39	155	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	557					86		
40	39	311/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	558							
40	39	156	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	559		articStaccatoAbove					
40	39	313/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	560		articStaccatoAbove					
40	39	153	0.0	0	0	Dynamic	4/4	2	1	0						fp						
40	39	153	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	561							
40	39	613/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	562							
40	39	307/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	563							
40	39	615/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	564							
40	39	154	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	565							
40	39	617/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	566							
40	39	309/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	567							
40	39	619/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	568							
40	39	155	0.0	1/2	1/2	Dynamic	4/4	2	1	0						fp						
40	39	155	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	569							
40	39	621/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	570							
40	39	311/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	571							
40	39	623/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	572							
40	39	156	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	573							
40	39	625/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	574							
40	39	313/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	575							
40	39	627/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	576							
41	40	157	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	577		articStaccatoAbove					
41	40	315/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	578		articStaccatoAbove					
41	40	158	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	579		articStaccatoAbove					
41	40	317/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	580		articStaccatoAbove					
41	40	159	0.0	1/2	1/2	Dynamic	4/4	1	1	0						f						
41	40	159	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	581					87		
41	40	319/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	582							
41	40	160	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	583					88		
41	40	321/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	584							
41	40	157	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	585							
41	40	629/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	586							
41	40	315/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	587							
41	40	631/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	588							
41	40	158	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	589							
41	40	633/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	590							
41	40	317/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	591							
41	40	635/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	592							
41	40	159	0.0	1/2	1/2	Dynamic	4/4	2	1	0						f						
41	40	159	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	593							
41	40	637/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	594							
41	40	319/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	595							
41	40	639/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	596							
41	40	160	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	597							
41	40	641/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	598							
41	40	321/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	599							
41	40	643/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	600							
42	41	161	0.0	0	0	Dynamic	4/4	1	1	0						fp						
42	41	161	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	601					89		
42	41	323/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	602							
42	41	162	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	603		articStaccatoAbove					
42	41	325/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	604		articStaccatoAbove					
