mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_hairpin
61	61	240	240	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1107												
61	61	241	241	0.0	1/4	1/4	StaffText	4/4	2	1	0							m.s.									
61	61	241	241	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1108										57		
61	61	242	242	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1109										57		
61	61	243	243	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1110												
62	62	244	244	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1111												
62	62	245	245	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f											
62	62	245	245	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	1112												
62	62	493/2	493/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p											
62	62	493/2	493/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1113										58		
62	62	247	247	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1114										58		
62	62	495/2	495/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1115												
62	62	244	244	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1116												
62	62	977/4	977/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1117												
62	62	489/2	489/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1118												
62	62	979/4	979/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1119												
62	62	245	245	0.0	1/4	1/4	Dynamic	4/4	2	1	0					f											
62	62	245	245	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1120												
62	62	981/4	981/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1121												
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1122												
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1123												
62	62	246	246	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1124												
62	62	985/4	985/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1125												
62	62	493/2	493/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1126												
62	62	987/4	987/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1127												
62	62	247	247	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1128												
62	62	989/4	989/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1129												
62	62	495/2	495/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1130												
62	62	991/4	991/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1131												
63	63	993/4	993/4	0.0	1/16	1/16	Dynamic	4/4	1	1	0					f											
63	63	993/4	993/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1132										59		
63	63	497/2	497/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1133										59		
63	63	995/4	995/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1134												
63	63	997/4	997/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1135										60		
63	63	499/2	499/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1136										60		
63	63	999/4	999/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1137												
63	63	1001/4	1001/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1138										61		
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1139										61		
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1140												
63	63	1005/4	1005/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1141										62		
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1142										62		
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1143												
63	63	248	248	0.0	0	0	Dynamic	4/4	2	1	0					f											
63	63	248	248	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1144												
63	63	249	249	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1145										63		
63	63	250	250	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1146										63		
63	63	251	251	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1147												
64	64	252	252	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1148												
64	64	253	253	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f											
64	64	253	253	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	1149												
64	64	509/2	509/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p											
64	64	509/2	509/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1150										64		
64	64	255	255	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1151										64		
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1152												
64	64	252	252	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1153												
64	64	1009/4	1009/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1154												
64	64	505/2	505/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1155												
64	64	1011/4	1011/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1156												
64	64	253	253	0.0	1/4	1/4	Dynamic	4/4	2	1	0					f											
64	64	253	253	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1157												
64	64	1013/4	1013/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1158												
64	64	507/2	507/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1159												
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1160												
64	64	254	254	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p											
64	64	254	254	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1161												
64	64	1017/4	1017/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1162												
64	64	509/2	509/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1163												
64	64	1019/4	1019/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1164												
64	64	255	255	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1165												
64	64	1021/4	1021/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1166												
64	64	511/2	511/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1167												
64	64	1023/4	1023/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1168												
65	65	1025/4	1025/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1169										65		
65	65	513/2	513/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1170										65		
65	65	1027/4	1027/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1171												
65	65	1029/4	1029/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1172										66		
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1173										66		
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1174												
65	65	1033/4	1033/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1175										67		
65	65	517/2	517/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1176										67		
65	65	1035/4	1035/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1177												
65	65	1037/4	1037/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1178										68		
65	65	519/2	519/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1179										68		
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1180												
65	65	256	256	0.0	0	0	Dynamic	4/4	2	1	0					f											
65	65	256	256	0.0	0	0	Dynamic	4/4	2	1	0					f											
65	65	256	256	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1181												
65	65	257	257	0.0	1/4	1/4	StaffText	4/4	2	1	0							m.s.									
65	65	257	257	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1182										69		
65	65	258	258	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1183										69		
65	65	259	259	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1184												
66	66	1041/4	1041/4	0.0	1/16	1/16	Dynamic	4/4	1	1	0					f											
66	66	1041/4	1041/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1185										70		
66	66	521/2	521/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1186										70		
66	66	1043/4	1043/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1187												
66	66	1045/4	1045/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1188												
66	66	523/2	523/2	0.0	3/8	3/8	StaffText	4/4	1	1	0							simile									
66	66	523/2	523/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1189												
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1190												
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1191												
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1192												
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1193												
66	66	1053/4	1053/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1194												
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1195												
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1196												
66	66	260	260	0.0	0	0	Dynamic	4/4	2	1	0					f											
66	66	260	260	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1197												
66	66	261	261	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1198												
66	66	262	262	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1199												
66	66	263	263	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1200												
67	67	1057/4	1057/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1201												
67	67	529/2	529/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1202												
67	67	1059/4	1059/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1203												
67	67	1061/4	1061/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1204												
67	67	531/2	531/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1205												
67	67	1063/4	1063/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1206												
67	67	1065/4	1065/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1207												
67	67	533/2	533/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1208												
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1209												
67	67	1069/4	1069/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1210												
67	67	535/2	535/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1211												
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1212												
67	67	264	264	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1213												
67	67	265	265	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1214												
67	67	266	266	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1215												
67	67	267	267	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1216												
68	68	1073/4	1073/4	0.0	1/16	1/16	Dynamic	4/4	1	1	0					p											
68	68	1073/4	1073/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1217												
68	68	537/2	537/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1218												
68	68	1075/4	1075/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1219												
68	68	1077/4	1077/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1220												
68	68	539/2	539/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1221												
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1222												
68	68	1081/4	1081/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1223												
68	68	541/2	541/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1224												
68	68	1083/4	1083/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1225												
68	68	1085/4	1085/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1226												
68	68	543/2	543/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1227												
68	68	1087/4	1087/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1228												
68	68	268	268	0.0	0	0	Dynamic	4/4	2	1	0					p											
68	68	268	268	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1229												
68	68	269	269	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1230												
68	68	270	270	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1231												
68	68	271	271	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1232												
69	69	1089/4	1089/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1233												
69	69	545/2	545/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1234												
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1235												
69	69	1093/4	1093/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1236												
69	69	547/2	547/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1237												
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1238												
69	69	1097/4	1097/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1239												
69	69	549/2	549/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1240												
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1241												
69	69	1101/4	1101/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1242												
69	69	551/2	551/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1243												
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1244												
69	69	272	272	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1245												
69	69	273	273	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1246												
69	69	274	274	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1247												
69	69	275	275	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1248												
70	70	276	276	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1249												
70	70	1105/4	1105/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1250												
70	70	553/2	553/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1251												
70	70	1107/4	1107/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1252												
70	70	277	277	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1253												
70	70	1109/4	1109/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1254												
70	70	555/2	555/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1255												
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1256												
70	70	278	278	0.0	1/2	1/2	Spanner	4/4	1	1	0																0
70	70	278	278	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1257												0
70	70	1113/4	1113/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1258												0
70	70	557/2	557/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1259												0
70	70	1115/4	1115/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1260												0
70	70	279	279	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1261												0
70	70	1117/4	1117/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1262												0
70	70	559/2	559/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1263												0
70	70	1119/4	1119/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1264												0
70	70	276	276	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1265												
71	71	280	280	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1266												0
71	71	1121/4	1121/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1267												0
71	71	561/2	561/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1268												0
71	71	1123/4	1123/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1269												0
71	71	281	281	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1270												0
71	71	1125/4	1125/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1271												0
71	71	563/2	563/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1272												0
71	71	1127/4	1127/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1273												0
71	71	282	282	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1274												0
71	71	1129/4	1129/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1275												0
71	71	565/2	565/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1276												0
71	71	1131/4	1131/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1277												0
71	71	283	283	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1278												0
71	71	1133/4	1133/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1279												0
71	71	567/2	567/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1280												0
71	71	1135/4	1135/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																
71	71	1135/4	1135/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1281												
72	72	284	284	0.0	0	0	Dynamic	4/4	1	1	0					f											
72	72	284	284	0.0	0	0	Dynamic	4/4	1	1	0					f											
72	72	284	284	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1282												
72	72	286	286	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	1283												
72	72	286	286	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1284												
72	72	573/2	573/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1285												
72	72	1147/4	1147/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1286												
72	72	287	287	0.0	3/4	3/4	Chord	4/4	1	1	0	grace32	1/32	1	1287												
72	72	287	287	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1288												
72	72	575/2	575/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1289												
72	72	1151/4	1151/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1290												
72	72	284	284	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1291												
72	72	286	286	0.0	1/2	1/2	Chord	4/4	2	1	0	grace32	1/32	1	1292												
72	72	286	286	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1293												
72	72	573/2	573/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1294												
72	72	1147/4	1147/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1295												
72	72	287	287	0.0	3/4	3/4	Chord	4/4	2	1	0	grace32	1/32	1	1296												
72	72	287	287	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1297												
72	72	575/2	575/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1298												
72	72	1151/4	1151/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1299												
73	73	288	288	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1300		articStaccatissimoBelow										
73	73	289	289	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1301		articStaccatissimoBelow										
73	73	290	290	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1302		articStaccatissimoAbove										
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1303												
73	73	288	288	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1304		articStaccatissimoAbove										
73	73	289	289	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1305		articStaccatissimoAbove										
73	73	290	290	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1306		articStaccatissimoAbove										
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1307												
74	74	292	292	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1308												
74	74	585/2	585/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1309												
74	74	293	293	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1310												
74	74	587/2	587/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1311												
74	74	294	294	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1312												
74	74	589/2	589/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1313												
74	74	295	295	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1314												
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1315												
74	74	292	292	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1316												
74	74	585/2	585/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1317												
74	74	293	293	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1318												
74	74	587/2	587/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1319												
74	74	294	294	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1320												
74	74	589/2	589/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1321												
74	74	295	295	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1322												
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1323												
75	75	296	296	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1324												
75	75	597/2	597/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p											
75	75	597/2	597/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1325		articStaccatoBelow										
75	75	299	299	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1326		articStaccatoBelow										
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1327		articStaccatoBelow										
75	75	296	296	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1328										71		
75	75	593/2	593/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1329										71		
75	75	297	297	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1330										71		
75	75	595/2	595/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1331												
75	75	298	298	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p											
75	75	298	298	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1332										72		
75	75	597/2	597/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1333										72		
75	75	299	299	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1334										72		
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1335												
76	76	300	300	0.0	0	0	Dynamic	4/4	1	1	0					f											
76	76	300	300	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1336										73		
76	76	601/2	601/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1337												
76	76	301	301	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1338												
76	76	605/2	605/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p											
76	76	605/2	605/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1339		articStaccatoAbove										
76	76	303	303	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1340		articStaccatoAbove										
76	76	607/2	607/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1341		articStaccatoAbove										
76	76	300	300	0.0	0	0	Dynamic	4/4	2	1	0					f											
76	76	300	300	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1342										74		
76	76	601/2	601/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1343										74		
76	76	301	301	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1344										74		
76	76	603/2	603/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1345												
76	76	302	302	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p											
76	76	302	302	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1346										75		
76	76	605/2	605/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1347										75		
76	76	303	303	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1348										75		
76	76	607/2	607/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1349												
77	77	304	304	0.0	0	0	Dynamic	4/4	1	1	0					f											
77	77	304	304	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1350										76		
77	77	609/2	609/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1351												
77	77	305	305	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1352												
77	77	613/2	613/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p											
77	77	613/2	613/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1353		articStaccatoAbove										
77	77	307	307	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1354		articStaccatoAbove										
77	77	615/2	615/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1355		articStaccatoAbove										
77	77	304	304	0.0	0	0	Dynamic	4/4	2	1	0					f											
77	77	304	304	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1356										77		
77	77	609/2	609/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1357										77		
77	77	305	305	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1358										77		
77	77	611/2	611/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1359												
77	77	306	306	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p											
