mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	crescendo_hairpin
19	19	293/8	293/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	267									30		
19	19	147/4	147/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	268									30		
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	269											
19	19	37	37	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	270									31		
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	271											
19	19	75/2	75/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	272									32		
19	19	301/8	301/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	273									32		
19	19	151/4	151/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	274									32		
19	19	303/8	303/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	275											
19	19	36	36	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	276									33		
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	277									33		
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	278											
19	19	37	37	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	279									34		
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	280									34		
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	281											
20	20	38	38	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	282									35		
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	283											
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	284		articStaccatoAbove									
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	285		articStaccatoAbove									
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	286											
20	20	38	38	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	287									36		
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	288									36		
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	289									36		
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	290									36		
20	20	39	39	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	291									36		
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	292									36		
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	293									36		
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	294											
21	21	40	40	0.0	0	0	Dynamic	2/4	1	1	0					mf										
21	21	40	40	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	295											
21	21	40	40	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	296									37		
21	21	163/4	163/4	0.08333333333333333	3/16	3/16	Chord	2/4	1	1	1/48		1/32	2/3	297											
21	21	245/6	245/6	0.08333333333333333	5/24	5/24	Chord	2/4	1	1	1/48		1/32	2/3	298											
21	21	491/12	491/12	0.08333333333333333	11/48	11/48	Chord	2/4	1	1	1/48		1/32	2/3	299											
21	21	41	41	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	300											
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	301		articStaccatoAbove									
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	302		articStaccatoAbove									
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	303		articStaccatoAbove									
21	21	40	40	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	304									38		
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	305									38		
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	306											
21	21	41	41	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	307									39		
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	308									39		
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	309											
22	22	42	42	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	310											
22	22	85/2	85/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	311									40		
22	22	341/8	341/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	312									40		
22	22	171/4	171/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	313									40		
22	22	343/8	343/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	314									40		
22	22	43	43	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	315											
22	22	42	42	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	316									41		
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	317											
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	318		articStaccatoAbove									
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	319		articStaccatoAbove									
22	22	43	43	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	320									42		
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	321											
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	322		articStaccatoAbove									
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	323		articStaccatoAbove									
23	23	44	44	0.0	0	0	Dynamic	2/4	1	1	0					p										
23	23	44	44	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	324									43		
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	325											
23	23	89/2	89/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	326									44		
23	23	357/8	357/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	327									44		
23	23	179/4	179/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	328									44		
23	23	359/8	359/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	329											
23	23	45	45	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	330									45		
23	23	361/8	361/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	331									45		
23	23	181/4	181/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	332									45		
23	23	363/8	363/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	333									45		
23	23	91/2	91/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	334									45		
23	23	365/8	365/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	335									45		
23	23	183/4	183/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	336									45		
23	23	367/8	367/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	337											
23	23	44	44	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	338									46		
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	339									46		
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	340											
23	23	45	45	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	341									47		
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	342									47		
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	343											
24	24	46	46	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	344									48		
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	345											
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	346		articStaccatoAbove									
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	347		articStaccatoAbove									
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	348											
24	24	46	46	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	349									49		
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	350									49		
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	351									49		
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	352									49		
24	24	47	47	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	353									49		
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	354									49		
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	355									49		
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	356											
25	25	48	48	0.0	0	0	Dynamic	2/4	1	1	0					f										
25	25	48	48	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	357									50		
25	25	385/8	385/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	358									50		
25	25	193/4	193/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	359									50		
25	25	387/8	387/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	360									50		
25	25	97/2	97/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	361									50		
25	25	389/8	389/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	362									50		
25	25	195/4	195/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	363									50		
25	25	391/8	391/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	364									50		
25	25	49	49	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	365									50		
25	25	393/8	393/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	366									50		
25	25	197/4	197/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	367									50		
25	25	395/8	395/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	368									50		
25	25	99/2	99/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	369									50		
25	25	397/8	397/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	370									50		
25	25	199/4	199/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	371									50		
25	25	399/8	399/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	372											
25	25	48	48	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	373											
26	26	50	50	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	374		articStaccatoAbove									
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	375		ornamentTrill							51		
26	26	203/4	203/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	376									51		
26	26	407/8	407/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	377									51		
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	378											
26	26	50	50	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	379											
26	26	301/6	301/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	380											
26	26	151/3	151/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	381											
26	26	101/2	101/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	382											
26	26	152/3	152/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	383											
26	26	305/6	305/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	384											
26	26	51	51	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	385											
26	26	307/6	307/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	386											
26	26	154/3	154/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	387											
26	26	103/2	103/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	388											
26	26	155/3	155/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	389											
26	26	311/6	311/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	390											
27	27	52	52	0.0	0	0	Dynamic	2/4	1	1	0					p										
27	27	52	52	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	391											
27	27	52	52	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	392											
27	27	52	52	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	393											
27	27	105/2	105/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	394											
27	27	423/8	423/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	395											
27	27	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	396											
27	27	107/2	107/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	397									52		
27	27	429/8	429/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	398											
27	27	215/4	215/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	399											
27	27	431/8	431/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	400											
27	27	52	52	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	401											
27	27	313/6	313/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	402											
27	27	157/3	157/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	403											
27	27	105/2	105/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	404											
27	27	158/3	158/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	405											
27	27	317/6	317/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	406											
27	27	53	53	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	407											
27	27	319/6	319/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	408											
27	27	160/3	160/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	409											
27	27	107/2	107/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	410											
27	27	161/3	161/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	411											
27	27	323/6	323/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	412											
28	28	54	54	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	413		articStaccatoAbove									
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	414		ornamentTrill							53		
28	28	219/4	219/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	415									53		
28	28	439/8	439/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	416									53		
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	417											
28	28	54	54	0.0	0	0	Dynamic	2/4	2	1	0					f										
28	28	54	54	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	418											
28	28	325/6	325/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	419											
28	28	163/3	163/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	420											
28	28	109/2	109/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	421											
28	28	164/3	164/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	422											
28	28	329/6	329/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	423											
28	28	55	55	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	424											
28	28	331/6	331/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	425											
28	28	166/3	166/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	426											
28	28	111/2	111/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	427											
28	28	167/3	167/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	428											
28	28	335/6	335/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	429											
29	29	56	56	0.0	0	0	Dynamic	2/4	1	1	0					p										
29	29	56	56	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	430											
29	29	56	56	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	431											
29	29	56	56	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	432											
29	29	113/2	113/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	433											
29	29	455/8	455/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	434											
29	29	57	57	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	435											
29	29	115/2	115/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	436									54		
29	29	461/8	461/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	437									54		
29	29	231/4	231/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	438									54		
29	29	463/8	463/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	439									54		
29	29	56	56	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	440											
29	29	337/6	337/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	441											
29	29	169/3	169/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	442											
29	29	113/2	113/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	443											
29	29	170/3	170/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	444											
29	29	341/6	341/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	445											
29	29	57	57	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	446											
29	29	343/6	343/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	447											
29	29	172/3	172/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	448											
29	29	115/2	115/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	449											
29	29	173/3	173/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	450											
29	29	347/6	347/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	451											
30	30	58	58	0.0	0	0	Dynamic	2/4	1	1	0					f										
30	30	58	58	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	452											
30	30	233/4	233/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	453									55		
30	30	467/8	467/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	454									55		
30	30	117/2	117/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	455									55		
30	30	469/8	469/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	456									55		
30	30	235/4	235/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	457									55		
30	30	471/8	471/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	458									55		
30	30	59	59	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	459									55		
30	30	473/8	473/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	460									55		
30	30	237/4	237/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	461									55		
30	30	475/8	475/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	462									55		
30	30	119/2	119/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	463									55		
30	30	477/8	477/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	464									55		
30	30	239/4	239/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	465									55		
30	30	479/8	479/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	466											
30	30	58	58	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	467											
30	30	59	59	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	468											
31	31	60	60	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	469		articStaccatoBelow									
31	31	121/2	121/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	470									56		
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	471											
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	472		articStaccatoAbove									
31	31	121/2	121/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					fp										
31	31	121/2	121/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	473									57		
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	474											
32	32	249/4	249/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					p										
32	32	249/4	249/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	475		articStaccatoBelow									
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	476		articStaccatoBelow									
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	477		articStaccatoBelow									
32	32	63	63	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	478									58		
32	32	253/4	253/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	479									58		
32	32	127/2	127/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	480									58		
32	32	255/4	255/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	481											
32	32	62	62	0.0	0	0	Dynamic	2/4	2	1	0					p										
32	32	62	62	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	482											
33	33	64	64	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	483									59		
33	33	257/4	257/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	484											
33	33	129/2	129/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	485											
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	486									60		
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	487											
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	488											
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	489									61		
33	33	65	65	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	490											
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	491											
33	33	65	65	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	492											
34	34	66	66	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	493		articStaccatoBelow									
34	34	67	67	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf										
34	34	67	67	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	494									62		
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	495									62		
34	34	135/2	135/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p										
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	496											
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	497		articStaccatoAbove									
34	34	66	66	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	498											
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	499											
35	35	68	68	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	500		articStaccatoAbove									
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	501		articStaccatoAbove									
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	502		articStaccatoAbove									
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	503		articStaccatoAbove									
35	35	69	69	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	504		articStaccatoBelow									
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	505		articStaccatoBelow									
36	36	70	70	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	506									63		
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	507									63		
36	36	141/2	141/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	508											
36	36	71	71	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	509									64		
36	36	285/4	285/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	510									64		
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	511											
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	512		articStaccatoAbove									
36	36	141/2	141/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	513											
36	36	141/2	141/2	0.0	1/8	1/8	Dynamic	2/4	2	2	0					p										
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	514									65		
36	36	71	71	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	515											
37	37	72	72	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	516		ornamentTrill									
37	37	579/8	579/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	517		articStaccatoAbove									
37	37	145/2	145/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	518		articStaccatoAbove									
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	519		articStaccatoAbove									
37	37	73	73	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	520		articStaccatoAbove									
37	37	293/4	293/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	521		articStaccatoAbove									
37	37	147/2	147/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	522		articStaccatoAbove									
37	37	295/4	295/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	523		articStaccatoAbove									
37	37	72	72	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	524											
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	525											
37	37	72	72	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	526											
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	527											
38	38	74	74	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	528									66		
