mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	crescendo_hairpin
54	54	851/8	851/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	791											
54	54	213/2	213/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	792									105		
54	54	855/8	855/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	793											
54	54	107	107	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	794											
55	55	108	108	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	795		articStaccatoAbove									
55	55	217/2	217/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	796											
55	55	217/2	217/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	797									106		
55	55	435/4	435/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	798									106		
55	55	871/8	871/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	799											
55	55	109	109	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	800		articStaccatoBelow									
55	55	219/2	219/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	801											
55	55	219/2	219/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	802									107		
55	55	439/4	439/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	803									107		
55	55	879/8	879/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	804											
55	55	108	108	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	805											
55	55	109	109	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	806											
56	56	110	110	0.0	0	0	Dynamic	2/4	1	1	0					f										
56	56	110	110	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	807									108		
56	56	881/8	881/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	808									108		
56	56	441/4	441/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	809									108		
56	56	883/8	883/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	810									108		
56	56	221/2	221/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	811									108		
56	56	885/8	885/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	812									108		
56	56	443/4	443/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	813									108		
56	56	887/8	887/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	814									108		
56	56	111	111	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	815											
56	56	223/2	223/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p										
56	56	223/2	223/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	816											
56	56	223/2	223/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	817									109		
56	56	447/4	447/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	818									109		
56	56	895/8	895/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	819											
56	56	110	110	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	820									110		
56	56	881/8	881/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	821									110		
56	56	441/4	441/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	822									110		
56	56	883/8	883/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	823									110		
56	56	221/2	221/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	824									110		
56	56	885/8	885/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	825									110		
56	56	443/4	443/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	826									110		
56	56	887/8	887/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	827									110		
56	56	111	111	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	828											
57	57	112	112	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	829		articStaccatoAbove									
57	57	449/4	449/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	830		articStaccatoAbove									
57	57	225/2	225/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	831											
57	57	225/2	225/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	832									111		
57	57	451/4	451/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	833									111		
57	57	903/8	903/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	834											
57	57	113	113	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	835		articStaccatoBelow									
57	57	453/4	453/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	836		articStaccatoBelow									
57	57	227/2	227/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	837											
57	57	227/2	227/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	838									112		
57	57	455/4	455/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	839									112		
57	57	911/8	911/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	840											
57	57	112	112	0.0	0	0	Dynamic	2/4	2	1	0					p										
57	57	112	112	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	841											
57	57	113	113	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	842											
58	58	114	114	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	843											
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	844		articStaccatoBelow									
58	58	115	115	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	845		articStaccatoBelow									
58	58	114	114	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	846											
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	847		articStaccatoAbove									
58	58	115	115	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	848		articStaccatoBelow									
59	59	116	116	0.0	0	0	Dynamic	2/4	1	1	0					p										
59	59	116	116	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	849									113		
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	850											
59	59	117	117	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	851											
59	59	469/4	469/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	852											
59	59	235/2	235/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	853											
59	59	471/4	471/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	854											
59	59	116	116	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	855									114		
59	59	465/4	465/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	856									114		
59	59	233/2	233/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	857									114		
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	858									114		
59	59	117	117	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	859									114		
59	59	469/4	469/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	860									114		
59	59	235/2	235/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	861									114		
59	59	471/4	471/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	862											
60	60	118	118	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	863									115		
60	60	473/4	473/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	864											
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	865									116		
60	60	119	119	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	866											
60	60	477/4	477/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	867											
60	60	239/2	239/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	868											
60	60	479/4	479/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	869											
60	60	118	118	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	870									117		
60	60	473/4	473/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	871									117		
60	60	237/2	237/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	872									117		
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	873									117		
60	60	119	119	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	874									117		
60	60	477/4	477/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	875									117		
60	60	239/2	239/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	876									117		
60	60	479/4	479/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	877											
61	61	120	120	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	878									118		
61	61	481/4	481/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	879											
61	61	483/4	483/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	880									119		
61	61	121	121	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	881									119		
61	61	485/4	485/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	882									119		
61	61	243/2	243/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	883									119		
61	61	487/4	487/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	884											
61	61	120	120	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	885									120		
61	61	481/4	481/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	886									120		
61	61	241/2	241/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	887									120		
61	61	483/4	483/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	888									120		
61	61	121	121	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	889									120		
61	61	485/4	485/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	890									120		
61	61	243/2	243/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	891									120		
61	61	487/4	487/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	892											
62	62	122	122	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	893									121		
62	62	489/4	489/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	894									121		
62	62	245/2	245/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					sf								121		
62	62	245/2	245/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	895									121		
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	896											
62	62	123	123	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	897									122		
62	62	493/4	493/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	898											
62	62	247/2	247/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf										
62	62	247/2	247/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	899											
62	62	495/4	495/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	900											
62	62	122	122	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	901									123		
62	62	489/4	489/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	902									123		
62	62	245/2	245/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	903									123		
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	904									123		
62	62	123	123	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	905									123		
62	62	493/4	493/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	906									123		
62	62	247/2	247/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	907									123		
62	62	495/4	495/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	908											
63	63	124	124	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	909									124		
63	63	497/4	497/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	910									124		
63	63	249/2	249/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					sf								124		
63	63	249/2	249/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	911									124		
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	912											
63	63	125	125	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	913									125		
63	63	501/4	501/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	914											
63	63	251/2	251/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf										
63	63	251/2	251/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	915											
63	63	503/4	503/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	916											
63	63	124	124	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	917									126		
63	63	497/4	497/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	918									126		
63	63	249/2	249/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	919									126		
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	920									126		
63	63	125	125	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	921									126		
63	63	501/4	501/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	922									126		
63	63	251/2	251/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	923									126		
63	63	503/4	503/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	924											
64	64	126	126	0.0	0	0	Dynamic	2/4	1	1	0					f										
64	64	126	126	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	925									127		
64	64	505/4	505/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	926									127		
64	64	1011/8	1011/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	927									127		
64	64	253/2	253/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	928									127		
64	64	1013/8	1013/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	929									127		
64	64	507/4	507/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	930									127		
64	64	1015/8	1015/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	931									127		
64	64	127	127	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	932									127		
64	64	1017/8	1017/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	933									127		
64	64	509/4	509/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	934									127		
64	64	1019/8	1019/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	935									127		
64	64	255/2	255/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	936									127		
64	64	1021/8	1021/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	937									127		
64	64	511/4	511/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	938									127		
64	64	1023/8	1023/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	939											
64	64	126	126	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	940											
65	65	128	128	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	941									128		
65	65	129	129	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	942		ornamentTrill							128		
65	65	519/4	519/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	943									128		
65	65	1039/8	1039/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	944											
65	65	128	128	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	945									129		
65	65	513/4	513/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	946									129		
65	65	257/2	257/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	947									129		
65	65	515/4	515/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	948									129		
65	65	129	129	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	949									129		
65	65	517/4	517/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	950									129		
65	65	259/2	259/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	951									129		
65	65	519/4	519/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	952											
66	66	130	130	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	953											
66	66	525/4	525/4	0.0	5/16	5/16	Dynamic	2/4	1	1	0					p										
66	66	525/4	525/4	0.0	5/16	5/16	Chord	2/4	1	1	0	grace32	1/32	1	954											
66	66	525/4	525/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	955									130		
66	66	1051/8	1051/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	956									130		
66	66	263/2	263/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	957											
66	66	527/4	527/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	958		articStaccatoBelow									
66	66	130	130	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	959									131		
66	66	521/4	521/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	960									131		
66	66	261/2	261/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	961									131		
66	66	523/4	523/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	962											
66	66	131	131	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	963											
67	67	132	132	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	964									132		
67	67	265/2	265/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	965											
67	67	533/4	533/4	0.0	5/16	5/16	Chord	2/4	1	1	0	grace32	1/32	1	966											
67	67	533/4	533/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	967									133		
67	67	1067/8	1067/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	968									133		
67	67	267/2	267/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	969											
67	67	535/4	535/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	970		articStaccatoAbove									
67	67	132	132	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	971									134		
67	67	529/4	529/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	972									134		
67	67	265/2	265/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	973									134		
67	67	531/4	531/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	974											
67	67	133	133	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	975											
68	68	134	134	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	976									135		
68	68	269/2	269/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	977											
68	68	541/4	541/4	0.0	5/16	5/16	Chord	2/4	1	1	0	grace32	1/32	1	978											
68	68	541/4	541/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	979									136		
68	68	1083/8	1083/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	980									136		
68	68	271/2	271/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	981											
68	68	543/4	543/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	982		articStaccatoAbove									
68	68	134	134	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	983									137		
68	68	537/4	537/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	984									137		
68	68	269/2	269/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	985									137		
68	68	539/4	539/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	986											
68	68	135	135	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	987		articStaccatoAbove									
69	69	136	136	0.0	0	0	Spanner	2/4	1	1	0														0	
69	69	136	136	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	988									138	0	
69	69	545/4	545/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	989									138	0	
69	69	547/4	547/4	0.5	3/16	3/16	Chord	2/4	1	1	1/8		1/8	1	990									138	0	
69	69	549/4	549/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	991									138	0	
69	69	551/4	551/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	992										0	
69	69	136	136	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	993									139		
69	69	273/2	273/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	994											
69	69	137	137	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	995											
69	69	275/2	275/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	996											
70	70	138	138	0.0	0	0	Spanner	2/4	1	1	0															
70	70	138	138	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	997									140		
70	70	553/4	553/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	998									140		
70	70	555/4	555/4	0.5	3/16	3/16	Chord	2/4	1	1	1/8		1/8	1	999									140		
70	70	557/4	557/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1000									140		
70	70	559/4	559/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1001											
70	70	138	138	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1002									141		
70	70	277/2	277/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1003											
70	70	139	139	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1004											
70	70	279/2	279/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1005											
71	71	140	140	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1006											
71	71	141	141	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1007											
71	71	565/4	565/4	0.0	5/16	5/16	Dynamic	2/4	1	1	0					p										
71	71	565/4	565/4	0.0	5/16	5/16	Chord	2/4	1	1	0	grace32	1/32	1	1008											
71	71	565/4	565/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1009									142		
71	71	1131/8	1131/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1010									142		
71	71	283/2	283/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1011									142		
71	71	567/4	567/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1012		articStaccatoAbove									
71	71	140	140	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1013									143		
71	71	561/4	561/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1014									143		
71	71	281/2	281/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1015									143		
71	71	563/4	563/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1016									143		
71	71	141	141	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1017									143		
71	71	565/4	565/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1018									143		
71	71	283/2	283/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1019									143		
71	71	567/4	567/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1020											
72	72	142	142	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1021									144		
72	72	143	143	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1022		ornamentTrill							144		
72	72	575/4	575/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1023									144		
72	72	1151/8	1151/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1024											
72	72	142	142	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1025									145		
72	72	569/4	569/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1026									145		
72	72	285/2	285/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1027									145		
72	72	571/4	571/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1028									145		
72	72	143	143	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1029									145		
72	72	573/4	573/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1030									145		
72	72	287/2	287/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1031									145		
72	72	575/4	575/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1032											
73	73	144	144	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1033									146		
73	73	577/4	577/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	1034									146		
73	73	579/4	579/4	0.0	3/16	3/16	Spanner	2/4	1	1	0													146	1	
73	73	579/4	579/4	0.5	3/16	3/16	Chord	2/4	1	1	1/8		1/8	1	1035									146	1	
73	73	581/4	581/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1036									146	1	
73	73	583/4	583/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1037										1	
73	73	144	144	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1038									147		
73	73	577/4	577/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1039									147		
73	73	289/2	289/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1040									147		
73	73	579/4	579/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1041									147		
73	73	145	145	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1042									147		
73	73	581/4	581/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1043									147		
73	73	291/2	291/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1044									147		
73	73	583/4	583/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1045											
74	74	146	146	0.0	0	0	Dynamic	2/4	1	1	0					f										
74	74	146	146	0.0	0	0	Spanner	2/4	1	1	0															
74	74	146	146	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1046									148		
74	74	147	147	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1047											
74	74	146	146	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1048									149		
74	74	585/4	585/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1049									149		
74	74	293/2	293/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1050									149		
74	74	587/4	587/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1051									149		
74	74	147	147	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1052									149		
74	74	589/4	589/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1053									149		
74	74	295/2	295/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1054									149		
74	74	591/4	591/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1055											
75	75	148	148	0.0	0	0	Dynamic	2/4	1	1	0					p										
