mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	281										
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	282										
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	283										
24	24	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	284										
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	285										
24	24	95	95	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	286										
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	287										
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	288										
25	25	195/2	195/2	0.0	3/8	3/8	Chord	4/4	1	1	0	grace16	1/16	1	289										
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	290										
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	291										
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	292		articStaccatissimoAbove								
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	293		articStaccatissimoAbove								
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	294		articStaccatissimoAbove								
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	295		articStaccatissimoAbove								
25	25	96	96	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	296										
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	297										
25	25	97	97	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	298										
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	299										
25	25	98	98	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	300										
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	301										
25	25	99	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	302										
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	303										
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	304		articStaccatissimoAbove								
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	305		articStaccatissimoAbove								
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	306		articStaccatissimoAbove								
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	307		articStaccatissimoAbove								
26	26	102	102	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	308										
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	309										
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	310										
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	311										
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	312										
26	26	102	102	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	313										
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	314										
26	26	103	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	315										
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	316										
27	27	104	104	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	317										
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	318										
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	319										
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	320										
27	27	105	105	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	321										
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	322										
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	323										
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	324										
27	27	106	106	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	325										
27	27	106	106	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	326										
27	27	106	106	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	327										
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	328										
27	27	104	104	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	329										
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	330										
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	331										
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	332										
27	27	106	106	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	333										
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	334										
27	27	107	107	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	335										
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	336										
28	28	108	108	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	337										
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	338										
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	339										
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	340										
28	28	109	109	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	341										
28	28	109	109	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	342										
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	343										
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	344										
28	28	110	110	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	345										
28	28	110	110	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	346										
28	28	110	110	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	347										
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	348										
28	28	108	108	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	349										
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	350										
28	28	109	109	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	351										
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	352										
28	28	110	110	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	353										
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	354										
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	355										
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	356										
29	29	112	112	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	357										
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	358										
29	29	225/2	225/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	359										
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	360										
29	29	113	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	361										
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	362										
29	29	114	114	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	363										
29	29	457/4	457/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	364										
29	29	229/2	229/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	365										
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	366										
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	367										
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	368										
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	369										
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	370										
30	30	116	116	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	371										
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	372										
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	373										
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	374										
30	30	117	117	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	375										
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	376										
30	30	118	118	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	377										
30	30	473/4	473/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	378										
30	30	237/2	237/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	379										
30	30	475/4	475/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	380										
30	30	119	119	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	381										
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	382										
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	383										
30	30	118	118	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	384										
31	31	120	120	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	385										
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	386										
31	31	121	121	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	387										
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	388										
31	31	122	122	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	389										
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	390										
31	31	123	123	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	391										
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	392										
31	31	120	120	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	393										
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	394										
31	31	121	121	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	395										
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	396										
31	31	122	122	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	397										
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	398										
31	31	123	123	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	399										
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	400										
32	32	124	124	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	401										
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	402										
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	403										
32	32	125	125	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	404										
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	405										
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	406										
32	32	124	124	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	407										
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	408										
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	409										
32	32	125	125	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	410										
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	411										
32	32	126	126	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	412										
33	33	128	128	0.0	0	0	Dynamic	4/4	2	1	0					p									
33	33	128	128	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	413									25	
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	414									25	
33	33	129	129	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	415									25	
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	416									25	
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	417									25	
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	418									25	
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	419									25	
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	420										
34	34	132	132	0.0	0	0	StaffText	4/4	2	1	0							cresc.							
34	34	132	132	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	421									26	
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	422									26	
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	423									26	
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	424									26	
34	34	134	134	0.0	1/2	1/2	Dynamic	4/4	2	1	0					f								26	
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	425									26	
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	426									26	
34	34	135	135	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	427									26	
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	428										
35	35	136	136	0.0	0	0	Dynamic	4/4	1	1	0					p									
35	35	136	136	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	429		articStaccatissimoAbove								
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	430		articStaccatissimoAbove								
35	35	137	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	431		articStaccatissimoAbove								
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	432		articStaccatissimoAbove								
35	35	138	138	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	433										
35	35	136	136	0.0	0	0	Dynamic	4/4	2	1	0					p									
35	35	136	136	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	434									27	
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	435									27	
35	35	137	137	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	436									27	
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	437										
35	35	138	138	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	438									28	
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	439									28	
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	440									28	
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	441										
36	36	140	140	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	442		articStaccatissimoAbove								
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	443		articStaccatissimoAbove								
36	36	141	141	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	444		articStaccatissimoAbove								
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	445		articStaccatissimoAbove								
36	36	142	142	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	446										
36	36	140	140	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	447									29	
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	448									29	
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	449									29	
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	450										
36	36	142	142	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	451									30	
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	452									30	
36	36	143	143	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	453									30	
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	454										
37	37	144	144	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	455									31	
37	37	577/4	577/4	0.5	1/16	1/16	Chord	4/4	1	1	1/8		1/8	1	456										
37	37	145	145	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	457									32	
37	37	581/4	581/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	458										
37	37	146	146	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	459									33	
37	37	585/4	585/4	0.5	9/16	9/16	Chord	4/4	1	1	1/8		1/8	1	460										
37	37	144	144	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	461									34	
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	462									34	
37	37	145	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	463									34	
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	464										
37	37	146	146	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	465									35	
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	466									35	
37	37	147	147	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	467									35	
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	468										
38	38	148	148	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	469									36	
38	38	593/4	593/4	0.5	1/16	1/16	Chord	4/4	1	1	1/8		1/8	1	470										
38	38	149	149	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	471									37	
38	38	597/4	597/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	472										
38	38	150	150	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	473									38	
38	38	601/4	601/4	0.5	9/16	9/16	Chord	4/4	1	1	1/8		1/8	1	474										
38	38	148	148	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	475									39	
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	476									39	
38	38	149	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	477									39	
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	478										
38	38	150	150	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	479									40	
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	480									40	
38	38	151	151	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	481									40	
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	482										
39	39	152	152	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	483		articStaccatissimoAbove								
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	484		articStaccatissimoAbove								
39	39	153	153	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	485		articStaccatissimoAbove								
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	486		articStaccatissimoAbove								
39	39	154	154	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	487										
39	39	152	152	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	488									41	
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	489									41	
39	39	153	153	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	490									41	
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	491										
39	39	154	154	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	492									42	
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	493									42	
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	494									42	
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	495										
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	496		articStaccatissimoAbove								
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	497		articStaccatissimoAbove								
40	40	157	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	498		articStaccatissimoAbove								
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	499		articStaccatissimoAbove								
40	40	158	158	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	500										
40	40	156	156	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	501									43	
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	502									43	
40	40	157	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	503									43	
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	504										
40	40	158	158	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	505									44	
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	506									44	
40	40	159	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	507									44	
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	508										
41	41	160	160	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	509									45	
41	41	641/4	641/4	0.75	1/16	1/16	Chord	4/4	1	1	3/16		1/8	3/2	510										
41	41	161	161	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	511									46	
41	41	645/4	645/4	0.75	5/16	5/16	Chord	4/4	1	1	3/16		1/8	3/2	512										
41	41	162	162	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	513									47	
41	41	649/4	649/4	0.75	9/16	9/16	Chord	4/4	1	1	3/16		1/8	3/2	514										
41	41	160	160	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	515									48	
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	516									48	
41	41	161	161	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	517									48	
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	518										
41	41	162	162	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	519									49	
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	520									49	
41	41	163	163	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	521									49	
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	522										
42	42	164	164	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	523									50	
42	42	657/4	657/4	0.75	1/16	1/16	Chord	4/4	1	1	3/16		1/8	3/2	524										
42	42	165	165	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	525									51	
42	42	661/4	661/4	0.75	5/16	5/16	Chord	4/4	1	1	3/16		1/8	3/2	526										
42	42	166	166	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	527									52	
42	42	665/4	665/4	0.75	9/16	9/16	Chord	4/4	1	1	3/16		1/8	3/2	528										
42	42	164	164	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	529									53	
42	42	329/2	329/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	530									53	
42	42	165	165	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	531									53	
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	532										
42	42	166	166	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	533										
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	534		articStaccatissimoAbove								
42	42	167	167	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	535		articStaccatissimoAbove								
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	536		articStaccatissimoAbove								
43	43	168	168	0.0	0	0	Dynamic	4/4	1	1	0					f									
43	43	168	168	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	537										
43	43	170	170	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	538		articStaccatissimoAbove								
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	539		articStaccatissimoAbove								
43	43	171	171	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	540		articStaccatissimoAbove								
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	541		articStaccatissimoAbove								
43	43	168	168	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	542		articStaccatissimoAbove								
43	43	673/4	673/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	543									54	
43	43	337/2	337/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	544									54	
43	43	675/4	675/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	545									54	
43	43	169	169	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	546									54	
43	43	677/4	677/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	547									54	
43	43	339/2	339/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	548									54	
43	43	679/4	679/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	549										
43	43	170	170	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	550										
44	44	172	172	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	551										
44	44	174	174	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	552		articStaccatissimoAbove								
44	44	349/2	349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	553		articStaccatissimoAbove								
44	44	175	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	554		articStaccatissimoAbove								
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	555		articStaccatissimoAbove								
44	44	172	172	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	556										
44	44	689/4	689/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	557										
44	44	345/2	345/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	558										
44	44	691/4	691/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	559										
44	44	173	173	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	560										
