mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1121										
69	69	273	273	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1122										
69	69	1093/4	1093/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1123										
69	69	547/2	547/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1124										
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1125										
69	69	274	274	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1126										
69	69	1097/4	1097/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1127										
69	69	549/2	549/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1128										
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1129										
69	69	275	275	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1130										
69	69	1101/4	1101/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1131										
69	69	551/2	551/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1132										
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1133										
69	69	272	272	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1134										
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1135										
69	69	274	274	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1136										
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1137										
70	70	276	276	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1138										
70	70	1105/4	1105/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1139										
70	70	553/2	553/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1140										
70	70	1107/4	1107/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1141										
70	70	277	277	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1142										
70	70	1109/4	1109/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1143										
70	70	555/2	555/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1144										
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1145										
70	70	278	278	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1146										
70	70	1113/4	1113/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1147										
70	70	557/2	557/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1148										
70	70	1115/4	1115/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1149										
70	70	279	279	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1150										
70	70	1117/4	1117/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1151										
70	70	559/2	559/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1152										
70	70	1119/4	1119/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1153										
70	70	276	276	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1154										
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1155										
70	70	278	278	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1156										
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1157										
71	71	280	280	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1158										
71	71	1121/4	1121/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1159										
71	71	561/2	561/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1160										
71	71	1123/4	1123/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1161										
71	71	281	281	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1162										
71	71	1125/4	1125/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1163										
71	71	563/2	563/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1164										
71	71	1127/4	1127/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1165										
71	71	282	282	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1166										
71	71	1129/4	1129/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1167										
71	71	565/2	565/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1168										
71	71	1131/4	1131/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1169										
71	71	283	283	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1170										
71	71	1133/4	1133/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1171										
71	71	567/2	567/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1172										
71	71	1135/4	1135/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1173										
71	71	280	280	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1174										
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1175										
71	71	282	282	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1176										
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1177										
71	71	283	283	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1178										
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1179										
72	72	284	284	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1180										
72	72	1137/4	1137/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1181										
72	72	569/2	569/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1182										
72	72	1139/4	1139/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1183										
72	72	285	285	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1184										
72	72	1141/4	1141/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1185										
72	72	571/2	571/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1186										
72	72	1143/4	1143/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1187										
72	72	286	286	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1188										
72	72	1145/4	1145/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1189										
72	72	573/2	573/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1190										
72	72	1147/4	1147/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1191										
72	72	287	287	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1192										
72	72	1149/4	1149/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1193										
72	72	575/2	575/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1194										
72	72	1151/4	1151/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1195										
72	72	284	284	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1196										
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1197										
72	72	285	285	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1198										
72	72	571/2	571/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1199										
72	72	286	286	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1200										
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1201										
72	72	287	287	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1202										
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1203										
73	73	288	288	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1204										
73	73	1153/4	1153/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1205										
73	73	577/2	577/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1206										
73	73	1155/4	1155/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1207										
73	73	289	289	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1208										
73	73	1157/4	1157/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1209										
73	73	579/2	579/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1210										
73	73	1159/4	1159/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1211										
73	73	290	290	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1212										
73	73	1161/4	1161/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1213										
73	73	581/2	581/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1214										
73	73	1163/4	1163/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1215										
73	73	291	291	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1216										
73	73	1165/4	1165/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1217										
73	73	583/2	583/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1218										
73	73	1167/4	1167/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1219										
73	73	288	288	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1220										
73	73	577/2	577/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1221										
73	73	289	289	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1222										
73	73	579/2	579/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1223										
73	73	290	290	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1224										
74	74	292	292	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1225										
74	74	1169/4	1169/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1226										
74	74	585/2	585/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1227										
74	74	1171/4	1171/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1228										
74	74	293	293	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1229										
74	74	1173/4	1173/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1230										
74	74	587/2	587/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1231										
74	74	1175/4	1175/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1232										
74	74	294	294	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1233										
74	74	1177/4	1177/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1234										
74	74	589/2	589/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1235										
74	74	1179/4	1179/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1236										
74	74	295	295	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1237										
74	74	1181/4	1181/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1238										
74	74	591/2	591/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1239										
74	74	1183/4	1183/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1240										
74	74	292	292	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1241										
74	74	585/2	585/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1242										
74	74	293	293	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1243										
74	74	587/2	587/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1244										
74	74	294	294	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1245										
74	74	589/2	589/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1246										
74	74	295	295	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1247										
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1248										
75	75	296	296	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1249										
75	75	1185/4	1185/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1250										
75	75	593/2	593/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1251										
75	75	1187/4	1187/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1252										
75	75	297	297	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1253										
75	75	298	298	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1254										
75	75	1193/4	1193/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1255										
75	75	597/2	597/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1256										
75	75	1195/4	1195/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1257										
75	75	299	299	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	1258										
75	75	299	299	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1259										
75	75	599/2	599/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1260										
75	75	1199/4	1199/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1261										
75	75	296	296	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1262										
75	75	593/2	593/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1263										
75	75	297	297	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1264										
75	75	595/2	595/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1265										
75	75	298	298	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1266										
75	75	597/2	597/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1267										
75	75	299	299	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1268										
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1269										
76	76	300	300	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1270										
76	76	1201/4	1201/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1271										
76	76	601/2	601/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1272										
76	76	1203/4	1203/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1273										
76	76	301	301	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1274										
76	76	302	302	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1275										
76	76	1209/4	1209/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1276										
76	76	605/2	605/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1277										
76	76	1211/4	1211/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1278										
76	76	303	303	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	1279										
76	76	303	303	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1280										
76	76	607/2	607/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1281										
76	76	1215/4	1215/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1282										
76	76	300	300	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1283										
76	76	601/2	601/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1284										
76	76	301	301	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1285										
76	76	603/2	603/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1286										
76	76	302	302	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1287										
76	76	605/2	605/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1288										
76	76	303	303	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1289										
76	76	607/2	607/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1290										
77	77	304	304	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1291										
77	77	1217/4	1217/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1292										
77	77	609/2	609/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1293										
77	77	1219/4	1219/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1294										
77	77	305	305	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1295										
77	77	1221/4	1221/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1296										
77	77	611/2	611/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1297										
77	77	1223/4	1223/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1298										
77	77	306	306	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1299										
77	77	1225/4	1225/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1300										
77	77	613/2	613/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1301										
77	77	1227/4	1227/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1302										
77	77	307	307	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1303										
77	77	1229/4	1229/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1304										
77	77	615/2	615/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1305										
77	77	1231/4	1231/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1306										
77	77	304	304	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1307										
77	77	305	305	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1308										
77	77	306	306	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1309										
77	77	307	307	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1310										
78	78	308	308	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1311										
78	78	617/2	617/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1312										
78	78	309	309	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1313										
78	78	619/2	619/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1314										
78	78	310	310	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1315										
78	78	311	311	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p									
78	78	311	311	0.0	3/4	3/4	Chord	4/4	1	1	0	grace32	1/32	1	1316										
78	78	311	311	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1317										
78	78	1245/4	1245/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1318										
78	78	623/2	623/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1319										
78	78	1247/4	1247/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1320										
78	78	617/2	617/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1321										
78	78	309	309	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1322										
78	78	619/2	619/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1323										
78	78	310	310	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1324										
79	79	312	312	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1325										112
79	79	625/2	625/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1326										
79	79	627/2	627/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1327										
79	79	314	314	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1328										113
79	79	629/2	629/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1329										113
79	79	315	315	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1330										113
79	79	631/2	631/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1331										
79	79	312	312	0.0	0	0	Dynamic	4/4	2	1	0					p									
79	79	312	312	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1332										114
79	79	625/2	625/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1333										114
79	79	313	313	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1334										114
79	79	627/2	627/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1335										
79	79	314	314	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1336										115
79	79	629/2	629/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1337										115
79	79	315	315	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1338										115
79	79	631/2	631/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1339										
80	80	316	316	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1340										116
80	80	633/2	633/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1341										
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1342										
80	80	318	318	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1343										117
80	80	637/2	637/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1344										117
80	80	319	319	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1345										117
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1346										
80	80	316	316	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1347										118
80	80	633/2	633/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1348										118
80	80	317	317	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1349										118
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1350										
80	80	318	318	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1351										119
80	80	637/2	637/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1352										119
80	80	319	319	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1353										119, 120
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1354										
81	81	320	320	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1355										121
81	81	641/2	641/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1356										
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1357										
81	81	322	322	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1358										122
81	81	645/2	645/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1359										
81	81	647/2	647/2	0.0	7/8	7/8	Chord	4/4	1	1	0	grace16	1/16	1	1360										
81	81	647/2	647/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1361										
81	81	320	320	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1362										123
81	81	641/2	641/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1363										123
81	81	321	321	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1364										123
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1365										
81	81	322	322	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1366										124
81	81	645/2	645/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1367										124
81	81	323	323	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1368										124
81	81	647/2	647/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1369										
82	82	324	324	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1370										125
82	82	651/2	651/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1371										125
82	82	1303/4	1303/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1372										125
82	82	326	326	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1373										
82	82	653/2	653/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1374		articStaccatoAbove								
82	82	327	327	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1375		articStaccatoAbove								
82	82	655/2	655/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1376		articStaccatoAbove								
82	82	324	324	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1377										126
82	82	649/2	649/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1378										126
82	82	325	325	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1379										126
82	82	651/2	651/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1380										
82	82	326	326	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1381										
83	83	328	328	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1382										127
83	83	657/2	657/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1383										
83	83	659/2	659/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1384		ornamentTrill								
83	83	330	330	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1385		articStaccatoAbove								
83	83	661/2	661/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1386		articStaccatoAbove								
83	83	331	331	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1387		articStaccatoAbove								
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1388		articStaccatoAbove								
83	83	328	328	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1389										128
83	83	657/2	657/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1390										128
83	83	329	329	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1391										128
83	83	659/2	659/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1392										
83	83	330	330	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1393										129
83	83	661/2	661/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1394										129
83	83	331	331	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1395										129
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1396										
84	84	332	332	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1397										130
84	84	665/2	665/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1398										
84	84	667/2	667/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1399		ornamentTrill								
84	84	334	334	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1400		articStaccatoAbove								
84	84	669/2	669/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1401		articStaccatoAbove								
