mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	Trill:trill
185	184	550	550	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1112											
185	184	1103/2	1103/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1113									125		
185	184	552	552	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1114									125		
185	184	1105/2	1105/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1115									125		
185	184	551	551	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1116											
186	185	553	553	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1117											
186	185	1109/2	1109/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1118									126		
186	185	555	555	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1119									126		
186	185	1111/2	1111/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1120									126		
186	185	554	554	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1121											
187	186	556	556	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1122											
187	186	1115/2	1115/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					f										
187	186	1115/2	1115/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1123											
187	186	558	558	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1124											
187	186	1117/2	1117/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1125											
187	186	557	557	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1126											
188	187	559	559	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1127									127		
188	187	1119/2	1119/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1128									127		
188	187	560	560	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1129									127		
188	187	1121/2	1121/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1130									127		
188	187	561	561	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1131									127		
188	187	1123/2	1123/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1132											
189	188	562	562	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1133									128		
189	188	1125/2	1125/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1134									128		
189	188	563	563	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1135									128		
189	188	1127/2	1127/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1136									128		
189	188	564	564	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1137									128		
189	188	1129/2	1129/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1138											
190	189	565	565	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1139		articStaccatoBelow									
190	189	1131/2	1131/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1140		articStaccatoBelow									
190	189	566	566	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1141		articStaccatoBelow									
190	189	1133/2	1133/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1142		articStaccatoBelow									
190	189	567	567	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1143		articStaccatoBelow									
190	189	1135/2	1135/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1144		articStaccatoBelow									
191	190	568	568	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1145		articStaccatoBelow									
191	190	1137/2	1137/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1146		articStaccatoBelow									
191	190	569	569	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1147		articStaccatoBelow									
191	190	1139/2	1139/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1148		articStaccatoBelow									
191	190	570	570	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1149		articStaccatoBelow									
191	190	1141/2	1141/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1150		articStaccatoBelow									
192	191	571	571	0.0	0	0	Dynamic	3/4	1	1	0					f										
192	191	571	571	0.0	0	0	Dynamic	3/4	1	1	0					f										
192	191	571	571	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1151											
192	191	572	572	0.0	1/4	1/4	Dynamic	3/4	2	1	0					f										
192	191	572	572	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1152											
192	191	573	573	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1153											
193	192	574	574	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1154											
193	192	574	574	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1155											
193	192	575	575	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1156											
193	192	576	576	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1157											
194	193	577	577	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1158									129		
194	193	578	578	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1159											
194	193	579	579	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1160											
194	193	577	577	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1161											
194	193	579	579	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1162											
195	194	580	580	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1163											
195	194	581	581	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1164											
195	194	582	582	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p										
195	194	582	582	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1165											
195	194	580	580	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1166											
195	194	582	582	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1167											
196	195	583	583	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1168											
196	195	584	584	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1169											
196	195	585	585	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1170											
196	195	583	583	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1171											
196	195	585	585	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1172											
197	196	586	586	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1173									130		
197	196	588	588	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1174									130		
197	196	1177/2	1177/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1175											
197	196	586	586	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1176											
197	196	588	588	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1177											
197	196	586	586	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1178											
197	196	588	588	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1179											
197	196	586	586	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1180											
198	197	589	589	0.0	0	0	Dynamic	3/4	1	1	0					f										
198	197	589	589	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1181											
198	197	1181/2	1181/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p										
198	197	1181/2	1181/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1182		articStaccatoAbove									
198	197	591	591	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1183		articStaccatoAbove									
198	197	1183/2	1183/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1184		articStaccatoAbove									
198	197	589	589	0.0	0	0	Dynamic	3/4	2	1	0					fp										
198	197	589	589	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1185											
198	197	1179/2	1179/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1186											
198	197	590	590	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1187											
198	197	1181/2	1181/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1188											
198	197	591	591	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1189											
198	197	1183/2	1183/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1190											
199	198	592	592	0.0	0	0	Dynamic	3/4	1	1	0					f										
199	198	592	592	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1191									131		
199	198	1185/2	1185/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1192											
199	198	1187/2	1187/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p										
199	198	1187/2	1187/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1193		articStaccatoAbove									
199	198	594	594	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1194		articStaccatoAbove									
199	198	1189/2	1189/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1195		articStaccatoAbove									
199	198	592	592	0.0	0	0	Dynamic	3/4	2	1	0					fp										
199	198	592	592	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1196											
199	198	1185/2	1185/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1197											
199	198	593	593	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1198											
199	198	1187/2	1187/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1199											
199	198	594	594	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1200											
199	198	1189/2	1189/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1201											
200	199	595	595	0.0	0	0	Dynamic	3/4	1	1	0					f										
200	199	595	595	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1202									132		
200	199	1191/2	1191/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1203											
200	199	1193/2	1193/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p										
200	199	1193/2	1193/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1204		articStaccatoAbove									
200	199	597	597	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1205		articStaccatoAbove									
200	199	1195/2	1195/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1206		articStaccatoAbove									
200	199	595	595	0.0	0	0	Dynamic	3/4	2	1	0					fp										
200	199	595	595	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1207											
200	199	1191/2	1191/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1208											
200	199	596	596	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1209											
200	199	1193/2	1193/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1210											
200	199	597	597	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1211											
200	199	1195/2	1195/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1212											
201	200	598	598	0.0	0	0	Dynamic	3/4	1	1	0					f										
201	200	598	598	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1213									133		
201	200	1197/2	1197/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1214											
201	200	1199/2	1199/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p										
201	200	1199/2	1199/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1215		articStaccatoAbove									
201	200	600	600	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1216		articStaccatoAbove									
201	200	1201/2	1201/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1217		articStaccatoAbove									
201	200	598	598	0.0	0	0	Dynamic	3/4	2	1	0					fp										
201	200	598	598	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1218											
201	200	1197/2	1197/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1219											
201	200	599	599	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1220											
201	200	1199/2	1199/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1221											
201	200	600	600	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1222											
201	200	1201/2	1201/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1223											
202	201	601	601	0.0	0	0	Dynamic	3/4	1	1	0					p										
202	201	601	601	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1224									134		
202	201	1203/2	1203/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1225									134		
202	201	602	602	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1226											
202	201	1205/2	1205/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1227		articStaccatoAbove									
202	201	603	603	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1228		articStaccatoAbove									
202	201	1207/2	1207/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1229		articStaccatoAbove									
202	201	601	601	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1230											
203	202	1209/2	1209/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1231									135		
203	202	605	605	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1232											
203	202	1211/2	1211/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1233		articStaccatoAbove									
203	202	606	606	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1234		articStaccatoAbove									
203	202	1213/2	1213/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1235		articStaccatoAbove									
203	202	604	604	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1236											
204	203	1215/2	1215/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1237									136		
204	203	608	608	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1238											
204	203	1217/2	1217/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1239		articStaccatoAbove									
204	203	609	609	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1240		articStaccatoAbove									
204	203	1219/2	1219/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1241		articStaccatoAbove									
204	203	607	607	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1242											
205	204	1221/2	1221/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1243									137		
205	204	611	611	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1244											
205	204	1223/2	1223/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1245		articStaccatoBelow									
205	204	612	612	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1246		articStaccatoBelow									
205	204	1225/2	1225/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1247		articStaccatoBelow									
205	204	610	610	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1248											
206	205	613	613	0.0	0	0	Dynamic	3/4	1	1	0					f										
206	205	613	613	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1249											
206	205	1229/2	1229/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p										
206	205	1229/2	1229/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1250		articStaccatoBelow									
206	205	615	615	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1251		articStaccatoBelow									
206	205	1231/2	1231/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1252		articStaccatoBelow									
206	205	613	613	0.0	0	0	Dynamic	3/4	2	1	0					fp										
206	205	613	613	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1253											
206	205	1227/2	1227/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1254											
206	205	614	614	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1255											
206	205	1229/2	1229/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1256											
206	205	615	615	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1257											
206	205	1231/2	1231/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1258											
207	206	616	616	0.0	0	0	Dynamic	3/4	1	1	0					f										
207	206	616	616	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1259											
207	206	1233/2	1233/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1260											
207	206	1235/2	1235/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1261		articStaccatoBelow									
207	206	618	618	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1262		articStaccatoBelow									
207	206	1237/2	1237/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1263		articStaccatoBelow									
207	206	616	616	0.0	0	0	Dynamic	3/4	2	1	0					fp										
207	206	616	616	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1264											
207	206	1233/2	1233/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1265											
207	206	617	617	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1266											
207	206	1235/2	1235/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1267											
207	206	618	618	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1268											
207	206	1237/2	1237/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1269											
208	207	619	619	0.0	0	0	Dynamic	3/4	1	1	0					f										
208	207	619	619	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1270									138		
208	207	1239/2	1239/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1271											
208	207	1241/2	1241/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p										
208	207	1241/2	1241/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1272		articStaccatoBelow									
208	207	621	621	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1273		articStaccatoBelow									
208	207	1243/2	1243/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1274		articStaccatoBelow									
208	207	619	619	0.0	0	0	Dynamic	3/4	2	1	0					fp										
208	207	619	619	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1275											
208	207	1239/2	1239/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1276											
208	207	620	620	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1277											
208	207	1241/2	1241/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1278											
208	207	621	621	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1279											
208	207	1243/2	1243/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1280											
209	208	622	622	0.0	0	0	Dynamic	3/4	1	1	0					f										
209	208	622	622	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1281									139		
209	208	1245/2	1245/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1282											
209	208	1247/2	1247/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p										
209	208	1247/2	1247/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1283		articStaccatoBelow									
209	208	624	624	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1284		articStaccatoBelow									
209	208	1249/2	1249/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1285		articStaccatoBelow									
209	208	622	622	0.0	0	0	Dynamic	3/4	2	1	0					fp										
209	208	622	622	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1286											
209	208	1245/2	1245/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1287											
209	208	623	623	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1288											
209	208	1247/2	1247/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1289											
209	208	624	624	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1290											
209	208	1249/2	1249/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1291											
210	209	625	625	0.0	0	0	Dynamic	3/4	1	1	0					f										
210	209	625	625	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1292									140		
210	209	1251/2	1251/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1293											
210	209	1253/2	1253/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p										
210	209	1253/2	1253/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1294		articStaccatoBelow									
210	209	627	627	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1295		articStaccatoBelow									
210	209	1255/2	1255/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1296		articStaccatoBelow									
210	209	625	625	0.0	0	0	Dynamic	3/4	2	1	0					fp										
210	209	625	625	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1297											
210	209	1251/2	1251/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1298											
210	209	626	626	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1299											
210	209	1253/2	1253/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1300											
210	209	627	627	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1301											
210	209	1255/2	1255/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1302											
211	210	628	628	0.0	0	0	Dynamic	3/4	1	1	0					f										
211	210	628	628	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1303									141		
211	210	1257/2	1257/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1304											
211	210	1259/2	1259/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p										
211	210	1259/2	1259/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1305		articStaccatoBelow									
211	210	630	630	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1306		articStaccatoBelow									
211	210	1261/2	1261/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1307		articStaccatoBelow									
211	210	628	628	0.0	0	0	Dynamic	3/4	2	1	0					fp										
211	210	628	628	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1308											
211	210	1257/2	1257/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1309											
211	210	629	629	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1310											
211	210	1259/2	1259/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1311											
211	210	630	630	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1312											
211	210	1261/2	1261/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1313											
212	211	631	631	0.0	0	0	Dynamic	3/4	1	1	0					f										
212	211	631	631	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1314									142		
212	211	632	632	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1315									142		
212	211	633	633	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1316											
212	211	631	631	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1317											
213	212	634	634	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1318									143		
213	212	635	635	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1319											
213	212	636	636	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1320											
213	212	634	634	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1321											
214	213	637	637	0.0	0	0	Dynamic	3/4	1	1	0					p										
214	213	637	637	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1322									144		
214	213	638	638	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1323									144		
214	213	639	639	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1324											
214	213	637	637	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1325											
215	214	640	640	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1326									145		
215	214	641	641	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1327									145		
215	214	642	642	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1328											
215	214	640	640	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1329											
216	215	643	643	0.0	0	0	Spanner	3/4	1	1	0														3	
216	215	643	643	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1330									146	3	
216	215	644	644	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1331									146	3	
216	215	645	645	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1332										3	
216	215	643	643	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1333											
217	216	646	646	0.0	0	0	Spanner	3/4	1	1	0															
217	216	646	646	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1334									147		
217	216	647	647	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1335									147		
217	216	648	648	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1336											
217	216	646	646	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1337											
218	217	649	649	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1338											
218	217	1299/2	1299/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1339									148		
218	217	650	650	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1340									148		
218	217	1301/2	1301/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1341									148		
218	217	651	651	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1342									148		
218	217	1303/2	1303/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1343									148		
218	217	649	649	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1344											
219	218	652	652	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1345											
219	218	1305/2	1305/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1346									149		
219	218	653	653	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1347									149		
219	218	1307/2	1307/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1348									149		
219	218	654	654	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1349									149		
219	218	1309/2	1309/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1350											
220	219	1311/2	1311/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1351									150		
220	219	656	656	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1352									150		
220	219	1313/2	1313/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1353									150		
220	219	657	657	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1354									150		
220	219	1315/2	1315/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1355									150		
220	219	655	655	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1356											
221	220	658	658	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1357									150		
