mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	slur	Trill:trill	crescendo_line
201	198	3223/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	2384		articStaccatoAbove							
201	198	806	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	2385							303		
201	198	3225/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	2386									
201	198	1613/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	2387		articStaccatoAbove							
201	198	3227/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	2388		articStaccatoAbove							
201	198	807	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	2389							304		
201	198	3229/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	2390									
201	198	1615/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	2391		articStaccatoAbove							
201	198	3231/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	2392		articStaccatoAbove							
201	198	808	0.5	1	1	Chord	2/2	1	1	1/8			1/8	1	2393							305		
201	198	1617/2	0.5	9/8	9/8	Chord	2/2	1	1	1/8			1/8	1	2394									
201	198	809	0.5	5/4	5/4	Chord	2/2	1	1	1/8			1/8	1	2395		articStaccatoAbove							
201	198	1619/2	0.5	11/8	11/8	Chord	2/2	1	1	1/8			1/8	1	2396		articStaccatoAbove							
201	198	810	0.5	3/2	3/2	Chord	2/2	1	1	1/8			1/8	1	2397							306		
201	198	1621/2	0.5	13/8	13/8	Chord	2/2	1	1	1/8			1/8	1	2398									
201	198	811	0.5	7/4	7/4	Chord	2/2	1	1	1/8			1/8	1	2399		articStaccatoAbove							
201	198	1623/2	0.5	15/8	15/8	Chord	2/2	1	1	1/8			1/8	1	2400		articStaccatoAbove							
201	198	812	0.5	2	2	Chord	2/2	1	1	1/8			1/8	1	2401							307		
201	198	1625/2	0.5	17/8	17/8	Chord	2/2	1	1	1/8			1/8	1	2402									
201	198	813	0.5	9/4	9/4	Chord	2/2	1	1	1/8			1/8	1	2403		articStaccatoAbove							
201	198	1627/2	0.5	19/8	19/8	Chord	2/2	1	1	1/8			1/8	1	2404		articStaccatoAbove							
201	198	814	1.0	5/2	5/2	Chord	2/2	1	1	1/4			1/4	1	2405							308		
201	198	815	1.0	11/4	11/4	Chord	2/2	1	1	1/4			1/4	1	2406									
201	198	816	1.0	3	3	Chord	2/2	1	1	1/4			1/4	1	2407		articStaccatoAbove							
201	198	817	1.0	13/4	13/4	Chord	2/2	1	1	1/4			1/4	1	2408		articStaccatoAbove							
201	198	818	0.5	7/2	7/2	Chord	2/2	1	1	1/8			1/8	1	2409		articStaccatoAbove							
201	198	1637/2	0.5	29/8	29/8	Chord	2/2	1	1	1/8			1/8	1	2410		articStaccatoAbove							
201	198	819	0.5	15/4	15/4	Chord	2/2	1	1	1/8			1/8	1	2411		articStaccatoAbove							
201	198	1639/2	0.5	31/8	31/8	Chord	2/2	1	1	1/8			1/8	1	2412		articStaccatoAbove							
201	198	820	0.5	4	4	Chord	2/2	1	1	1/8			1/8	1	2413									
201	198	1641/2	0.5	33/8	33/8	Chord	2/2	1	1	1/8			1/8	1	2414									
201	198	804	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2415									
202	199	821	0.0	0	0	Dynamic	2/2	1	1	0						p								
202	199	821	0.0	0	0	SystemText	2/2	1	1	0									<i>in</i> tempo					
202	199	821	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	2416							309		
202	199	1645/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2417									
202	199	823	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2418									
202	199	824	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2419									
202	199	822	0.0	1/4	1/4	Dynamic	2/2	2	1	0						p								
202	199	822	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2420									
202	199	823	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2421									
202	199	824	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2422									
203	200	825	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2423							310		
203	200	826	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2424									
203	200	827	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2425									
203	200	1657/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2426									
203	200	825	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2427							311		
203	200	826	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2428									
203	200	827	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2429									
203	200	828	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2430									
204	201	829	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2431							312		
204	201	1659/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2432									
204	201	830	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2433							313		
204	201	1661/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2434									
204	201	831	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2435							314		
204	201	1663/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2436									
204	201	832	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2437							315		
204	201	1665/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2438									
204	201	829	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2439									
204	201	830	2.0	1/4	1/4	Chord	2/2	2	1	1/2			1/2	1	2440									
204	201	832	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2441									
204	201	830	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	2442									
204	201	831	1.0	1/2	1/2	Chord	2/2	2	2	1/4			1/4	1	2443									
204	201	832	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	2444									
205	202	833	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	2445							316		
205	202	1669/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	2446							316		
205	202	3339/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	2447									
205	202	835	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2448							317		
205	202	1671/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2449							317		
205	202	836	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2450							317		
205	202	1673/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2451									
205	202	833	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	2452							318		
205	202	835	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2453									
206	203	837	0.0	0	0	Dynamic	2/2	1	1	0						f								
206	203	837	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	2454							319		
206	203	1677/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24			1/16	2/3	2455							319		
206	203	2516/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24			1/16	2/3	2456							319		
206	203	5033/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24			1/16	2/3	2457							319		
206	203	839	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2458									
206	203	1679/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2459									
206	203	840	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2460									
206	203	1681/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2461									
206	203	837	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2462									
206	203	1675/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2463									
206	203	838	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2464									
206	203	1677/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2465									
206	203	839	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2466									
206	203	1679/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2467									
206	203	840	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2468									
206	203	1681/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2469									
207	204	841	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2470							320		
207	204	842	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	2471									
207	204	842	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	2472									
207	204	842	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	2473									
207	204	842	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	2474									
207	204	842	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2475									
207	204	843	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2476									
207	204	1689/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2477									
207	204	841	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2478									
207	204	1683/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2479									
207	204	842	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2480									
207	204	1685/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2481									
207	204	843	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2482									
207	204	1687/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2483									
207	204	844	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2484									
207	204	1689/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2485									
208	205	845	0.3333333333333333	0	0	Chord	2/2	1	1	1/12			1/8	2/3	2486									
208	205	2536/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	2487									
208	205	2537/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	2488									
208	205	846	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	2489									
208	205	2539/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	2490									
208	205	2540/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	2491									
208	205	847	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	2492									
208	205	2542/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	2493									
208	205	2543/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	2494									
208	205	848	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	2495									
208	205	2545/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	2496									
208	205	2546/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	2497									
208	205	845	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2498									
208	205	846	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2499									
208	205	847	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2500									
208	205	848	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2501									
209	206	849	0.3333333333333333	0	0	Chord	2/2	1	1	1/12			1/8	2/3	2502									
209	206	2548/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	2503									
209	206	2549/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	2504									
209	206	850	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	2505									
209	206	2551/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	2506									
209	206	2552/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	2507									
209	206	851	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	2508									
209	206	2554/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	2509									
209	206	2555/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	2510									
209	206	852	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	2511									
209	206	2557/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	2512									
209	206	2558/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	2513									
209	206	849	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2514									
209	206	852	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2515									
210	207	853	0.3333333333333333	0	0	Chord	2/2	1	1	1/12			1/8	2/3	2516									
210	207	2560/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	2517									
210	207	2561/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	2518									
210	207	854	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	2519									
210	207	2563/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	2520									
210	207	2564/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	2521									
210	207	855	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	2522									
210	207	2566/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	2523									
210	207	2567/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	2524									
210	207	856	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	2525									
210	207	2569/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	2526									
210	207	2570/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	2527									
210	207	853	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2528									
210	207	856	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2529									
211	208	857	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	2530							321		
211	208	3429/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	2531							321		
211	208	1715/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	2532							321		
211	208	3431/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	2533							321		
211	208	858	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	2534							321		
211	208	3433/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	2535							321		
211	208	1717/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	2536							321		
211	208	3435/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	2537									
211	208	859	0.0	1/2	1/2	Spanner	2/2	1	1	0													2	
211	208	859	0.0	1/2	1/2	Chord	2/2	1	1	0	grace32after		1/32	1	2538								2	
211	208	859	0.0	1/2	1/2	Chord	2/2	1	1	0	grace32after		1/32	1	2539								2	
211	208	859	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2540								2	
211	208	857	3.0	0	0	Chord	2/2	2	1	3/4			1/2	3/2	2541									
211	208	860	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2542									
211	208	857	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	2543									
211	208	858	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	2544									
211	208	859	1.0	1/2	1/2	Chord	2/2	2	2	1/4			1/4	1	2545									
211	208	860	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	2546									
212	209	861	0.0	0	0	Spanner	2/2	1	1	0														
212	209	861	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2547									
212	209	1723/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	2548							322		
212	209	3447/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	2549							322		
212	209	862	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	2550							322		
212	209	3449/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	2551							322		
212	209	1725/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	2552							322		
212	209	3451/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	2553									
212	209	863	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	2554									
212	209	3453/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	2555									
212	209	1727/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	2556									
212	209	3455/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	2557									
212	209	864	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	2558									
212	209	3457/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	2559									
212	209	1729/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	2560									
212	209	3459/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	2561									
212	209	861	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2562									
212	209	864	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2563									
212	209	861	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	2564									
212	209	864	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	2565									
213	210	865	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2566									
213	210	1731/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	2567							323		
213	210	3463/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	2568							323		
213	210	866	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	2569							323		
213	210	3465/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	2570							323		
213	210	1733/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	2571							323		
213	210	3467/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	2572									
213	210	867	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	2573									
213	210	3469/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	2574									
213	210	1735/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	2575									
213	210	3471/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	2576									
213	210	868	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	2577									
213	210	3473/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	2578									
213	210	1737/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	2579									
213	210	3475/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	2580									
213	210	865	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2581									
213	210	868	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2582									
214	211	869	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2583									
214	211	1739/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	2584									
214	211	3479/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	2585									
214	211	870	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	2586									
214	211	3481/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	2587									
214	211	1741/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	2588									
214	211	3483/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	2589									
214	211	871	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	2590									
214	211	3485/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	2591									
214	211	1743/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	2592									
214	211	3487/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	2593									
214	211	872	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	2594									
214	211	3489/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	2595									
214	211	1745/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	2596									
214	211	3491/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	2597									
214	211	869	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2598									
214	211	1739/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2599									
214	211	870	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2600									
214	211	1741/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2601									
214	211	871	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2602									
214	211	1743/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2603									
214	211	872	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2604									
214	211	1745/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2605									
215	212	873	0.0	0	0	Spanner	2/2	1	1	0													3	
215	212	873	0.0	0	0	Chord	2/2	1	1	0	grace32after		1/32	1	2606								3	
215	212	873	0.0	0	0	Chord	2/2	1	1	0	grace32after		1/32	1	2607								3	
215	212	873	4.0	0	0	Chord	2/2	1	1	1			1	1	2608								3	
215	212	873	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2609									
215	212	1747/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2610									
215	212	874	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2611									
215	212	1749/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2612									
215	212	875	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2613									
215	212	1751/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2614									
215	212	876	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2615									
215	212	1753/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2616									
216	213	877	0.0	0	0	Spanner	2/2	1	1	0														
216	213	877	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2617									
216	213	1761/2	0.0	7/8	7/8	Dynamic	2/2	1	1	0						p								
216	213	1761/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2618									
216	213	877	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2619							324		
216	213	1755/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2620							324		
216	213	878	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2621							324		
216	213	1757/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2622							324		
216	213	879	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2623							324		
216	213	1759/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2624							324		
216	213	880	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2625							324		
216	213	1761/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2626									
217	214	881	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	2627							325		
217	214	1765/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2628									
217	214	883	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2629									
217	214	884	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2630									
217	214	881	0.0	0	0	Dynamic	2/2	2	1	0						p								
217	214	881	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2631							326		
217	214	1763/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2632							326		
217	214	882	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2633							326		
217	214	1765/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2634							326		
217	214	883	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2635							326		
217	214	1767/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2636							326		
217	214	884	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2637							326		
217	214	1769/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2638									
218	215	885	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2639									
218	215	886	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2640									
218	215	887	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2641									
218	215	1777/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2642									
218	215	885	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2643							327		
218	215	1771/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2644							327		
218	215	886	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2645							327		
218	215	1773/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2646							327		
218	215	887	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2647							327		
218	215	1775/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2648							327		
218	215	888	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2649							327		
218	215	1777/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2650									
219	216	889	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2651							328		
219	216	1779/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2652							328		
219	216	890	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2653							328		
219	216	1781/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2654							328		
219	216	891	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2655							328		
219	216	1783/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2656							328		
219	216	892	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2657							328		
219	216	1785/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2658									
219	216	889	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2659							329		
219	216	1779/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2660							329		
219	216	890	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2661							329		
219	216	1781/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2662							329		
219	216	891	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2663							329		
219	216	1783/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2664							329		
219	216	892	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2665							329		
219	216	1785/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2666									
220	217	893	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2667		articStaccatoAbove							
220	217	1787/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2668		articStaccatoAbove							
220	217	894	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2669		articStaccatoAbove							
220	217	1789/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2670		articStaccatoAbove							
