mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
47	47	92	92	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	282								
47	47	187/2	187/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	283								
47	47	92	92	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	284								
47	47	185/2	185/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	285								
47	47	93	93	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	286								
47	47	187/2	187/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	287								
48	48	94	94	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	288								
48	48	191/2	191/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	289								
48	48	94	94	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	290								
48	48	189/2	189/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	291								
48	48	95	95	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	292								
48	48	191/2	191/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	293								
49	49	96	96	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	294								
49	49	193/2	193/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	295								
49	49	97	97	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	296								
49	49	195/2	195/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	297								
49	49	96	96	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	298								
49	49	97	97	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	299								
50	50	98	98	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	300								
50	50	197/2	197/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	301								
50	50	99	99	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	302								
50	50	199/2	199/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	303								
50	50	98	98	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	304								
50	50	197/2	197/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	305								
50	50	99	99	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	306								
50	50	199/2	199/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	307								
51	51	100	100	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	308								
51	51	101	101	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	309								
51	51	100	100	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	310								
51	51	201/2	201/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	311								
51	51	101	101	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	312								
51	51	203/2	203/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	313								
52	52	102	102	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	314								
52	52	205/2	205/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	315								
52	52	103	103	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	316								
52	52	207/2	207/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	317								
52	52	205/2	205/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	318								
52	52	103	103	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	319								
52	52	207/2	207/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	320								
53	53	104	104	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	321								
53	53	209/2	209/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	322								
53	53	105	105	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	323								
53	53	211/2	211/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	324								
53	53	104	104	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	325								
53	53	105	105	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	326								
54	54	106	106	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	327								
54	54	213/2	213/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	328								
54	54	107	107	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	329								
54	54	215/2	215/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	330								
54	54	106	106	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	331								
54	54	213/2	213/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	332								
54	54	107	107	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	333								
54	54	215/2	215/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	334								
55	55	108	108	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	335								
55	55	109	109	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	336								
55	55	108	108	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	337								
55	55	217/2	217/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	338								
55	55	109	109	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	339								
55	55	219/2	219/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	340								
56	56	110	110	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	341								49
56	56	221/2	221/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	342								
56	56	111	111	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	343								
56	56	223/2	223/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	344								
56	56	221/2	221/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	345								50
56	56	111	111	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	346								50
56	56	223/2	223/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	347								50
57	57	112	112	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	348								49
57	57	225/2	225/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	349								49
57	57	113	113	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	350								49
57	57	227/2	227/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	351								
57	57	112	112	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	352								
57	57	112	112	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	353								50
57	57	225/2	225/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	354								50
57	57	113	113	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	355								50
57	57	227/2	227/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	356								
58	58	114	114	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	357								51
58	58	229/2	229/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	358								
58	58	115	115	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	359								
58	58	231/2	231/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	360								
58	58	229/2	229/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	361								52
58	58	115	115	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	362								52
58	58	231/2	231/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	363								52
59	59	116	116	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	364								51
59	59	233/2	233/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	365								51
59	59	117	117	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	366								51
59	59	235/2	235/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	367								
59	59	116	116	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	368								
59	59	116	116	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	369								52
59	59	233/2	233/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	370								52
59	59	117	117	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	371								52
59	59	235/2	235/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	372								
60	60	118	118	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	373								
60	60	239/2	239/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	374								
60	60	118	118	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	375								
60	60	118	118	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	376								
60	60	237/2	237/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	377								
60	60	119	119	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	378								
60	60	239/2	239/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	379								
61	61	120	120	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	380								
61	61	243/2	243/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	381								
61	61	120	120	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	382								
61	61	120	120	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	383								
61	61	241/2	241/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	384								
61	61	121	121	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	385								
61	61	243/2	243/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	386								
62	62	122	122	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	387								
62	62	247/2	247/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	388								
62	62	122	122	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	389								
62	62	247/2	247/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	390								
62	62	122	122	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	391								
62	62	245/2	245/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	392								
62	62	123	123	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	393								
62	62	247/2	247/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	394								
63	63	124	124	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	395								
63	63	124	124	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	396								
63	63	125	125	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	397								
63	63	251/2	251/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	398								
63	63	124	124	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	399								
63	63	124	124	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	400								
64	64	253/2	253/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0					p							
64	64	253/2	253/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	401								53
64	64	127	127	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	402								53
64	64	255/2	255/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	403								
64	64	253/2	253/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	404								
64	64	126	126	0.0		0	0	Dynamic	2/4	2	1	0					p							
64	64	126	126	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	405								54
64	64	255/2	255/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	406								
65	65	257/2	257/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	407								55
65	65	129	129	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	408								55
65	65	259/2	259/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	409								
65	65	257/2	257/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	410								
65	65	128	128	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	411								56
65	65	259/2	259/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	412								
66	66	261/2	261/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	413								57
66	66	131	131	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	414								57
66	66	263/2	263/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	415								
66	66	261/2	261/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	416								
66	66	130	130	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	417								58
66	66	263/2	263/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	418								
67	67	265/2	265/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	419								59
67	67	133	133	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	420								59
67	67	267/2	267/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	421								
67	67	265/2	265/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	422								
67	67	132	132	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	423								60
67	67	133	133	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	424								
68	68	269/2	269/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	425								61
68	68	135	135	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	426								61
68	68	271/2	271/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	427								
68	68	269/2	269/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	428								
68	68	134	134	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	429								62
68	68	271/2	271/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	430								
69	69	273/2	273/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	431								63
69	69	137	137	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	432								63
69	69	275/2	275/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	433								
69	69	273/2	273/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	434								
69	69	136	136	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	435								64
69	69	275/2	275/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	436								
70	70	277/2	277/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	437								65
70	70	139	139	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	438								65
70	70	279/2	279/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	439								
70	70	277/2	277/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	440								
70	70	138	138	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	441								66
70	70	279/2	279/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	442								
71	71	281/2	281/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	443								67
71	71	141	141	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	444								67
71	71	283/2	283/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	445								
71	71	281/2	281/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	446								
71	71	140	140	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	447								68
71	71	141	141	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	448								
72	72	142	142	0.0		0	0	Dynamic	2/4	1	1	0					f							
72	72	142	142	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	449								
72	72	285/2	285/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	450								
72	72	143	143	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	451								
72	72	287/2	287/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	452								
72	72	142	142	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	453								
72	72	287/2	287/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	454								
73	73	144	144	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	455								
73	73	289/2	289/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	456								
73	73	145	145	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	457								
73	73	291/2	291/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	458								
73	73	144	144	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	459								
73	73	291/2	291/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	460								
74	74	146	146	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	461								
74	74	293/2	293/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	462								
74	74	147	147	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	463								
74	74	295/2	295/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	464								
74	74	146	146	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	465								
74	74	295/2	295/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	466								
75	75	148	148	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	467								
75	75	297/2	297/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	468								
75	75	149	149	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	469								
75	75	299/2	299/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	470								
75	75	148	148	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	471								
75	75	299/2	299/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	472								
76	76	150	150	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	473								
76	76	301/2	301/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	474								
76	76	151	151	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	475								
76	76	303/2	303/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	476								
76	76	150	150	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	477								
76	76	151	151	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	478								
77	77	152	152	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	479								
77	77	305/2	305/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	480								
77	77	153	153	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	481								
77	77	307/2	307/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	482								
77	77	152	152	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	483								
77	77	153	153	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	484								
78	78	154	154	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	485								
78	78	309/2	309/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	486								
78	78	155	155	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	487								
78	78	311/2	311/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	488								
78	78	154	154	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	489								
78	78	155	155	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	490								
79	79	156	156	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	491								
79	79	313/2	313/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	492								
79	79	157	157	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	493								
79	79	315/2	315/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	494								
79	79	156	156	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	495								
80	80	158	158	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	496								
80	80	317/2	317/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	497								
80	80	159	159	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	498								
80	80	319/2	319/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	499								
80	80	158	158	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	500								
80	80	319/2	319/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	501								
81	81	160	160	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	502								
81	81	321/2	321/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	503								
81	81	161	161	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	504								
81	81	323/2	323/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	505								
81	81	160	160	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	506								
81	81	323/2	323/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	507								
82	82	162	162	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	508								
82	82	325/2	325/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	509								
82	82	163	163	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	510								
82	82	327/2	327/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	511								
82	82	162	162	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	512								
82	82	327/2	327/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	513								
83	83	164	164	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	514								
83	83	329/2	329/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	515								
83	83	165	165	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	516								
83	83	331/2	331/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	517								
83	83	164	164	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	518								
83	83	331/2	331/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	519								
84	84	166	166	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	520								
84	84	333/2	333/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	521								
84	84	167	167	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	522								
84	84	335/2	335/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	523								
84	84	166	166	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	524								
84	84	167	167	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	525								
85	85	168	168	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	526								
85	85	337/2	337/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	527								
85	85	169	169	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	528								
85	85	339/2	339/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	529								
85	85	168	168	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	530								
85	85	169	169	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	531								
86	86	170	170	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	532								
86	86	341/2	341/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	533								
86	86	171	171	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	534								
86	86	343/2	343/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	535								
86	86	170	170	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	536								
86	86	171	171	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	537								
87	87	172	172	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	538								
87	87	172	172	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	539								
87	87	347/2	347/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	540								
87	87	345/2	345/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	541								69
87	87	173	173	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	542								69
87	87	347/2	347/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	543								69
88	88	174	174	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	544								
88	88	174	174	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	545								
88	88	349/2	349/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	546								
88	88	175	175	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	547								
88	88	351/2	351/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	548								
88	88	174	174	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	549								69
88	88	349/2	349/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	550								69
88	88	175	175	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	551								69
88	88	351/2	351/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	552								
89	89	176	176	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	553								
89	89	176	176	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	554								
89	89	355/2	355/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	555								
89	89	353/2	353/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	556								70
89	89	177	177	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	557								70
89	89	355/2	355/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	558								70
90	90	178	178	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	559								
90	90	178	178	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	560								
90	90	357/2	357/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	561								
90	90	179	179	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	562								
90	90	359/2	359/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	563								
90	90	178	178	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	564								70
90	90	357/2	357/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	565								70
90	90	179	179	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	566								70
90	90	359/2	359/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	567								
91	91	180	180	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	568								
91	91	180	180	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	569								
91	91	363/2	363/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	570								
91	91	361/2	361/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	571								71
91	91	181	181	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	572								71
91	91	363/2	363/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	573								71
92	92	182	182	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	574								
92	92	182	182	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	575								
92	92	365/2	365/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	576								
92	92	183	183	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	577								
92	92	367/2	367/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	578								
92	92	182	182	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	579								71
