mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
69	68	819/4	819/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	759										
69	68	205	205	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	760										
69	68	821/4	821/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	761										
70	69	206	206	0.0	1/8	1/8	Dynamic	6/8	1	1	0					p									
70	69	206	206	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	762									53	
70	69	413/2	413/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	763										
70	69	415/2	415/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	764									54	
70	69	208	208	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	765										
70	69	411/2	411/2	0.0	0	0	Dynamic	6/8	2	1	0					p									
70	69	411/2	411/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	766										
70	69	207	207	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	767										
71	70	209	209	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	768									55	
71	70	419/2	419/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	769										
71	70	421/2	421/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	770									56	
71	70	211	211	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	771										
71	70	417/2	417/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	772										
71	70	210	210	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	773										
72	71	212	212	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	774									57	
72	71	425/2	425/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	775										
72	71	427/2	427/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	776									58	
72	71	214	214	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	777										
72	71	423/2	423/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	778										
72	71	213	213	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	779										
73	72	215	215	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	780		articStaccatoAbove								
73	72	431/2	431/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	781		articStaccatoAbove								
73	72	433/2	433/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	782		articStaccatoAbove								
73	72	217	217	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	783		articStaccatoAbove								
73	72	429/2	429/2	0.0	0	0	Dynamic	6/8	2	1	0					f									
73	72	429/2	429/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	784										
73	72	215	215	0.0	1/8	1/8	Dynamic	6/8	2	1	0					f									
73	72	216	216	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	785										
74	73	218	218	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	786		articStaccatoBelow								
74	73	437/2	437/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	787		articStaccatoBelow								
74	73	439/2	439/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	788		articStaccatoBelow								
74	73	220	220	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	789		articStaccatoBelow								
74	73	435/2	435/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	790										
74	73	219	219	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	791										
75	74	221	221	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	792		articStaccatoBelow								
75	74	443/2	443/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	793		articStaccatoBelow								
75	74	445/2	445/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	794		articStaccatoBelow								
75	74	223	223	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	795		articStaccatoBelow								
75	74	441/2	441/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	796										
75	74	222	222	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	797										
76	75	447/2	447/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	798										
76	75	225	225	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	799										
76	75	447/2	447/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	800										
76	75	895/4	895/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	801										
76	75	224	224	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	802										
76	75	897/4	897/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	803										
76	75	449/2	449/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	804										
76	75	899/4	899/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	805										
76	75	225	225	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	806										
76	75	901/4	901/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	807										
76	75	451/2	451/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	808										
76	75	903/4	903/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	809										
76	75	226	226	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	810										
76	75	905/4	905/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	811										
77	76	453/2	453/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	812									59	
77	76	455/2	455/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	813										
77	76	228	228	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	814										
77	76	228	228	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	815										
77	76	229	229	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	816		ornamentTrill								
77	76	453/2	453/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	817										
77	76	907/4	907/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	818										
77	76	227	227	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	819										
77	76	909/4	909/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	820										
77	76	455/2	455/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	821										
77	76	911/4	911/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	822										
77	76	228	228	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	823										
77	76	913/4	913/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	824										
77	76	457/2	457/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	825										
77	76	915/4	915/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	826										
77	76	229	229	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	827										
77	76	917/4	917/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	828										
78	77	459/2	459/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	829										
78	77	231	231	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	830										
78	77	463/2	463/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	831										
78	77	232	232	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	832										
78	77	459/2	459/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	833										
78	77	919/4	919/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	834										
78	77	230	230	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	835										
78	77	921/4	921/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	836										
78	77	461/2	461/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	837										
78	77	923/4	923/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	838										
78	77	231	231	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	839										
78	77	925/4	925/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	840										
78	77	463/2	463/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	841										
78	77	927/4	927/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	842										
78	77	232	232	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	843										
78	77	929/4	929/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	844										
79	78	465/2	465/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	845									60	
79	78	467/2	467/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	846										
79	78	234	234	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	847										
79	78	234	234	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	848										
79	78	235	235	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	849		ornamentTrill								
79	78	465/2	465/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	850										
79	78	931/4	931/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	851										
79	78	233	233	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	852										
79	78	933/4	933/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	853										
79	78	467/2	467/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	854										
79	78	935/4	935/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	855										
79	78	234	234	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	856										
79	78	937/4	937/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	857										
79	78	469/2	469/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	858										
79	78	939/4	939/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	859										
79	78	235	235	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	860										
79	78	941/4	941/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	861										
80	79	471/2	471/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	862		articStaccatoAbove								
80	79	236	236	0.0	1/8	1/8	Dynamic	6/8	1	1	0					p									
80	79	236	236	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	863									61	
80	79	473/2	473/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	864									61	
80	79	237	237	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	865									61	
80	79	475/2	475/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	866									61	
80	79	238	238	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	867									61	
80	79	471/2	471/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	868										
80	79	238	238	0.0	5/8	5/8	Dynamic	6/8	2	1	0					p									
80	79	238	238	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	869									62	
81	80	477/2	477/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	870										
81	80	239	239	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	871									63	
81	80	479/2	479/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	872									63	
81	80	240	240	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	873									63	
81	80	481/2	481/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	874									63	
81	80	241	241	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	875									63	
81	80	477/2	477/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	876										
81	80	241	241	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	877									64	
82	81	483/2	483/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	878										
82	81	244	244	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	879									65	
82	81	483/2	483/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	880										
82	81	242	242	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	881									66	
82	81	485/2	485/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	882									66	
82	81	243	243	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	883									66	
82	81	487/2	487/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	884									66	
82	81	244	244	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	885									66	
83	82	489/2	489/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	886										
83	82	247	247	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	887										
83	82	489/2	489/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	888										
83	82	245	245	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	889									67	
83	82	491/2	491/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	890									67	
83	82	246	246	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	891									67	
83	82	493/2	493/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	892									67	
83	82	247	247	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	893									67	
84	83	248	248	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	894									68	
84	83	497/2	497/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	895										
84	83	499/2	499/2	0.0	1/2	1/2	Spanner	6/8	1	1	0														0
84	83	499/2	499/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	896									69	0
84	83	250	250	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	897										0
84	83	495/2	495/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	898										
84	83	249	249	0.0	3/8	3/8	Spanner	6/8	2	1	0														1
84	83	249	249	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	899										1
85	84	501/2	501/2	0.0	0	0	Spanner	6/8	1	1	0														
85	84	251	251	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	900									70	
85	84	503/2	503/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	901										
85	84	505/2	505/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	902									71	
85	84	253	253	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	903										
85	84	501/2	501/2	0.0	0	0	Spanner	6/8	2	1	0														
85	84	501/2	501/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	904										
85	84	252	252	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	905										
86	85	254	254	0.0	1/8	1/8	Dynamic	6/8	1	1	0					f									
86	85	254	254	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	906									72	
86	85	509/2	509/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	907										
86	85	507/2	507/2	0.0	0	0	Dynamic	6/8	2	1	0					f									
86	85	507/2	507/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	908										
87	86	258	258	0.0	3/8	3/8	Dynamic	6/8	1	1	0					p									
87	86	258	258	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	909										
87	86	258	258	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	910										
87	86	259	259	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	911										
88	87	519/2	519/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	912										
88	87	519/2	519/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	913										
88	87	260	260	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	914		articStaccatoAbove								
88	87	521/2	521/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	915		articStaccatoAbove								
88	87	261	261	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	916										
88	87	261	261	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	917										
88	87	523/2	523/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	918		articStaccatoAbove								
88	87	262	262	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	919		articStaccatoAbove								
88	87	519/2	519/2	0.0	0	0	Dynamic	6/8	2	1	0					p									
88	87	519/2	519/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	920										
88	87	261	261	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	921										
89	88	525/2	525/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	922									73	
89	88	527/2	527/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	923										
89	88	264	264	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	924										
89	88	264	264	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	925										
89	88	265	265	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	926										
89	88	525/2	525/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	927										
90	89	531/2	531/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	928										
90	89	531/2	531/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	929										
90	89	266	266	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	930		articStaccatoAbove								
90	89	533/2	533/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	931		articStaccatoAbove								
90	89	267	267	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	932		articStaccatoAbove								
90	89	535/2	535/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	933		articStaccatoAbove								
90	89	268	268	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	934		articStaccatoAbove								
90	89	531/2	531/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	935										
90	89	267	267	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	936										
91	90	537/2	537/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	937									74	
91	90	539/2	539/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	938										
91	90	270	270	0.0	3/8	3/8	Dynamic	6/8	1	1	0					f									
91	90	270	270	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	939										
91	90	270	270	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	940									75	
91	90	271	271	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	941										
91	90	537/2	537/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	942										
91	90	270	270	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	943		articStaccatoAbove								
91	90	541/2	541/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	944		articStaccatoAbove								
91	90	271	271	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	945		articStaccatoAbove								
92	91	543/2	543/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	946										
92	91	543/2	543/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	947										
92	91	272	272	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	948										
92	91	1089/4	1089/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	949										
92	91	545/2	545/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	950										
92	91	1091/4	1091/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	951										
92	91	273	273	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	952										
92	91	273	273	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	953									76	
92	91	274	274	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	954										
92	91	543/2	543/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	955										
92	91	273	273	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	956										
92	91	547/2	547/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	957										
92	91	274	274	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	958										
93	92	549/2	549/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	959										
93	92	549/2	549/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	960										
93	92	275	275	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	961										
93	92	1101/4	1101/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	962										
93	92	551/2	551/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	963										
93	92	1103/4	1103/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	964										
93	92	276	276	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	965										
93	92	276	276	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	966									77	
93	92	277	277	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	967										
93	92	549/2	549/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	968										
93	92	276	276	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	969										
93	92	553/2	553/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	970										
93	92	277	277	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	971										
94	93	555/2	555/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	972										
94	93	1111/4	1111/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	973										
94	93	278	278	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	974										
94	93	1113/4	1113/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	975										
94	93	557/2	557/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	976										
94	93	1115/4	1115/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	977										
94	93	279	279	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	978										
94	93	1117/4	1117/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	979										
94	93	559/2	559/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	980										
94	93	1119/4	1119/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	981										
94	93	280	280	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	982										
94	93	1121/4	1121/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	983										
94	93	555/2	555/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	984										
94	93	279	279	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	985										
95	94	561/2	561/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	986										
95	94	282	282	0.0	3/8	3/8	Dynamic	6/8	1	1	0					p									
95	94	282	282	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	987										
95	94	282	282	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	988										
95	94	283	283	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	989										
95	94	561/2	561/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	990										
96	95	567/2	567/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	991										
96	95	567/2	567/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	992										
96	95	284	284	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	993		articStaccatoAbove								
96	95	569/2	569/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	994		articStaccatoAbove								
96	95	285	285	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	995										
96	95	285	285	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	996										
96	95	571/2	571/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	997		articStaccatoAbove								
96	95	286	286	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	998		articStaccatoAbove								
96	95	567/2	567/2	0.0	0	0	Dynamic	6/8	2	1	0					p									
96	95	567/2	567/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	999										
96	95	285	285	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1000										
97	96	573/2	573/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1001									78	
97	96	575/2	575/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1002										
97	96	288	288	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1003										
97	96	288	288	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1004										
97	96	289	289	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1005										
97	96	573/2	573/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1006										
97	96	573/2	573/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1007										
98	97	579/2	579/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	1008										
98	97	579/2	579/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1009										
98	97	290	290	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1010		articStaccatoAbove								
98	97	581/2	581/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1011		articStaccatoAbove								
98	97	291	291	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1012		articStaccatoAbove								
98	97	583/2	583/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1013		articStaccatoAbove								
98	97	292	292	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1014		articStaccatoAbove								
98	97	579/2	579/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1015										
98	97	291	291	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1016										
99	98	585/2	585/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1017									79	
99	98	587/2	587/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1018										
99	98	294	294	0.0	3/8	3/8	Dynamic	6/8	1	1	0					f									
99	98	294	294	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1019										
99	98	294	294	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1020										
99	98	295	295	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1021										
99	98	585/2	585/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1022										
99	98	294	294	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1023										
99	98	589/2	589/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1024										
99	98	295	295	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1025										
100	99	591/2	591/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	1026										
100	99	591/2	591/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1027										
100	99	296	296	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1028										
100	99	1185/4	1185/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1029										
