mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
100	99	593/2	593/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1030										
100	99	1187/4	1187/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1031										
100	99	297	297	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1032										
100	99	297	297	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1033										
100	99	298	298	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1034										
100	99	591/2	591/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1035										
100	99	297	297	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1036										
100	99	595/2	595/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1037										
100	99	298	298	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1038										
101	100	597/2	597/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	1039										
101	100	597/2	597/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1040										
101	100	299	299	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1041										
101	100	1197/4	1197/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1042										
101	100	599/2	599/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1043										
101	100	1199/4	1199/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1044										
101	100	300	300	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1045										
101	100	300	300	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1046										
101	100	601/2	601/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1047										
101	100	1203/4	1203/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1048										
101	100	301	301	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1049										
101	100	1205/4	1205/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1050										
101	100	597/2	597/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1051										
101	100	300	300	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1052										
102	101	603/2	603/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	1053										
102	101	603/2	603/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1054										
102	101	302	302	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1055										
102	101	1209/4	1209/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1056										
102	101	605/2	605/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1057										
102	101	1211/4	1211/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1058										
102	101	303	303	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1059										
102	101	303	303	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1060										
102	101	607/2	607/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1061										
102	101	1215/4	1215/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1062										
102	101	304	304	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1063										
102	101	1217/4	1217/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1064										
102	101	603/2	603/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1065										
102	101	303	303	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1066										
103	102	609/2	609/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1067										
103	102	611/2	611/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1068									80	
103	102	1223/4	1223/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1069									80	
103	102	306	306	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1070										
103	102	307	307	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1071									81	
103	102	1229/4	1229/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1072									81	
103	102	609/2	609/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1073										
103	102	611/2	611/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1074									82	
103	102	1223/4	1223/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1075									82	
103	102	306	306	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1076										
103	102	307	307	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1077									83	
103	102	1229/4	1229/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1078									83	
104	103	615/2	615/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1079										
104	103	617/2	617/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1080									84	
104	103	1235/4	1235/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1081									84	
104	103	309	309	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1082										
104	103	310	310	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1083									85	
104	103	1241/4	1241/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1084									85	
104	103	615/2	615/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1085										
104	103	617/2	617/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1086									86	
104	103	1235/4	1235/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1087									86	
104	103	309	309	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1088										
104	103	310	310	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1089									87	
104	103	1241/4	1241/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1090									87	
105	104	621/2	621/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1091										
105	104	621/2	621/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1092										
106	105	627/2	627/2	0.0	0	0	Dynamic	6/8	1	1	0					p									
106	105	627/2	627/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1093										
106	105	629/2	629/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1094									88	
106	105	1259/4	1259/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1095										
106	105	315	315	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1096									89	
106	105	316	316	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1097										
106	105	627/2	627/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1098										
106	105	315	315	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1099										
106	105	627/2	627/2	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1100										
107	106	633/2	633/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1101		articStaccatoAbove								
107	106	317	317	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1102		articStaccatoAbove								
107	106	635/2	635/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1103		articStaccatoAbove								
107	106	318	318	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1104		articStaccatoAbove								
107	106	637/2	637/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1105		articStaccatoAbove								
107	106	319	319	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1106		articStaccatoAbove								
107	106	633/2	633/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1107										
107	106	633/2	633/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	1108										
108	107	639/2	639/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1109										
108	107	641/2	641/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1110									90	
108	107	1283/4	1283/4	0.0	5/16	5/16	Chord	6/8	1	1	0	grace32	1/32	1	1111										
108	107	1283/4	1283/4	0.0	5/16	5/16	Chord	6/8	1	1	0	grace32	1/32	1	1112										
108	107	1283/4	1283/4	0.0	5/16	5/16	Chord	6/8	1	1	0	grace32	1/32	1	1113										
108	107	1283/4	1283/4	0.0	5/16	5/16	Chord	6/8	1	1	0	grace32	1/32	1	1114										
108	107	1283/4	1283/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1115										
108	107	321	321	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1116									91	
108	107	322	322	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1117										
108	107	639/2	639/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1118										
108	107	321	321	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1119										
108	107	639/2	639/2	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1120										
109	108	645/2	645/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1121		articStaccatoAbove								
109	108	323	323	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1122		articStaccatoAbove								
109	108	647/2	647/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1123		articStaccatoAbove								
109	108	324	324	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1124		articStaccatoAbove								
109	108	649/2	649/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1125		articStaccatoAbove								
109	108	325	325	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1126		articStaccatoAbove								
109	108	645/2	645/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1127										
109	108	645/2	645/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	1128										
110	109	651/2	651/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1129										
110	109	653/2	653/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1130									92	
110	109	1307/4	1307/4	0.0	5/16	5/16	Chord	6/8	1	1	0	grace32	1/32	1	1131										
110	109	1307/4	1307/4	0.0	5/16	5/16	Chord	6/8	1	1	0	grace32	1/32	1	1132										
110	109	1307/4	1307/4	0.0	5/16	5/16	Chord	6/8	1	1	0	grace32	1/32	1	1133										
110	109	1307/4	1307/4	0.0	5/16	5/16	Chord	6/8	1	1	0	grace32	1/32	1	1134										
110	109	1307/4	1307/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1135										
110	109	327	327	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1136									93	
110	109	328	328	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1137										
110	109	651/2	651/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1138										
110	109	327	327	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1139										
110	109	651/2	651/2	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1140										
111	110	657/2	657/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1141										
111	110	330	330	0.0	3/8	3/8	Dynamic	6/8	1	1	0					p									
111	110	330	330	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1142										
111	110	657/2	657/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1143										
111	110	330	330	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1144										
111	110	657/2	657/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	1145										
112	111	663/2	663/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1146										
112	111	333	333	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1147										
112	111	663/2	663/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1148										
112	111	333	333	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1149										
113	112	669/2	669/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1150										
113	112	336	336	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1151										
113	112	669/2	669/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1152										
113	112	336	336	0.0	3/8	3/8	Dynamic	6/8	2	1	0					f									
113	112	336	336	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1153										
114	113	675/2	675/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1154										
114	113	339	339	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1155										
114	113	675/2	675/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1156										
114	113	339	339	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1157										
115	114	681/2	681/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1158										
115	114	342	342	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1159										
115	114	681/2	681/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1160										
115	114	342	342	0.0	3/8	3/8	Dynamic	6/8	2	1	0					p									
115	114	342	342	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1161										
116	115	687/2	687/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1162										
116	115	345	345	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1163										
116	115	687/2	687/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1164										
116	115	345	345	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1165										
117	116	693/2	693/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1166										
117	116	348	348	0.0	3/8	3/8	Dynamic	6/8	1	1	0					f									
117	116	348	348	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1167										
117	116	693/2	693/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1168										
117	116	348	348	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1169										
118	117	699/2	699/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1170										
118	117	351	351	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1171										
118	117	699/2	699/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1172										
118	117	351	351	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1173										
119	118	705/2	705/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1174										
119	118	705/2	705/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1175										
119	118	353	353	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1176										
119	118	707/2	707/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1177										
119	118	354	354	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1178										
119	118	709/2	709/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1179										
119	118	355	355	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1180										
120	119	356	356	0.0	1/8	1/8	Dynamic	6/8	1	1	0					p									
120	119	356	356	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1181										
120	119	713/2	713/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1182										
120	119	357	357	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1183		ornamentTrill								
120	119	715/2	715/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1184										
120	119	358	358	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1185										
120	119	711/2	711/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1186										
120	119	357	357	0.0	3/8	3/8	Dynamic	6/8	2	1	0					p									
120	119	357	357	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1187										
120	119	1429/4	1429/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1188										
120	119	715/2	715/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1189										
120	119	1431/4	1431/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1190										
120	119	358	358	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1191										
120	119	1433/4	1433/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1192										
121	120	717/2	717/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1193		ornamentTrill								
121	120	359	359	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1194										
121	120	719/2	719/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1195										
121	120	360	360	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1196										
121	120	361	361	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1197										
121	120	1445/4	1445/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1198										
121	120	717/2	717/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1199										
121	120	1435/4	1435/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1200										
121	120	359	359	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1201										
121	120	1437/4	1437/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1202										
121	120	719/2	719/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1203										
121	120	1439/4	1439/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1204										
121	120	360	360	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1205										
121	120	1441/4	1441/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1206										
121	120	721/2	721/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1207										
121	120	1443/4	1443/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1208										
121	120	361	361	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1209										
121	120	1445/4	1445/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1210										
122	121	723/2	723/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1211										
122	121	362	362	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1212										
122	121	725/2	725/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1213										
122	121	363	363	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1214		ornamentTrill								
122	121	727/2	727/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1215										
122	121	364	364	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1216										
122	121	723/2	723/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1217										
122	121	1447/4	1447/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1218										
122	121	362	362	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1219										
122	121	1449/4	1449/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1220										
122	121	725/2	725/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1221										
122	121	1451/4	1451/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1222										
122	121	363	363	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1223										
122	121	1453/4	1453/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1224										
122	121	727/2	727/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1225										
122	121	1455/4	1455/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1226										
122	121	364	364	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1227										
122	121	1457/4	1457/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1228										
123	122	729/2	729/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1229		ornamentTrill								
123	122	365	365	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1230										
123	122	731/2	731/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1231										
123	122	366	366	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1232										
123	122	367	367	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1233										
123	122	1469/4	1469/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1234										
123	122	729/2	729/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1235										
123	122	1459/4	1459/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1236										
123	122	365	365	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1237										
123	122	1461/4	1461/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1238										
123	122	731/2	731/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1239										
123	122	1463/4	1463/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1240										
123	122	366	366	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1241										
123	122	1465/4	1465/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1242										
123	122	733/2	733/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1243										
123	122	1467/4	1467/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1244										
123	122	367	367	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1245										
123	122	1469/4	1469/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1246										
124	123	735/2	735/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1247										
124	123	368	368	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1248										
124	123	737/2	737/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1249										
124	123	369	369	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1250		ornamentTrill								
124	123	370	370	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1251										
124	123	735/2	735/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1252										
124	123	1471/4	1471/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1253										
124	123	368	368	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1254										
124	123	1473/4	1473/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1255										
124	123	737/2	737/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1256										
124	123	1475/4	1475/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1257										
124	123	369	369	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1258										
124	123	1477/4	1477/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1259										
124	123	739/2	739/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1260										
124	123	1479/4	1479/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1261										
124	123	370	370	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1262										
124	123	1481/4	1481/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1263										
125	124	741/2	741/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1264										
125	124	371	371	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1265										
125	124	743/2	743/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1266										
125	124	372	372	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1267		ornamentTrill								
125	124	373	373	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1268										
125	124	741/2	741/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1269										
125	124	1483/4	1483/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1270										
125	124	371	371	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1271										
125	124	1485/4	1485/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1272										
125	124	743/2	743/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1273										
125	124	1487/4	1487/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1274										
125	124	372	372	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1275										
125	124	1489/4	1489/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1276										
125	124	745/2	745/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1277										
125	124	1491/4	1491/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1278										
125	124	373	373	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1279										
125	124	1493/4	1493/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1280										
126	125	747/2	747/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1281									94	
126	125	374	374	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1282										
126	125	749/2	749/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1283		articStaccatoAbove								
126	125	375	375	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1284									95	
126	125	751/2	751/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1285										
126	125	376	376	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1286		articStaccatoAbove								
126	125	747/2	747/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1287										
126	125	1495/4	1495/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1288										
126	125	374	374	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1289										
126	125	1497/4	1497/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1290										
126	125	749/2	749/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1291										
126	125	1499/4	1499/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1292										
126	125	375	375	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1293										
126	125	1501/4	1501/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1294										
126	125	751/2	751/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1295										
126	125	1503/4	1503/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1296										
126	125	376	376	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1297										
126	125	1505/4	1505/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1298										
127	126	753/2	753/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1299										
127	126	1507/4	1507/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1300										
127	126	377	377	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1301										
127	126	1509/4	1509/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1302										
127	126	755/2	755/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1303										
127	126	1511/4	1511/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1304										
