mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_line
51	50	98	100	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	544											
51	50	99	101	0.0		1/4	1/4	Dynamic	2/4	1	1	0					f										
51	50	99	101	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	545											
51	50	199/2	203/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	546											
51	50	98	100	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	547											
51	50	99	101	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	548											
51	50	199/2	203/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	549											
52	51	100	102	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	550											
52	51	101	103	0.0		1/4	1/4	Dynamic	2/4	1	1	0					p										
52	51	101	103	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	551											
52	51	203/2	207/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	552											
52	51	100	102	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	553											
52	51	101	103	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	554											
52	51	203/2	207/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	555											
53	52	102	104	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	556											
53	52	207/2	211/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0					f										
53	52	207/2	211/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	557		ornamentTrill									
53	52	831/8	847/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	558											
53	52	102	104	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	559											
54	53	104	106	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	560											
54	53	209/2	213/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	561											
54	53	105	107	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	562											
54	53	421/4	429/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	563											
54	53	211/2	215/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	564		ornamentTrill									
54	53	847/8	863/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	565											
54	53	104	106	0.0		0	0	Dynamic	2/4	2	1	0					f										
54	53	104	106	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	566									108		
54	53	417/4	425/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	567									108		
54	53	209/2	213/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	568									108		
54	53	419/4	427/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	569											
54	53	105	107	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	570									109		
54	53	421/4	429/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	571									109		
54	53	211/2	215/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	572									109		
54	53	423/4	431/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	573											
55	54	106	108	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	574									110		
55	54	425/4	433/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	575											
55	54	213/2	217/2	0.75		1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	576											
55	54	429/4	437/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	577		articStaccatoAbove									
55	54	215/2	219/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	578		articStaccatoAbove									
55	54	431/4	439/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	579		articStaccatoAbove									
55	54	106	108	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	580									111		
55	54	425/4	433/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	581									111		
55	54	213/2	217/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	582									111		
55	54	427/4	435/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	583											
55	54	107	109	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	584									112		
55	54	429/4	437/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	585									112		
55	54	215/2	219/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	586									112		
55	54	431/4	439/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	587											
56	55	108	110	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	588									113		
56	55	433/4	441/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	589											
56	55	217/2	221/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	590											
56	55	109	111	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	591											
56	55	437/4	445/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	592											
56	55	875/8	891/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	593											
56	55	219/2	223/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	594											
56	55	219/2	223/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	595											
56	55	439/4	447/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	596											
56	55	879/8	895/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	597											
56	55	108	110	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	598									114		
56	55	433/4	441/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	599									114		
56	55	217/2	221/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	600									114		
56	55	435/4	443/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	601											
56	55	109	111	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	602									115		
56	55	437/4	445/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	603									115		
56	55	219/2	223/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	604									115		
56	55	439/4	447/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	605											
57	56	110	112	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	606									116		
57	56	441/4	449/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	607											
57	56	221/2	225/2	0.75		1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	608											
57	56	445/4	453/4	0.0		5/16	5/16	Chord	2/4	1	1	0	grace32	1/32	1	609											
57	56	445/4	453/4	0.0		5/16	5/16	Chord	2/4	1	1	0	grace32	1/32	1	610											
57	56	445/4	453/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	611		articStaccatoAbove									
57	56	223/2	227/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	612		articStaccatoAbove									
57	56	447/4	455/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	613		articStaccatoAbove									
57	56	110	112	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	614									117		
57	56	441/4	449/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	615									117		
57	56	221/2	225/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	616									117		
57	56	443/4	451/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	617											
57	56	111	113	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	618									118		
57	56	445/4	453/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	619									118		
57	56	223/2	227/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	620									118, 119		
57	56	447/4	455/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	621											
58	57	112	114	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	622									120		
58	57	449/4	457/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	623											
58	57	225/2	229/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	624		articStaccatoBelow									
58	57	451/4	459/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	625		articStaccatoBelow									
58	57	113	115	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	626											
58	57	227/2	231/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	627											
58	57	112	114	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	628									121		
58	57	449/4	457/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	629									121		
58	57	225/2	229/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	630									121		
58	57	451/4	459/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	631											
58	57	113	115	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	632									122		
58	57	453/4	461/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	633									122		
58	57	227/2	231/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	634									122		
58	57	455/4	463/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	635											
59	58	114	116	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	636											
59	58	114	116	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	637											
59	58	114	116	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	638											
59	58	114	116	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	639											
59	58	115	117	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	640									123		
59	58	461/4	469/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	641									123		
59	58	923/8	939/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	642									123		
59	58	231/2	235/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	643											
59	58	463/4	471/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	644		articStaccatoAbove									
59	58	114	116	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	645									124		
59	58	457/4	465/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	646									124		
59	58	229/2	233/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	647									124		
59	58	459/4	467/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	648											
59	58	115	117	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	649									125		
59	58	461/4	469/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	650									125		
59	58	231/2	235/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	651									125		
59	58	463/4	471/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	652											
60	59	116	118	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	653									126		
60	59	465/4	473/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	654									126		
60	59	233/2	237/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	655									126		
60	59	467/4	475/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	656											
60	59	117	119	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	657									127		
60	59	469/4	477/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	658									127		
60	59	235/2	239/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	659									127		
60	59	471/4	479/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	660											
60	59	116	118	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	661											
60	59	235/2	239/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	662											
61	60	118	120	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	663									128		
61	60	473/4	481/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	664									128		
61	60	237/2	241/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	665									128		
61	60	475/4	483/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	666									128		
61	60	119	121	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	667									128		
61	60	477/4	485/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	668									128		
61	60	239/2	243/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	669									128		
61	60	479/4	487/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	670											
61	60	118	120	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	671											
62	61	120	122	0.0		0	0	Dynamic	2/4	1	1	0					p										
62	61	120	122	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	672									129		
62	61	241/2	245/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	673									129		
62	61	241/2	245/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	674									129		
62	61	967/8	983/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	675											
62	61	121	123	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	676									130		
62	61	243/2	247/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	677											
62	61	120	122	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	678									131		
62	61	481/4	489/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	679									131		
62	61	241/2	245/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	680									131		
62	61	483/4	491/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	681											
62	61	121	123	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	682									132		
62	61	485/4	493/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	683									132		
62	61	243/2	247/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	684									132		
62	61	487/4	495/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	685											
63	62	122	124	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	686									133		
63	62	245/2	249/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	687											
63	62	123	125	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	688									134		
63	62	247/2	251/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	689											
63	62	122	124	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	690									135		
63	62	489/4	497/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	691									135		
63	62	245/2	249/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	692									135		
63	62	491/4	499/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	693											
63	62	123	125	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	694									136		
63	62	493/4	501/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	695									136		
63	62	247/2	251/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	696									136		
63	62	495/4	503/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	697											
64	63	124	126	0.0		0	0	Spanner	2/4	1	1	0														2	
64	63	124	126	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	698										2	
64	63	124	126	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	699									137		
64	63	249/2	253/2	0.0		1/8	1/8	Chord	2/4	2	1	0	grace32	1/32	1	700									137		
64	63	249/2	253/2	0.375		1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	701									137		
64	63	999/8	1015/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	702											
64	63	125	127	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	703									138		
64	63	251/2	255/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	704											
65	64	126	128	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	705										2	
65	64	126	128	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	706									139		
65	64	253/2	257/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	707											
65	64	127	129	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	708									140		
65	64	255/2	259/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	709											
66	65	128	130	0.0		0	0	Spanner	2/4	1	1	0															
66	65	128	130	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	710									141		
66	65	257/2	261/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	711									141		
66	65	129	131	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	712											
66	65	519/4	527/4	0.0		7/16	7/16	Dynamic	2/4	1	1	0					p										
66	65	519/4	527/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	713											
66	65	128	130	0.0		0	0	Dynamic	2/4	2	1	0					f										
66	65	128	130	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	714									142		
66	65	257/2	261/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	715									142		
66	65	129	131	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	716											
67	66	130	132	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	717									143		
67	66	261/2	265/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	718									143		
67	66	131	133	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	719											
67	66	527/4	535/4	0.0		7/16	7/16	Dynamic	2/4	1	1	0					f										
67	66	527/4	535/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	720											
67	66	130	132	0.0		0	0	Dynamic	2/4	2	1	0					p										
67	66	130	132	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	721									144		
67	66	261/2	265/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	722									144		
67	66	131	133	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	723											
68	67	132	134	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	724									145		
68	67	265/2	269/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	725											
68	67	133	135	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	726									146		
68	67	533/4	541/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	727											
68	67	267/2	271/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	728											
68	67	267/2	271/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	729											
68	67	535/4	543/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	730											
68	67	1071/8	1087/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	731											
68	67	132	134	0.0		0	0	Dynamic	2/4	2	1	0					f										
68	67	132	134	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	732									147		
68	67	265/2	269/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	733									147		
68	67	133	135	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	734											
69	68	134	136	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	735									148		
69	68	269/2	273/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	736											
69	68	135	137	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	737									149		
69	68	271/2	275/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	738											
69	68	134	136	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	739									150		
69	68	269/2	273/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	740											
69	68	135	137	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	741									151		
69	68	271/2	275/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	742											
69	68	134	136	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	743											
69	68	135	137	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	744											
70	69	136	138	0.0		0	0	Dynamic	2/4	1	1	0					p										
70	69	136	138	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	745									152		
70	69	273/2	277/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	746		ornamentTrill							152		
70	69	137	139	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	747											
70	69	551/4	559/4	0.0		7/16	7/16	Dynamic	2/4	1	1	0					f										
70	69	551/4	559/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	748											
70	69	136	138	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	749									153		
70	69	273/2	277/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	750									153		
70	69	137	139	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	751											
71	70	138	140	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	752									154		
71	70	277/2	281/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	753		ornamentTrill							154		
71	70	139	141	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	754											
71	70	559/4	567/4	0.0		7/16	7/16	Dynamic	2/4	1	1	0					p										
71	70	559/4	567/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	755											
71	70	138	140	0.0		0	0	Dynamic	2/4	2	1	0					f										
71	70	138	140	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	756									155		
71	70	277/2	281/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	757									155		
71	70	139	141	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	758											
72	71	140	142	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	759									156		
72	71	281/2	285/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	760		ornamentTrill									
72	71	141	143	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	761											
72	71	565/4	573/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	762											
72	71	283/2	287/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	763											
72	71	283/2	287/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	764											
72	71	567/4	575/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	765											
72	71	1135/8	1151/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	766											
72	71	140	142	0.0		0	0	Dynamic	2/4	2	1	0					p										
72	71	140	142	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	767									157		
72	71	281/2	285/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	768									157		
72	71	141	143	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	769											
73	72	142	144	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	770		articStaccatoAbove									
73	72	569/4	577/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	771		articStaccatoAbove									
73	72	285/2	289/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	772		articStaccatoAbove									
73	72	571/4	579/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	773		articStaccatoAbove									
73	72	143	145	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	774		articStaccatoAbove									
73	72	573/4	581/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	775		articStaccatoAbove									
73	72	287/2	291/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	776		articStaccatoAbove									
73	72	575/4	583/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	777		articStaccatoAbove									
73	72	142	144	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	778											
73	72	143	145	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	779											
74	73	144	146	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	780									158		
74	73	1153/8	1169/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	781									158		
74	73	577/4	585/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	782									158		
74	73	1155/8	1171/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	783											
74	73	289/2	293/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	784											
74	73	289/2	293/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	785											
74	73	579/4	587/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	786											
74	73	1159/8	1175/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	787											
74	73	145	147	0.0		1/4	1/4	Dynamic	2/4	1	1	0					f										
74	73	145	147	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	788		ornamentTrill									
74	73	144	146	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	789											
74	73	145	147	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	790											
75	74	146	148	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	791											
75	74	146	148	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	792											
75	74	146	148	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	793											
75	74	1169/8	1185/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	794									159		
75	74	585/4	593/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	795									159		
75	74	1171/8	1187/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	796									159		
75	74	293/2	297/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	797									159		
75	74	1173/8	1189/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	798									159		
75	74	587/4	595/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	799									159		
75	74	1175/8	1191/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	800									159		
75	74	147	149	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	801											
75	74	1177/8	1193/8	0.0		9/32	9/32	Dynamic	2/4	1	1	0					p										
75	74	1177/8	1193/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	802									160		
75	74	589/4	597/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	803									160		
75	74	1179/8	1195/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	804									160		
75	74	295/2	299/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	805									160		
75	74	1181/8	1197/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	806									160		
75	74	591/4	599/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	807									160		
75	74	1183/8	1199/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	808											
75	74	146	148	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	809											
76	75	148	150	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	810									161		
76	75	297/2	301/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	811									161		
76	75	297/2	301/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	812									161		
