mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
22	21	83	83	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	279									
22	21	167/2	167/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	280		articStaccatoAbove							
22	21	84	84	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	281		articStaccatoAbove							
22	21	161/2	161/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	282									
22	21	165/2	165/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	283									
23	22	169/2	169/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	284									
23	22	85	85	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	285									
23	22	171/2	171/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	286		ornamentTrill							36
23	22	343/4	343/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	287									36
23	22	86	86	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	288									36
23	22	345/4	345/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	289									
23	22	173/2	173/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	290									
23	22	88	88	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	291									
23	22	169/2	169/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	292									
23	22	171/2	171/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	293									
23	22	173/2	173/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	294									
23	22	169/2	169/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	295									
23	22	173/2	173/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	296									
24	23	177/2	177/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	297		articStaccatissimoBelow							
24	23	89	89	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	298									37
24	23	90	90	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	299									
24	23	181/2	181/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	300		articStaccatissimoAbove							
24	23	91	91	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	301									
24	23	92	92	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	302									
24	23	177/2	177/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	303									
24	23	89	89	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	304									
24	23	179/2	179/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	305									
24	23	90	90	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	306									
24	23	181/2	181/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	307									
24	23	91	91	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	308									
24	23	183/2	183/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	309									
24	23	92	92	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	310									
25	24	185/2	185/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	311									38
25	24	93	93	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	312									38
25	24	187/2	187/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	313									38
25	24	94	94	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	314									
25	24	189/2	189/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	315									39
25	24	379/4	379/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	316									39
25	24	95	95	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	317									39
25	24	381/4	381/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	318									
25	24	191/2	191/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	319		articStaccatoAbove							
25	24	96	96	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	320		articStaccatoAbove							
25	24	185/2	185/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	321									
25	24	187/2	187/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	322									
25	24	189/2	189/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	323									
25	24	185/2	185/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	324									
25	24	189/2	189/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	325									
26	25	193/2	193/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	326		articStaccatissimoAbove							
26	25	97	97	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	327									40
26	25	98	98	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	328									
26	25	197/2	197/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	329		articStaccatissimoAbove							
26	25	99	99	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	330									41
26	25	100	100	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	331									
26	25	193/2	193/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	332									
26	25	97	97	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	333									
26	25	195/2	195/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	334									
26	25	98	98	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	335									
26	25	197/2	197/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	336									
26	25	99	99	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	337									
26	25	199/2	199/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	338									
26	25	100	100	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	339									
27	26	201/2	201/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	340									42
27	26	101	101	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	341									42
27	26	203/2	203/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	342									42
27	26	102	102	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	343									
27	26	205/2	205/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	344									43
27	26	411/4	411/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	345									43
27	26	103	103	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	346									43
27	26	413/4	413/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	347									
27	26	207/2	207/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	348		articStaccatoAbove							
27	26	104	104	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	349		articStaccatoAbove							
27	26	201/2	201/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	350									
27	26	203/2	203/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	351									
27	26	205/2	205/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	352									
27	26	201/2	201/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	353									
27	26	205/2	205/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	354									
28	27	209/2	209/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	355		articStaccatissimoAbove							
28	27	105	105	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	356									44
28	27	211/2	211/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	357									44
28	27	106	106	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	358									
28	27	213/2	213/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	359									45
28	27	215/2	215/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	360									
28	27	108	108	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	361		articStaccatissimoAbove							
28	27	209/2	209/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	362									46
28	27	105	105	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	363									46
28	27	211/2	211/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	364									46
28	27	106	106	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	365									46
28	27	213/2	213/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	366									46
28	27	107	107	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	367									46
28	27	215/2	215/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	368									46
28	27	108	108	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	369									
29	28	217/2	217/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	370									47
29	28	435/4	435/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	371									47
29	28	109	109	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	372									47
29	28	437/4	437/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	373									47
29	28	219/2	219/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	374									47
29	28	439/4	439/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	375									47
29	28	110	110	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	376									47
29	28	441/4	441/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	377									
29	28	221/2	221/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	378									48
29	28	223/2	223/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	379									
29	28	112	112	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	380		articStaccatissimoAbove							
29	28	217/2	217/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	381									49
29	28	109	109	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	382									49
29	28	219/2	219/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	383									49
29	28	110	110	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	384									49
29	28	221/2	221/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	385									49
29	28	111	111	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	386									49
29	28	223/2	223/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	387									49
29	28	112	112	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	388									
30	29	225/2	225/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	389									
30	29	451/4	451/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	390									
30	29	113	113	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	391									
30	29	453/4	453/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	392									
30	29	227/2	227/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	393									
30	29	455/4	455/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	394									
30	29	114	114	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	395									
30	29	457/4	457/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	396									
30	29	229/2	229/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	397									
30	29	459/4	459/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	398									
30	29	115	115	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	399									
30	29	461/4	461/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	400									
30	29	231/2	231/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	401									
30	29	463/4	463/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	402									
30	29	116	116	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	403									
30	29	465/4	465/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	404									
30	29	225/2	225/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	405									
30	29	229/2	229/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	406									
31	30	233/2	233/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	407									
31	30	467/4	467/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	408									
31	30	117	117	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	409									
31	30	469/4	469/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	410									
31	30	235/2	235/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	411									
31	30	471/4	471/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	412									
31	30	118	118	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	413									
31	30	473/4	473/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	414									
31	30	237/2	237/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	415									50
31	30	239/2	239/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	416									
31	30	120	120	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	417									
31	30	233/2	233/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	418									
31	30	235/2	235/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	419									
31	30	237/2	237/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	420									51
31	30	239/2	239/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	421									
31	30	233/2	233/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	422									
31	30	237/2	237/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	423									
32	31	241/2	241/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	424		articStaccatissimoAbove							
32	31	121	121	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	425									52
32	31	122	122	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	426									
32	31	245/2	245/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	427		articStaccatissimoAbove							
32	31	123	123	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	428									53
32	31	124	124	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	429									
32	31	241/2	241/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	430									
32	31	121	121	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	431									
32	31	243/2	243/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	432									
32	31	122	122	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	433									
32	31	245/2	245/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	434									
32	31	123	123	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	435									
32	31	247/2	247/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	436									
32	31	124	124	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	437									
33	32	249/2	249/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	438		articStaccatissimoAbove							
33	32	125	125	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	439									54
33	32	126	126	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	440									
33	32	253/2	253/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	441		articStaccatissimoAbove							
33	32	127	127	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	442									55
33	32	128	128	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	443									
33	32	249/2	249/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	444									
33	32	125	125	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	445									
33	32	251/2	251/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	446									
33	32	126	126	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	447									
33	32	253/2	253/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	448									
33	32	127	127	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	449									
33	32	255/2	255/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	450									
33	32	128	128	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	451									
34	33	257/2	257/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	452									56
34	33	515/4	515/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	453									56
34	33	129	129	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	454									56
34	33	517/4	517/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	455									56
34	33	259/2	259/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	456									56
34	33	519/4	519/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	457									56
34	33	130	130	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	458									56
34	33	521/4	521/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	459									
34	33	261/2	261/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	460									57
34	33	523/4	523/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	461									57
34	33	131	131	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	462									57
34	33	525/4	525/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	463									57
34	33	263/2	263/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	464									57
34	33	527/4	527/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	465									57
34	33	132	132	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	466									57
34	33	529/4	529/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	467									
34	33	257/2	257/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	468									
34	33	129	129	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	469									
34	33	259/2	259/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	470									
34	33	130	130	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	471									
34	33	261/2	261/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	472									
34	33	131	131	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	473									
34	33	263/2	263/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	474									
34	33	132	132	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	475									
35	34	265/2	265/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	476		articStaccatissimoAbove							
35	34	133	133	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	477									58
35	34	134	134	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	478									
35	34	269/2	269/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	479									59
35	34	271/2	271/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	480									
35	34	136	136	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	481									
35	34	265/2	265/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	482									
35	34	267/2	267/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	483									
35	34	269/2	269/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	484									
35	34	271/2	271/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	485									
35	34	267/2	267/2	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	486									
36	35	273/2	273/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	487		articStaccatissimoBelow							
36	35	137	137	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	488									60
36	35	138	138	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	489									
36	35	277/2	277/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	490		articStaccatissimoAbove							
36	35	139	139	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	491									61
36	35	140	140	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	492									
36	35	273/2	273/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	493									
36	35	137	137	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	494									
36	35	275/2	275/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	495									
36	35	138	138	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	496									
36	35	277/2	277/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	497									
36	35	139	139	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	498									
36	35	279/2	279/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	499									
36	35	140	140	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	500									
37	36	281/2	281/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	501									62
37	36	141	141	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	502									62
37	36	283/2	283/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	503									62
37	36	142	142	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	504									
37	36	285/2	285/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	505									63
37	36	571/4	571/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	506									63
37	36	143	143	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	507									63
37	36	573/4	573/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	508									
37	36	287/2	287/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	509		articStaccatoAbove							
37	36	144	144	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	510		articStaccatoAbove							
37	36	281/2	281/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	511									
37	36	283/2	283/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	512									
37	36	285/2	285/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	513									
37	36	281/2	281/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	514									
37	36	285/2	285/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	515									
38	37	289/2	289/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	516		articStaccatissimoAbove							
38	37	145	145	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	517									64
38	37	146	146	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	518									
38	37	293/2	293/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	519		articStaccatissimoAbove							
38	37	147	147	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	520									65
38	37	148	148	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	521									
38	37	289/2	289/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	522									
38	37	145	145	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	523									
38	37	291/2	291/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	524									
38	37	146	146	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	525									
38	37	293/2	293/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	526									
38	37	147	147	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	527									
38	37	295/2	295/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	528									
38	37	148	148	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	529									
39	38	297/2	297/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	530									66
39	38	149	149	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	531									66
39	38	299/2	299/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	532									66
39	38	150	150	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	533									
39	38	301/2	301/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	534									67
39	38	603/4	603/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	535									67
39	38	151	151	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	536									67
39	38	605/4	605/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	537									
39	38	303/2	303/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	538		articStaccatoAbove							
39	38	152	152	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	539		articStaccatoAbove							
39	38	297/2	297/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	540									
39	38	299/2	299/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	541									
39	38	301/2	301/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	542									
39	38	297/2	297/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	543									
39	38	301/2	301/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	544									
40	39	305/2	305/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	545		articStaccatissimoAbove							
40	39	153	153	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	546									68
40	39	307/2	307/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	547									68
40	39	154	154	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	548									
40	39	309/2	309/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	549									69
40	39	311/2	311/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	550									
40	39	156	156	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	551		articStaccatissimoAbove							
40	39	305/2	305/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	552									70
40	39	153	153	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	553									70
40	39	307/2	307/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	554									70
40	39	154	154	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	555									70
40	39	309/2	309/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	556									70
40	39	155	155	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	557									70
40	39	311/2	311/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	558									70
40	39	156	156	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	559									
41	40	313/2	313/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	560									71
41	40	627/4	627/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	561									71
41	40	157	157	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	562									71
41	40	629/4	629/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	563									71
41	40	315/2	315/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	564									71
41	40	631/4	631/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	565									71
