mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
82	80	1277/4	1277/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1117									131
82	80	2555/8	2555/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1118									131
82	80	639/2	639/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1119									131
82	80	320	320	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1120									
82	80	633/2	633/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1121		articStaccatoAbove							
82	80	317	317	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1122		articStaccatoAbove							
82	80	635/2	635/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1123		articStaccatoAbove							
82	80	318	318	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1124		articStaccatoAbove							
82	80	637/2	637/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1125		articStaccatoBelow							
82	80	319	319	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1126		articStaccatoBelow							
82	80	639/2	639/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1127		articStaccatoBelow							
82	80	320	320	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1128		articStaccatoBelow							
83	81	641/2	641/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1129		articStaccatoAbove							
83	81	321	321	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1130		articStaccatoAbove							
83	81	643/2	643/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1131		articStaccatoAbove							
83	81	322	322	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1132		articStaccatoAbove							
83	81	645/2	645/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1133		articStaccatoAbove							
83	81	323	323	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1134		articStaccatoAbove							
83	81	647/2	647/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1135		articStaccatoAbove							
83	81	324	324	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1136		articStaccatoAbove							
83	81	641/2	641/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1137		articStaccatoAbove							
83	81	321	321	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1138		articStaccatoAbove							
83	81	643/2	643/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1139		articStaccatoAbove							
83	81	322	322	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1140		articStaccatoAbove							
83	81	645/2	645/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1141		articStaccatoAbove							
83	81	323	323	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1142		articStaccatoAbove							
83	81	647/2	647/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1143		articStaccatoAbove							
83	81	324	324	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1144		articStaccatoAbove							
84	82	649/2	649/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1145									
84	82	651/2	651/2	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f								
84	82	651/2	651/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1146									
84	82	327	327	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1147									
84	82	655/2	655/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1148									
84	82	328	328	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1149									
84	82	649/2	649/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1150									
84	82	651/2	651/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1151									
85	83	657/2	657/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1152									
85	83	1315/4	1315/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1153									
85	83	329	329	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1154									
85	83	1317/4	1317/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1155									
85	83	659/2	659/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1156									
85	83	1319/4	1319/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1157									
85	83	330	330	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1158									
85	83	1321/4	1321/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1159									
85	83	661/2	661/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1160									
85	83	1323/4	1323/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1161									
85	83	331	331	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1162									
85	83	1325/4	1325/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1163									
85	83	663/2	663/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1164									
85	83	1327/4	1327/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1165									
85	83	332	332	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1166									
85	83	1329/4	1329/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1167									
85	83	657/2	657/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1168									
85	83	329	329	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1169									
85	83	659/2	659/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1170									
85	83	330	330	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1171									
85	83	661/2	661/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1172									
85	83	331	331	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1173									
85	83	663/2	663/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1174									
85	83	332	332	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1175									
86	84	665/2	665/2	0.0	0	0	Chord	4/4	1	1	0	grace16after	1/32	1	1176									
86	84	665/2	665/2	0.0	0	0	Chord	4/4	1	1	0	grace16after	1/32	1	1177									
86	84	665/2	665/2	4.0	0	0	Chord	4/4	1	1	1		1	1	1178		ornamentTrill							
86	84	665/2	665/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1179									
86	84	333	333	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1180									
86	84	667/2	667/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1181									
86	84	334	334	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1182									
86	84	669/2	669/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1183									
86	84	335	335	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1184									
86	84	671/2	671/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1185									
86	84	336	336	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1186									
87	85	673/2	673/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1187									
87	85	339	339	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p								
87	85	339	339	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1188									132
87	85	679/2	679/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1189									132
87	85	340	340	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1190									
87	85	673/2	673/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1191									
87	85	337	337	0.0	1/8	1/8	Dynamic	4/4	2	1	0					p								
87	85	337	337	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1192									
87	85	675/2	675/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1193									
87	85	338	338	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1194									
87	85	677/2	677/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1195									
88	86	681/2	681/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1196									
88	86	343	343	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1197									133
88	86	687/2	687/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1198									133
88	86	344	344	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1199									
88	86	681/2	681/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1200									
88	86	341	341	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1201									
88	86	683/2	683/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1202									
88	86	342	342	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1203									
88	86	685/2	685/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1204									
89	87	689/2	689/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1205									
89	87	347	347	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1206									134
89	87	695/2	695/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1207									134
89	87	348	348	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1208									
89	87	689/2	689/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1209									
89	87	345	345	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1210									
89	87	691/2	691/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1211									
89	87	346	346	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1212									
89	87	693/2	693/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1213									
90	88	697/2	697/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1214									
90	88	351	351	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1215									135
90	88	703/2	703/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1216									135
90	88	352	352	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1217									
90	88	697/2	697/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1218									
90	88	349	349	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1219									
90	88	699/2	699/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1220									
90	88	350	350	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1221									
90	88	701/2	701/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1222									
91	89	705/2	705/2	0.0	0	0	Dynamic	4/4	1	1	0					f								
91	89	705/2	705/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1223									
91	89	707/2	707/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1224									
91	89	709/2	709/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1225									
91	89	705/2	705/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1226									
91	89	707/2	707/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1227									
91	89	709/2	709/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1228									
