mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
100	100	298	298	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	831									
100	100	299	299	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	832									
100	100	297	297	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	833									
101	101	300	300	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	834								90	
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	835								90	
101	101	301	301	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	836								90	
101	101	603/2	603/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	837								90	
101	101	302	302	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	838								90	
101	101	605/2	605/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	839									
101	101	300	300	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	840									
102	102	303	303	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	841								91	
102	102	1215/4	1215/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	842									
102	102	304	304	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	843									
102	102	305	305	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	844									
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	845								92	
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	846									
103	103	306	306	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	847								93	
103	103	308	308	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	848									
103	103	306	306	0.0	0	0	Dynamic	3/4	2	1	0					sfp								
103	103	306	306	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	849									
104	104	309	309	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	850								94	
104	104	310	310	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	851								94	
104	104	311	311	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	852									
104	104	310	310	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	853									
104	104	310	310	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	854								95	
104	104	311	311	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	855									
105	105	312	312	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	856								96	
105	105	314	314	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	857									
105	105	312	312	0.0	0	0	Dynamic	3/4	2	1	0					sfp								
105	105	312	312	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	858									
106	106	315	315	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	859								97	
106	106	316	316	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	860								97	
106	106	317	317	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	861								97	
106	106	315	315	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	862									
107	107	318	318	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	863								97	
107	107	319	319	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	864									
107	107	320	320	0.0	1/2	1/2	Dynamic	3/4	1	1	0					sfp								
107	107	320	320	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	865									
107	107	318	318	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	866									
108	108	321	321	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	867								98	
108	108	322	322	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	868									
108	108	323	323	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	869									
108	108	321	321	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	870									
109	109	324	324	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	871								99	
109	109	649/2	649/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					p								
109	109	649/2	649/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	872									
109	109	651/2	651/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	873									
109	109	653/2	653/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	874									
109	109	324	324	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	875									
109	109	325	325	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
109	109	325	325	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	876									
109	109	326	326	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	877									
110	110	327	327	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	878									
110	110	655/2	655/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	879									
110	110	657/2	657/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	880									
110	110	659/2	659/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	881									
110	110	327	327	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	882									
110	110	328	328	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	883									
110	110	329	329	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	884									
111	111	330	330	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	885									
111	111	661/2	661/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	886									
111	111	663/2	663/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	887									
111	111	665/2	665/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	888									
111	111	330	330	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	889									
111	111	331	331	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	890									
111	111	332	332	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	891									
112	112	333	333	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	892									
112	112	667/2	667/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	893									
112	112	669/2	669/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	894									
112	112	671/2	671/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	895									
112	112	333	333	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	896									
112	112	334	334	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	897									
112	112	335	335	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	898									
113	113	336	336	0.0	0	0	Dynamic	3/4	1	1	0					f								
113	113	336	336	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	899									
113	113	673/2	673/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	900									
113	113	675/2	675/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
113	113	675/2	675/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	901									
113	113	677/2	677/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	902									
113	113	336	336	0.0	0	0	Dynamic	3/4	2	1	0					f								
113	113	336	336	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	903									
113	113	337	337	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
113	113	337	337	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	904									
113	113	338	338	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	905									
114	114	339	339	0.0	0	0	Dynamic	3/4	1	1	0					f								
114	114	339	339	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	906									
114	114	679/2	679/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	907									
114	114	681/2	681/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
114	114	681/2	681/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	908									
114	114	683/2	683/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	909									
114	114	339	339	0.0	0	0	Dynamic	3/4	2	1	0					f								
114	114	339	339	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	910									
114	114	340	340	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
114	114	340	340	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	911									
114	114	341	341	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	912									
115	115	342	342	0.0	0	0	Dynamic	3/4	1	1	0					f								
115	115	342	342	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	913									
115	115	685/2	685/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	914									
115	115	687/2	687/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
115	115	687/2	687/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	915									
115	115	689/2	689/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	916									
115	115	342	342	0.0	0	0	Dynamic	3/4	2	1	0					f								
115	115	342	342	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	917									
115	115	343	343	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
115	115	343	343	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	918									
115	115	344	344	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	919									
116	116	345	345	0.0	0	0	Dynamic	3/4	1	1	0					f								
116	116	345	345	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	920									
116	116	691/2	691/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	921									
116	116	693/2	693/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
116	116	693/2	693/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	922									
116	116	695/2	695/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	923									
116	116	345	345	0.0	0	0	Dynamic	3/4	2	1	0					f								
116	116	345	345	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	924									
116	116	346	346	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
116	116	346	346	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	925									
116	116	347	347	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	926									
117	117	348	348	0.0	0	0	Dynamic	3/4	1	1	0					f								
117	117	348	348	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	927									
117	117	697/2	697/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	928									
117	117	699/2	699/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
117	117	699/2	699/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	929									
117	117	701/2	701/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	930									
117	117	348	348	0.0	0	0	Dynamic	3/4	2	1	0					f								
117	117	348	348	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	931									
117	117	349	349	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
117	117	349	349	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	932									
117	117	350	350	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	933									
118	118	351	351	0.0	0	0	Dynamic	3/4	1	1	0					f								
118	118	351	351	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	934									
118	118	703/2	703/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	935									
118	118	705/2	705/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
118	118	705/2	705/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	936									
118	118	707/2	707/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	937									
118	118	351	351	0.0	0	0	Dynamic	3/4	2	1	0					f								
118	118	351	351	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	938									
118	118	352	352	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
118	118	352	352	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	939									
118	118	353	353	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	940									
119	119	354	354	0.0	0	0	Dynamic	3/4	1	1	0					f								
119	119	354	354	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	941									
119	119	709/2	709/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	942									
119	119	711/2	711/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
119	119	711/2	711/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	943									
119	119	713/2	713/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	944									
119	119	354	354	0.0	0	0	Dynamic	3/4	2	1	0					f								
119	119	354	354	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	945									
119	119	355	355	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
119	119	355	355	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	946									
119	119	356	356	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	947									
120	120	357	357	0.0	0	0	Dynamic	3/4	1	1	0					f								
120	120	357	357	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	948									
120	120	715/2	715/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	949									
120	120	717/2	717/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
120	120	717/2	717/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	950									
120	120	719/2	719/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	951									
120	120	357	357	0.0	0	0	Dynamic	3/4	2	1	0					f								
120	120	357	357	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	952									
120	120	358	358	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
120	120	358	358	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	953									
120	120	359	359	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	954									
121	121	360	360	0.0	0	0	Dynamic	3/4	1	1	0					f								
121	121	360	360	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	955									
121	121	721/2	721/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	956									
121	121	723/2	723/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
121	121	723/2	723/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	957									
121	121	725/2	725/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	958									
121	121	360	360	0.0	0	0	Dynamic	3/4	2	1	0					f								
121	121	360	360	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	959									
121	121	361	361	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
121	121	361	361	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	960									
121	121	362	362	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	961									
122	122	363	363	0.0	0	0	Dynamic	3/4	1	1	0					f								
122	122	363	363	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	962									
122	122	727/2	727/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	963									
122	122	729/2	729/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
122	122	729/2	729/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	964									
122	122	731/2	731/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	965									
122	122	363	363	0.0	0	0	Dynamic	3/4	2	1	0					f								
122	122	363	363	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	966									
122	122	364	364	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
122	122	364	364	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	967									
122	122	365	365	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	968									
123	123	366	366	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	969									
123	123	733/2	733/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	970								100	
123	123	367	367	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	971								100	
123	123	735/2	735/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	972								100	
123	123	368	368	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	973								100	
123	123	737/2	737/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	974								100	
123	123	366	366	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	975									
123	123	737/2	737/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	976								101	
124	124	369	369	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	977									
124	124	739/2	739/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	978								102	
124	124	370	370	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	979								102	
124	124	741/2	741/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	980								102	
124	124	371	371	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	981								102	
124	124	743/2	743/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	982									
124	124	369	369	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	983									
124	124	743/2	743/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	984								103	
125	125	372	372	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	985								104	
125	125	745/2	745/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	986								104	
125	125	373	373	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	987								104	
125	125	747/2	747/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	988								104	
125	125	374	374	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	989								104	
125	125	749/2	749/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	990								104	
125	125	372	372	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	991								103	
125	125	745/2	745/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	992								103	
125	125	373	373	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	993								103	
125	125	747/2	747/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	994								103	
125	125	374	374	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	995								103	
125	125	749/2	749/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	996								103	
126	126	375	375	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	997									
126	126	375	375	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	998									
127	127	378	378	0.0	0	0	Dynamic	3/4	1	1	0					p								
127	127	378	378	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	999								105	
127	127	757/2	757/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1000								105	
127	127	379	379	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1001								105	
127	127	759/2	759/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1002								105	
127	127	380	380	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1003								105	
127	127	761/2	761/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1004								105	
127	127	378	378	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1005								106	
127	127	757/2	757/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1006								106	
127	127	379	379	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1007								106	
127	127	759/2	759/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1008								106	
127	127	380	380	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1009								106	
127	127	761/2	761/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1010								106	
128	128	381	381	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1011									
128	128	381	381	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1012									
129	129	384	384	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1013								107	
129	129	769/2	769/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1014								107	
129	129	385	385	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1015								107	
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1016								107	
129	129	386	386	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1017								107	
129	129	773/2	773/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1018								107	
129	129	384	384	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1019									
129	129	384	384	0.0	0	0	Dynamic	3/4	2	1	0					f								
129	129	384	384	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1020								108	
129	129	769/2	769/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1021								108	
129	129	385	385	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1022								108	
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1023								108	
129	129	386	386	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1024								108	
129	129	773/2	773/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1025								108	
130	130	387	387	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1026									
130	130	387	387	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1027									
130	130	387	387	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1028									
131	131	390	390	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1029								109	
131	131	781/2	781/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1030								109	
131	131	391	391	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1031								109	
131	131	783/2	783/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1032								109	
131	131	392	392	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1033								109	
131	131	785/2	785/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1034								109	
131	131	390	390	0.0	0	0	Dynamic	3/4	1	2	0					p								
131	131	390	390	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1035									
131	131	390	390	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1036								110	
131	131	781/2	781/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1037								110	
131	131	391	391	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1038								110	
131	131	783/2	783/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1039								110	
131	131	392	392	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1040								110	
131	131	785/2	785/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1041								110	
131	131	390	390	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1042									
132	132	393	393	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1043									
132	132	393	393	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1044									
132	132	393	393	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1045									
132	132	393	393	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1046									
133	133	396	396	0.0	0	0	Dynamic	3/4	1	1	0					p								
133	133	396	396	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1047								111	
133	133	398	398	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1048									
133	133	396	396	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1049								112	
133	133	793/2	793/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1050								112	
133	133	397	397	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1051								112	
133	133	795/2	795/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1052								112	
133	133	398	398	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1053								112	
133	133	797/2	797/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1054								112	
134	134	399	399	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1055								113	
134	134	401	401	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1056									
134	134	399	399	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1057								112	
134	134	799/2	799/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1058								112	
134	134	400	400	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1059								112	
134	134	801/2	801/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1060								112	
134	134	401	401	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1061								112	
134	134	803/2	803/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1062									
135	135	402	402	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1063								114	
135	135	404	404	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1064									
135	135	402	402	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1065								115	
135	135	805/2	805/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1066								115	
135	135	403	403	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1067								115	
135	135	807/2	807/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1068								115	
135	135	404	404	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1069								115	
135	135	809/2	809/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1070									
136	136	405	405	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1071								116	
136	136	811/2	811/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1072									
136	136	406	406	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1073									
136	136	405	405	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1074								117	
136	136	811/2	811/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1075								117	
136	136	406	406	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1076								117	
136	136	813/2	813/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1077								117	
136	136	407	407	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1078								117	
136	136	815/2	815/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1079									
137	137	408	408	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1080								118	
137	137	409	409	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1081								118	
137	137	410	410	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1082									
137	137	408	408	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1083									
138	138	411	411	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1084								119	
138	138	412	412	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sfp								
138	138	412	412	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1085									
138	138	827/2	827/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1086									
139	139	414	414	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1087									
139	139	414	414	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1088								120	
