piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	annotators	reviewers	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	imslp	musicbrainz	originalFormat	typesetter	viaf	wikidata	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument
K331-2	1: 3/4	1: 3, 49: 2	101	100	303.0	248	248	744.0	[[[100], [101]]]	715.5	1112	614	0	0	160	A	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1783	1783	Wolfgang Amadeus Mozart	Piano Sonata no. 11 in A major	2	Menuetto and Trio	K331					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata11-2.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K331-2.mscx	False	35-88 (B1-E6)	https://imslp.org/wiki/Piano_Sonata_No.11_in_A_major,_K.331/300i_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/a488a020-884d-3349-a7e7-18993ffed13e	mid	Craig Stuart Sapp	https://viaf.org/viaf/201853722	http://www.wikidata.org/entity/Q908535	57-88 (A3-E6)	Piano	35-88 (B1-E6)	Piano
K331-3	1: 2/4	1: 0, 27: 3, 71: 0, 97: 3	137	127	256.0	241	223	447.0	[[[105], [106]]]	696.5	1607	683	0	0	128	a	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1783	1783	Wolfgang Amadeus Mozart	Piano Sonata no. 11 in A major	3	Alla Turca	K331					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata11-3.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K331-3.mscx	False	38-88 (D2-E6)	https://imslp.org/wiki/Piano_Sonata_No.11_in_A_major,_K.331/300i_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/a488a020-884d-3349-a7e7-18993ffed13e	mid	Craig Stuart Sapp	https://viaf.org/viaf/201853723	http://www.wikidata.org/entity/Q908536	64-88 (E4-E6)	Piano	38-66 (D2-F#4)	Piano
K332-1	1: 3/4	1: -1	229	229	687.0	458	458	1374.0		1731.0	2462	1288	0	0	316	F	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1783	1783	Wolfgang Amadeus Mozart	Piano Sonata no. 12 in F major	1	Allegro	K332					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata12-1.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K332-1.mscx	False	30-89 (F#1-F6)	https://imslp.org/wiki/Piano_Sonata_No.12_in_F_major,_K.332/300k_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/5b587196-bd21-410a-999e-881073dea33b	mid	Craig Stuart Sapp	https://viaf.org/viaf/176604361	http://www.wikidata.org/entity/Q1141187	55-89 (G3-F6)	Piano	30-72 (F#1-C5)	Piano
K332-2	1: 4/4	1: -2	40	40	160.0	40	40	160.0		397.19	1206	672	0	0	168	Bb	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1783	1783	Wolfgang Amadeus Mozart	Piano Sonata no. 12 in F major	2	Adagio	K332					2018-11-24	3.02	Linux	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata12-2.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K332-2.mscx	False	46-86 (Bb2-D6)	https://imslp.org/wiki/Piano_Sonata_No.12_in_F_major,_K.332/300k_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/5b587196-bd21-410a-999e-881073dea33b	xml	Craig Stuart Sapp	https://viaf.org/viaf/176604362	http://www.wikidata.org/entity/Q1141188	60-86 (C4-D6)		46-74 (Bb2-D5)	
K332-3	1: 6/8	1: -1	245	245	735.0	490	490	1470.0		1619.5	2932	1969	0	0	449	F	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1783	1783	Wolfgang Amadeus Mozart	Piano Sonata no. 12 in F major	3	Allegro assai	K332					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata12-3.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K332-3.mscx	False	34-89 (Bb1-F6)	https://imslp.org/wiki/Piano_Sonata_No.12_in_F_major,_K.332/300k_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/5b587196-bd21-410a-999e-881073dea33b	mid	Craig Stuart Sapp	https://viaf.org/viaf/176604363	http://www.wikidata.org/entity/Q1141189	48-89 (C3-F6)	Piano	34-72 (Bb1-C5)	Piano
K333-1	1: 4/4	1: -2	167	165	660.0	334	330	1320.0		1392.0	2759	1848	0	0	431	Bb	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1783	1783	Wolfgang Amadeus Mozart	Piano Sonata no. 13 in B flat major	1	Allegro	K333					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata13-1.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K333-1.mscx	False	29-89 (F1-F6)	https://imslp.org/wiki/Piano_Sonata_No.13_in_B-flat_major,_K.333/315c_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/5057d730-7733-4753-aa0f-07498a0c37f0	mid	Craig Stuart Sapp		http://www.wikidata.org/entity/Q2181404	53-89 (F3-F6)	Piano	29-77 (F1-F5)	Piano
K333-2	1: 3/4	1: -3	83	82	249.0	163	163	489.0	[[[81], [82]]]	680.0	1442	830	0	0	217	Eb	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1783	1783	Wolfgang Amadeus Mozart	Piano Sonata no. 13 in B flat major	2	Andante cantabile	K333					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata13-2.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K333-2.mscx	False	39-89 (Eb2-F6)	https://imslp.org/wiki/Piano_Sonata_No.13_in_B-flat_major,_K.333/315c_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/5057d730-7733-4753-aa0f-07498a0c37f1	mid	Craig Stuart Sapp		http://www.wikidata.org/entity/Q2181405	53-89 (F3-F6)	Piano	39-72 (Eb2-C5)	Piano
K333-3	1: 2/2	1: -2	227	224	925.0	227	224	925.0		2058.54	3093	1998	0	0	460	Bb	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1783	1783	Wolfgang Amadeus Mozart	Piano Sonata no. 13 in B flat major	3	Allegretto grazioso	K333					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata13-3.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K333-3.mscx	False	29-89 (F1-F6)	https://imslp.org/wiki/Piano_Sonata_No.13_in_B-flat_major,_K.333/315c_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/5057d730-7733-4753-aa0f-07498a0c37f2	mid	Craig Stuart Sapp		http://www.wikidata.org/entity/Q2181406	53-89 (F3-F6)	Piano	29-71 (F1-B4)	Piano
K457-1	1: 4/4	1: -3	185	185	740.0	352	352	1408.0		1601.58	2155	1440	0	0	308	c	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1784	1784	Wolfgang Amadeus Mozart	Piano Sonata no. 14 in C minor	1	Molto allegro	K457					2016-05-12	3.02	Apple Macintosh	http://musescore.com/user/3414606/scores/2200926		Piano Sonata No. 14	in C Minor	"Wolfgang Amadeus Mozart
(1756-1791)
"	3.6.2	2.4.0	MS3	MS3/K457-1.mscx	False	29-89 (F1-F6)	https://imslp.org/wiki/Piano_Sonata_No.14_in_C_minor,_K.457_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/c4762043-b408-4991-947e-d5340a9080d6		https://musescore.com/lukemossman		http://www.wikidata.org/entity/Q2737945	43-89 (G2-F6)	Piano	29-75 (F1-Eb5)	Piano
K457-2	1: 4/4	1: -3	57	57	228.0	57	57	228.0		513.79	1859	1229	0	0	214	Eb	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1784	1784	Wolfgang Amadeus Mozart	Piano Sonata no. 14 in C minor	2	Adagio	K457					2016-05-12	3.02	Apple Macintosh	http://musescore.com/user/3414606/scores/2200926		Piano Sonata No. 14	in C Minor	"Wolfgang Amadeus Mozart
(1756-1791)
"	3.6.2	2.4.0	MS3	MS3/K457-2.mscx	False	32-89 (Ab1-F6)	https://imslp.org/wiki/Piano_Sonata_No.14_in_C_minor,_K.457_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/c4762043-b408-4991-947e-d5340a9080d7		https://musescore.com/lukemossman		http://www.wikidata.org/entity/Q2737946	49-89 (Db3-F6)	Piano	32-89 (Ab1-F6)	Piano
K457-3	1: 3/4	1: -3	320	319	958.0	320	319	958.0		2089.0	2175	1301	0	0	328	c	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1784	1784	Wolfgang Amadeus Mozart	Piano Sonata no. 14 in C minor	3	Allegro assai	K457					2019-10-09	3.02	Linux	http://musescore.com/user/3414606/scores/2200926		"<font size=""24""/>Piano Sonata No. 14"	"<font size=""14""/>in C Minor"	"<font size=""12""/>Wolfgang Amadeus Mozart
(1756-1791)
"	3.6.2	2.4.0	MS3	MS3/K457-3.mscx	False	29-89 (F1-F6)	https://imslp.org/wiki/Piano_Sonata_No.14_in_C_minor,_K.457_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/c4762043-b408-4991-947e-d5340a9080d8	musicxml	https://musescore.com/lukemossman		http://www.wikidata.org/entity/Q2737947	29-89 (F1-F6)	Piano	31-84 (G1-C6)	Piano
K533-1	1: 2/2	1: -1	241	239	956.0	482	478	1912.0		2200.67	3090	2124	0	0	584	F	Adrian Nagel	Johannes Hentschel, Markus Neuwirth	1788	1788	Wolfgang Amadeus Mozart	Piano Sonata no. 15 in F major	1	Allegro	K533					2018-12-09	3.02	Linux	 		Sonate; - # -; Mozart, KV 533/494			3.6.2	2.4.0	MS3	MS3/K533-1.mscx	False	31-89 (G1-F6)	https://imslp.org/wiki/Piano_Sonata_No.15_in_F_major,_K.533/494_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/11364bbd-1258-4d06-b4f6-3262e4a67000	cap	Tom Schreyer		http://www.wikidata.org/entity/Q2684266	45-89 (A2-F6)	unbenannt2	31-77 (G1-F5)	unbenannt2
K533-2	1: 3/4	1: -2	122	122	366.0	244	244	732.0		1104.58	1606	1073	0	0	261	Bb	Adrian Nagel	Johannes Hentschel, Markus Neuwirth	1788	1788	Wolfgang Amadeus Mozart	Piano Sonata no. 15 in F major	2	Andante	K533					2018-12-09	3.02	Linux	 		- # -; Mozart, KV 533/494			3.6.2	2.4.0	MS3	MS3/K533-2.mscx	False	29-89 (F1-F6)	https://imslp.org/wiki/Piano_Sonata_No.15_in_F_major,_K.533/494_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/11364bbd-1258-4d06-b4f6-3262e4a67001	cap	Tom Schreyer		http://www.wikidata.org/entity/Q2684267	50-89 (D3-F6)	unbenannt2	29-72 (F1-C5)	unbenannt2
K533-3	1: 2/2	1: -1, 95: -4, 118: -1	188	187	752.0	209	209	836.0	[[[116], [117]]]	1859.0	2435	1635	0	0	423	F	Adrian Nagel	Johannes Hentschel, Markus Neuwirth	1788	1788	Wolfgang Amadeus Mozart	Piano Sonata no. 15 in F major	3	Rondo – Allegretto	K533					2018-12-09	3.02	Linux	 		- # -; Mozart, KV 533/494			3.6.2	2.4.0	MS3	MS3/K533-3.mscx	False	29-89 (F1-F6)	https://imslp.org/wiki/Piano_Sonata_No.15_in_F_major,_K.533/494_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/11364bbd-1258-4d06-b4f6-3262e4a67002	cap	Tom Schreyer		http://www.wikidata.org/entity/Q2684268	45-89 (A2-F6)	unbenannt2	29-79 (F1-G5)	unbenannt2
K545-1	1: 4/4	1: 0	73	73	292.0	146	146	584.0		574.25	1281	990	0	0	119	C	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1788	1788	Wolfgang Amadeus Mozart	Piano Sonata no. 16 in C major	1	Allegro	K545					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata15-1.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K545-1.mscx	False	36-89 (C2-F6)	https://imslp.org/wiki/Piano_Sonata_No.16_in_C_major,_K.545_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/a2ad223d-d73b-3775-9580-fd25b4d986e1	mid	Craig Stuart Sapp	https://viaf.org/viaf/176607427	http://www.wikidata.org/entity/Q991701	55-89 (G3-F6)	Piano	36-74 (C2-D5)	Piano
K545-2	1: 3/4	1: 1	74	74	222.0	106	106	318.0		447.0	1328	841	0	0	146	G	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1788	1788	Wolfgang Amadeus Mozart	Piano Sonata no. 16 in C major	2	Andante	K545					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata15-2.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K545-2.mscx	False	43-87 (G2-Eb6)	https://imslp.org/wiki/Piano_Sonata_No.16_in_C_major,_K.545_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/a2ad223d-d73b-3775-9580-fd25b4d986e2	mid	Craig Stuart Sapp	https://viaf.org/viaf/176607428	http://www.wikidata.org/entity/Q991702	59-87 (B3-Eb6)	Piano	43-69 (G2-A4)	Piano
K545-3	1: 2/4	1: 0	74	73	147.0	74	73	147.0		328.0	874	474	0	0	143	C	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1788	1788	Wolfgang Amadeus Mozart	Piano Sonata no. 16 in C major	3	Rondo – Allegretto	K545					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata15-3.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K545-3.mscx	False	36-89 (C2-F6)	https://imslp.org/wiki/Piano_Sonata_No.16_in_C_major,_K.545_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/a2ad223d-d73b-3775-9580-fd25b4d986e3	mid	Craig Stuart Sapp	https://viaf.org/viaf/176607429	http://www.wikidata.org/entity/Q991703	60-89 (C4-F6)	Piano	36-69 (C2-A4)	Piano
K570-1	1: 3/4	1: -2	209	209	627.0	418	418	1254.0		1326.5	2001	1396	0	0	245	Bb	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1789	1789	Wolfgang Amadeus Mozart	Piano Sonata no. 17 in B flat major	1	Allegro	K570					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata16-1.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K570-1.mscx	False	34-89 (Bb1-F6)	https://imslp.org/wiki/Piano_Sonata_No.17_in_B-flat_major,_K.570_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/a484f227-9918-4c5e-85fb-1204db0b7af2	mid	Craig Stuart Sapp		http://www.wikidata.org/entity/Q3266821	57-89 (A3-F6)	Piano	34-75 (Bb1-Eb5)	Piano
K570-2	1: 4/4	1: -3	56	55	224.0	87	87	348.0	[[[24], [25]]]	557.75	1230	732	0	0	250	Eb	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1789	1789	Wolfgang Amadeus Mozart	Piano Sonata no. 17 in B flat major	2	Adagio	K570					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata16-2.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K570-2.mscx	False	34-87 (Bb1-Eb6)	https://imslp.org/wiki/Piano_Sonata_No.17_in_B-flat_major,_K.570_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/a484f227-9918-4c5e-85fb-1204db0b7af3	mid	Craig Stuart Sapp		http://www.wikidata.org/entity/Q3266822	55-87 (G3-Eb6)	Piano	34-75 (Bb1-Eb5)	Piano
K570-3	1: 4/4	1: -2	91	89	356.5	146	143	572.5		768.5	1359	794	0	0	281	Bb	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1789	1789	Wolfgang Amadeus Mozart	Piano Sonata no. 17 in B flat major	3	Allegretto	K570					2017-07-13	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata16-3.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K570-3.mscx	False	36-89 (C2-F6)	https://imslp.org/wiki/Piano_Sonata_No.17_in_B-flat_major,_K.570_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/a484f227-9918-4c5e-85fb-1204db0b7af4	mid	Craig Stuart Sapp		http://www.wikidata.org/entity/Q3266823	62-89 (D4-F6)	Piano	36-74 (C2-D5)	Piano
K576-1	1: 6/8	1: 2	162	160	480.5	221	218	654.5		1048.75	2080	1346	0	0	295	D	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1789	1789	Wolfgang Amadeus Mozart	Piano Sonata no. 18 in D major	1	Allegro	K576					2018-07-18	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata17-1.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K576-1.mscx	False	38-89 (D2-F6)	https://imslp.org/wiki/Piano_Sonata_No.18_in_D_major,_K.576_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/99538f90-2ca3-4b34-b6b9-f39ca0937066	mid	Craig Stuart Sapp	https://viaf.org/viaf/218082488	http://www.wikidata.org/entity/Q1977772	57-89 (A3-F6)	Piano	38-78 (D2-F#5)	Piano
K576-2	1: 3/4	1: 3	67	67	201.0	67	67	201.0		506.5	1424	925	0	0	151	A	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1789	1789	Wolfgang Amadeus Mozart	Piano Sonata no. 18 in D major	2	Adagio	K576					2018-07-18	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata17-2.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K576-2.mscx	False	40-88 (E2-E6)	https://imslp.org/wiki/Piano_Sonata_No.18_in_D_major,_K.576_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/99538f90-2ca3-4b34-b6b9-f39ca0937067	mid	Craig Stuart Sapp	https://viaf.org/viaf/218082489	http://www.wikidata.org/entity/Q1977773	56-88 (G#3-E6)	Piano	40-74 (E2-D5)	Piano
K576-3	1: 2/4	1: 2	189	189	378.0	189	189	378.0		848.17	2392	1743	0	0	381	D	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	1789	1789	Wolfgang Amadeus Mozart	Piano Sonata no. 18 in D major	3	Allegretto	K576					2018-07-18	3.02	Microsoft Windows	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata17-3.krn&format=xml					3.6.2	2.4.0	MS3	MS3/K576-3.mscx	False	33-89 (A1-F6)	https://imslp.org/wiki/Piano_Sonata_No.18_in_D_major,_K.576_(Mozart,_Wolfgang_Amadeus)	https://musicbrainz.org/work/99538f90-2ca3-4b34-b6b9-f39ca0937068	mid	Craig Stuart Sapp	https://viaf.org/viaf/218082490	http://www.wikidata.org/entity/Q1977774	57-89 (A3-F6)	Piano	33-78 (A1-F#5)	Piano
