mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
96	96	96	96a	382	382	2.0	1/2	1/2	2/2	2	1		IIIM7		F	i		IIIM7		III	M	7					MM7	0	1	-3, 1, -2, 2		-3	-3
97	97	97	97a	384	384	2.0	0	0	2/2	2	1		VIM7		F	i		VIM7		VI	M	7					MM7	0	1	-4, 0, -3, 1		-4	-4
97	97	97	97a	386	386	2.0	1/2	1/2	2/2	2	1		ii7		F	i		ii7		ii		7					mm7	0	1	2, -1, 3, 0		2	2
98	98	98	98a	388	388	2.0	0	0	2/2	2	1		V7		F	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
98	98	98	98a	390	390	0.5	1/2	1/2	2/2	2	1		i|IAC}		F	i		i		i					IAC	}	m	0	1	0, -3, 1		0	0
98	98	98	98a	781/2	781/2	0.5	5/8	5/8	2/2	2	1		bIII.viio64{		F	bIII		viio64		vii	o	64				{	o	0	0	-1, 5, 2		5	-1
98	98	98	98a	391	391	0.5	3/4	3/4	2/2	2	1		I6		F	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
98	98	98	98a	783/2	783/2	0.5	7/8	7/8	2/2	2	1		viio6		F	bIII		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
99	99	99	99a	392	392	5.0	0	0	2/2	2	1		I		F	bIII		I		I							M	0	0	0, 4, 1		0	0
100	100	100	100a	397	397	2.0	1/4	1/4	2/2	2	1		V65		F	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
100	100	100	100a	399	399	1.0	3/4	3/4	2/2	2	1		I		F	bIII		I		I							M	0	0	0, 4, 1		0	0
101	101	101	101a	400	400	2.0	0	0	2/2	2	1		ii6		F	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
101	101	101	101a	402	402	1.0	1/2	1/2	2/2	2	1		V(64)		F	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
101	101	101	101a	403	403	1.0	3/4	3/4	2/2	2	1		V7		F	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	102	102	102a	404	404	2.0	0	0	2/2	2	1		I(94)}		F	bIII		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
102	102	102	102a	406	406	2.0	1/2	1/2	2/2	2	1		I|PAC		F	bIII		I		I					PAC		M	0	0	0, 4, 1		0	0
95	95	103	95b	408	376	2.0	0	0	2/2	2	1		i.i{		F	i		i		i						{	m	0	1	0, -3, 1		0	0
95	95	103	95b	410	378	2.0	1/2	1/2	2/2	2	1		iv7		F	i		iv7		iv		7					mm7	0	1	-1, -4, 0, -3		-1	-1
96	96	104	96b	412	380	2.0	0	0	2/2	2	1		V7/III		F	i		V7/III		V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
96	96	104	96b	414	382	2.0	1/2	1/2	2/2	2	1		IIIM7		F	i		IIIM7		III	M	7					MM7	0	1	-3, 1, -2, 2		-3	-3
97	97	105	97b	416	384	2.0	0	0	2/2	2	1		VIM7		F	i		VIM7		VI	M	7					MM7	0	1	-4, 0, -3, 1		-4	-4
97	97	105	97b	418	386	2.0	1/2	1/2	2/2	2	1		ii7		F	i		ii7		ii		7					mm7	0	1	2, -1, 3, 0		2	2
98	98	106	98b	420	388	2.0	0	0	2/2	2	1		V7		F	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
98	98	106	98b	422	390	0.5	1/2	1/2	2/2	2	1		i|IAC}		F	i		i		i					IAC	}	m	0	1	0, -3, 1		0	0
98	98	106	98b	845/2	781/2	0.5	5/8	5/8	2/2	2	1		bIII.viio64{		F	bIII		viio64		vii	o	64				{	o	0	0	-1, 5, 2		5	-1
98	98	106	98b	423	391	0.5	3/4	3/4	2/2	2	1		I6		F	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
98	98	106	98b	847/2	783/2	0.5	7/8	7/8	2/2	2	1		viio6		F	bIII		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
99	99	107	99b	424	392	5.0	0	0	2/2	2	1		I		F	bIII		I		I							M	0	0	0, 4, 1		0	0
100	100	108	100b	429	397	2.0	1/4	1/4	2/2	2	1		V65		F	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
100	100	108	100b	431	399	1.0	3/4	3/4	2/2	2	1		I		F	bIII		I		I							M	0	0	0, 4, 1		0	0
101	101	109	101b	432	400	2.0	0	0	2/2	2	1		ii6		F	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
101	101	109	101b	434	402	1.0	1/2	1/2	2/2	2	1		V(64)		F	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
101	101	109	101b	435	403	1.0	3/4	3/4	2/2	2	1		V7		F	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	102	110	102b	436	404	2.0	0	0	2/2	2	1		I(94)}		F	bIII		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
102	102	110	102b	438	406	2.0	1/2	1/2	2/2	2	1		I|PAC		F	bIII		I		I					PAC		M	0	0	0, 4, 1		0	0
103	103	111	103a	440	408	2.0	0	0	2/2	2	1		V/ii{		F	bIII		V/ii		V				ii		{	M	0	0	3, 7, 4		3	3
103	103	111	103a	442	410	2.0	1/2	1/2	2/2	2	1		viio7/V/ii		F	bIII		viio7/V/ii		vii	o	7		V/ii			o7	0	0	8, 5, 2, -1		8	8
104	104	112	104a	444	412	1.0	0	0	2/2	2	1		#viio43/ii		F	bIII		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
104	104	112	104a	445	413	1.0	1/4	1/4	2/2	2	1		V43/ii		F	bIII		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
104	104	112	104a	446	414	2.0	1/2	1/2	2/2	2	1		ii		F	bIII		ii		ii							m	0	0	2, -1, 3		2	2
105	105	113	105a	448	416	2.0	0	0	2/2	2	1		V		F	bIII		V		V							M	0	0	1, 5, 2		1	1
105	105	113	105a	450	418	2.0	1/2	1/2	2/2	2	1		viio7/V		F	bIII		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
106	106	114	106a	452	420	1.0	0	0	2/2	2	1		vii%7		F	bIII		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
106	106	114	106a	453	421	1.0	1/4	1/4	2/2	2	1		V43		F	bIII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
106	106	114	106a	454	422	1.0	1/2	1/2	2/2	2	1		I}		F	bIII		I		I						}	M	0	0	0, 4, 1		0	0
106	106	114	106a	455	423	0.5	3/4	3/4	2/2	2	1		i.i{		F	i		i		i						{	m	0	1	0, -3, 1		0	0
106	106	114	106a	911/2	847/2	0.5	7/8	7/8	2/2	2	1		v6		F	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
107	107	115	107a	456	424	1.0	0	0	2/2	2	1		viio6/V		F	i		viio6/V		vii	o	6		V			o	0	1	3, 0, 6		6	3
107	107	115	107a	457	425	1.0	1/4	1/4	2/2	2	1		#viio		F	i		#viio		#vii	o						o	0	1	5, 2, -1		5	5
107	107	115	107a	458	426	1.0	1/2	1/2	2/2	2	1		I		F	i		I		I							M	0	1	0, 4, 1		0	0
107	107	115	107a	459	427	1.0	3/4	3/4	2/2	2	1		viio7/V		F	i		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
108	108	116	108a	460	428	2.0	0	0	2/2	2	1		V(64)}		F	i		V(64)		V			64			}	M	0	1	1, 0, -3		1	1
108	108	116	108a	462	430	2.0	1/2	1/2	2/2	2	1		V|HC		F	i		V		V					HC		M	0	1	1, 5, 2		1	1
109	109	117	109a	464	432	2.0	0	0	2/2	2	1		V7{		F	i		V7		V		7				{	Mm7	0	1	1, 5, 2, -1		1	1
109	109	117	109a	466	434	1.0	1/2	1/2	2/2	2	1		VI(6#2)		F	i		VI(6#2)		VI			6#2				M	0	1	-4, 5, -1		-4	-4
109	109	117	109a	467	435	1.0	3/4	3/4	2/2	2	1		VI		F	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
110	110	118	110a	468	436	2.0	0	0	2/2	2	1		V2/III		F	i		V2/III		V		2		III			Mm7	0	1	-4, -2, 2, -1		-2	-4
110	110	118	110a	470	438	2.0	1/2	1/2	2/2	2	1		IIIM65		F	i		IIIM65		III	M	65					MM7	0	1	1, -2, 2, -3		-3	1
111	111	119	111a	472	440	2.0	0	0	2/2	2	1		VIM2		F	i		VIM2		VI	M	2					MM7	0	1	1, -4, 0, -3		-4	1
111	111	119	111a	474	442	2.0	1/2	1/2	2/2	2	1		ii%65		F	i		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
112	112	120	112a	476	444	2.0	0	0	2/2	2	1		V2		F	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
112	112	120	112a	478	446	0.5	1/2	1/2	2/2	2	1		i6		F	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
112	112	120	112a	957/2	893/2	0.5	5/8	5/8	2/2	2	1		#viio6		F	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
112	112	120	112a	479	447	0.5	3/4	3/4	2/2	2	1		i		F	i		i		i							m	0	1	0, -3, 1		0	0
112	112	120	112a	959/2	895/2	0.5	7/8	7/8	2/2	2	1		v6		F	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
113	113	121	113a	480	448	2.0	0	0	2/2	2	1		Ger6		F	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
113	113	121	113a	482	450	2.0	1/2	1/2	2/2	2	1		viio65/V		F	i		viio65/V		vii	o	65		V			o7	0	1	3, 0, -3, 6		6	3
114	114	122	114a	484	452	1.0	0	0	2/2	2	1		V		F	i		V		V							M	0	1	1, 5, 2		1	1
114	114	122	114a	485	453	2.0	1/4	1/4	2/2	2	1		#viio7		F	i		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
114	114	122	114a	487	455	1.0	3/4	3/4	2/2	2	1		i		F	i		i		i							m	0	1	0, -3, 1		0	0
115	115	123	115a	488	456	2.0	0	0	2/2	2	1		iio6		F	i		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
115	115	123	115a	490	458	1.0	1/2	1/2	2/2	2	1		V(64)		F	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
115	115	123	115a	491	459	1.0	3/4	3/4	2/2	2	1		V		F	i		V		V							M	0	1	1, 5, 2		1	1
116	116	124	116a	492	460	2.0	0	0	2/2	2	1	1	i(94)|PAC}		F	i		i(94)		i			94		PAC	}	m	0	1	0, -1, 1	2	0	0
116	116	124	116a	494	462	2.0	1/2	1/2	2/2	2	1	1	i		F	i		i		i							m	0	1	0, -3, 1		0	0
103	103	125	103b	496	408	2.0	0	0	2/2	2	1		V/ii{		F	bIII		V/ii		V				ii		{	M	0	0	3, 7, 4		3	3
103	103	125	103b	498	410	2.0	1/2	1/2	2/2	2	1		viio7/V/ii		F	bIII		viio7/V/ii		vii	o	7		V/ii			o7	0	0	8, 5, 2, -1		8	8
104	104	126	104b	500	412	1.0	0	0	2/2	2	1		#viio43/ii		F	bIII		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
104	104	126	104b	501	413	1.0	1/4	1/4	2/2	2	1		V43/ii		F	bIII		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
104	104	126	104b	502	414	2.0	1/2	1/2	2/2	2	1		ii		F	bIII		ii		ii							m	0	0	2, -1, 3		2	2
105	105	127	105b	504	416	2.0	0	0	2/2	2	1		V		F	bIII		V		V							M	0	0	1, 5, 2		1	1
105	105	127	105b	506	418	2.0	1/2	1/2	2/2	2	1		viio7/V		F	bIII		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
106	106	128	106b	508	420	1.0	0	0	2/2	2	1		vii%7		F	bIII		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
106	106	128	106b	509	421	1.0	1/4	1/4	2/2	2	1		V43		F	bIII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
106	106	128	106b	510	422	1.0	1/2	1/2	2/2	2	1		I}		F	bIII		I		I						}	M	0	0	0, 4, 1		0	0
106	106	128	106b	511	423	0.5	3/4	3/4	2/2	2	1		i.i{		F	i		i		i						{	m	0	1	0, -3, 1		0	0
106	106	128	106b	1023/2	847/2	0.5	7/8	7/8	2/2	2	1		v6		F	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
107	107	129	107b	512	424	1.0	0	0	2/2	2	1		viio6/V		F	i		viio6/V		vii	o	6		V			o	0	1	3, 0, 6		6	3
107	107	129	107b	513	425	1.0	1/4	1/4	2/2	2	1		#viio		F	i		#viio		#vii	o						o	0	1	5, 2, -1		5	5
107	107	129	107b	514	426	1.0	1/2	1/2	2/2	2	1		I		F	i		I		I							M	0	1	0, 4, 1		0	0
107	107	129	107b	515	427	1.0	3/4	3/4	2/2	2	1		viio7/V		F	i		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
108	108	130	108b	516	428	2.0	0	0	2/2	2	1		V(64)}		F	i		V(64)		V			64			}	M	0	1	1, 0, -3		1	1
108	108	130	108b	518	430	2.0	1/2	1/2	2/2	2	1		V|HC		F	i		V		V					HC		M	0	1	1, 5, 2		1	1
109	109	131	109b	520	432	2.0	0	0	2/2	2	1		V7{		F	i		V7		V		7				{	Mm7	0	1	1, 5, 2, -1		1	1
109	109	131	109b	522	434	1.0	1/2	1/2	2/2	2	1		VI(6#2)		F	i		VI(6#2)		VI			6#2				M	0	1	-4, 5, -1		-4	-4
109	109	131	109b	523	435	1.0	3/4	3/4	2/2	2	1		VI		F	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
110	110	132	110b	524	436	2.0	0	0	2/2	2	1		V2/III		F	i		V2/III		V		2		III			Mm7	0	1	-4, -2, 2, -1		-2	-4
110	110	132	110b	526	438	2.0	1/2	1/2	2/2	2	1		IIIM65		F	i		IIIM65		III	M	65					MM7	0	1	1, -2, 2, -3		-3	1
111	111	133	111b	528	440	2.0	0	0	2/2	2	1		VIM2		F	i		VIM2		VI	M	2					MM7	0	1	1, -4, 0, -3		-4	1
111	111	133	111b	530	442	2.0	1/2	1/2	2/2	2	1		ii%65		F	i		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
112	112	134	112b	532	444	2.0	0	0	2/2	2	1		V2		F	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
112	112	134	112b	534	446	0.5	1/2	1/2	2/2	2	1		i6		F	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
112	112	134	112b	1069/2	893/2	0.5	5/8	5/8	2/2	2	1		#viio6		F	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
112	112	134	112b	535	447	0.5	3/4	3/4	2/2	2	1		i		F	i		i		i							m	0	1	0, -3, 1		0	0
112	112	134	112b	1071/2	895/2	0.5	7/8	7/8	2/2	2	1		v6		F	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
113	113	135	113b	536	448	2.0	0	0	2/2	2	1		Ger6		F	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
113	113	135	113b	538	450	2.0	1/2	1/2	2/2	2	1		viio65/V		F	i		viio65/V		vii	o	65		V			o7	0	1	3, 0, -3, 6		6	3
114	114	136	114b	540	452	1.0	0	0	2/2	2	1		V		F	i		V		V							M	0	1	1, 5, 2		1	1
114	114	136	114b	541	453	2.0	1/4	1/4	2/2	2	1		#viio7		F	i		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
114	114	136	114b	543	455	1.0	3/4	3/4	2/2	2	1		i		F	i		i		i							m	0	1	0, -3, 1		0	0
115	115	137	115b	544	456	2.0	0	0	2/2	2	1		iio6		F	i		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
115	115	137	115b	546	458	1.0	1/2	1/2	2/2	2	1		V(64)		F	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
115	115	137	115b	547	459	1.0	3/4	3/4	2/2	2	1		V		F	i		V		V							M	0	1	1, 5, 2		1	1
117	116	138	116b	548	464	4.0	0	0	2/2	2	1	2	I.I[I(74)|PAC}		F	I	I	I(74)		I			74		PAC	}	M	0	0	0, -1, 1	5	0	0
118	117	139	117a	552	468	2.0	0	0	2/2	2	1		I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
118	117	139	117a	554	470	2.0	1/2	1/2	2/2	2	1		viio		F	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
119	118	140	118a	556	472	2.0	0	0	2/2	2	1		I]		F	I	I	I		I							M	0	0	0, 4, 1		0	0
119	118	140	118a	558	474	2.0	1/2	1/2	2/2	2	1		ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
120	119	141	119a	560	476	4.0	0	0	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
121	120	142	120a	564	480	2.0	0	0	2/2	2	1		I6{		F	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
121	120	142	120a	566	482	2.0	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
122	121	143	121a	568	484	2.0	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
122	121	143	121a	570	486	2.0	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
123	122	144	122a	572	488	2.0	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
123	122	144	122a	574	490	2.0	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
124	123	145	123a	576	492	1.0	0	0	2/2	2	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
124	123	145	123a	577	493	1.0	1/4	1/4	2/2	2	1		V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
124	123	145	123a	578	494	1.0	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
124	123	145	123a	579	495	1.0	3/4	3/4	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
125	124	146	124a	580	496	2.0	0	0	2/2	2	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
125	124	146	124a	582	498	1.0	1/2	1/2	2/2	2	1		vi	IV6	F	I		vi		vi							m	0	0	3, 0, 4		3	3
125	124	146	124a	583	499	1.0	3/4	3/4	2/2	2	1		V65/V		F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
126	125	147	125a	584	500	1.0	0	0	2/2	2	1		V(4)}		F	I		V(4)		V			4			}	M	0	0	1, 0, 2		1	1
126	125	147	125a	585	501	3.0	1/4	1/4	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
126	125	147	125a	586	502	0.0	1/2	1/2	2/2	2	1		|HC		F	I									HC			0	0				
127	126	148	126a	588	504	2.0	0	0	2/2	2	1		I6{		F	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
127	126	148	126a	590	506	2.0	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
128	127	149	127a	592	508	2.0	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
128	127	149	127a	594	510	2.0	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
129	128	150	128a	596	512	2.0	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
129	128	150	128a	598	514	1.0	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
129	128	150	128a	599	515	1.0	3/4	3/4	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
130	129	151	129a	600	516	1.0	0	0	2/2	2	1		V64		F	I		V64		V		64					M	0	0	2, 1, 5		1	2
130	129	151	129a	601	517	1.0	1/4	1/4	2/2	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
130	129	151	129a	602	518	1.0	1/2	1/2	2/2	2	1		I(4)		F	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
130	129	151	129a	603	519	1.0	3/4	3/4	2/2	2	1		vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
131	130	152	130a	604	520	3.5	0	0	2/2	2	1		ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
131	130	152	130a	1215/2	1047/2	0.5	7/8	7/8	2/2	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
132	131	153	131a	608	524	2.0	0	0	2/2	2	1		I(94)}		F	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
132	131	153	131a	610	526	2.0	1/2	1/2	2/2	2	1		I|PAC		F	I		I		I					PAC		M	0	0	0, 4, 1		0	0
133	132	154	132a	612	528	2.0	0	0	2/2	2	1		IV6{		F	I		IV6		IV		6				{	M	0	0	3, 0, -1		-1	3
133	132	154	132a	614	530	2.0	1/2	1/2	2/2	2	1		I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
134	133	155	133a	616	532	2.0	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
134	133	155	133a	618	534	2.0	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
135	134	156	134a	620	536	2.0	0	0	2/2	2	1		viio6/V		F	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
135	134	156	134a	622	538	2.0	1/2	1/2	2/2	2	1		I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
136	135	157	135a	624	540	2.0	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
136	135	157	135a	626	542	2.0	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
137	136	158	136a	628	544	3.0	0	0	2/2	2	1		viio6/V		F	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
137	136	158	136a	631	547	1.0	3/4	3/4	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
138	137	159	137a	632	548	3.0	0	0	2/2	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
138	137	159	137a	635	551	1.0	3/4	3/4	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
139	138	160	138a	636	552	2.0	0	0	2/2	2	1		IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
139	138	160	138a	638	554	1.0	1/2	1/2	2/2	2	1		V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
139	138	160	138a	639	555	1.0	3/4	3/4	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
140	139	161	139a	640	556	2.0	0	0	2/2	2	1		I(974)}		F	I		I(974)		I			974			}	M	0	0	0, -1, 1	2, 5	0	0
140	139	161	139a	642	558	2.0	1/2	1/2	2/2	2	1		I|IAC		F	I		I		I					IAC		M	0	0	0, 4, 1		0	0
141	140	162	140a	644	560	3.0	0	0	2/2	2	1		V7/V{		F	I		V7/V		V		7		V		{	Mm7	0	0	2, 6, 3, 0		2	2
141	140	162	140a	647	563	1.0	3/4	3/4	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
142	141	163	141a	648	564	3.0	0	0	2/2	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
142	141	163	141a	651	567	2.0	3/4	3/4	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
143	142	164	142a	653	569	1.0	1/4	1/4	2/2	2	1		ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
143	142	164	142a	654	570	1.0	1/2	1/2	2/2	2	1		V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
143	142	164	142a	655	571	1.0	3/4	3/4	2/2	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
144	143	165	143a	656	572	4.0	0	0	2/2	2	1		V43/V|DC		F	I		V43/V		V		43		V	DC		Mm7	0	0	3, 0, 2, 6		2	3
145	144	166	144a	660	576	4.0	0	0	2/2	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
146	145	167	145a	664	580	2.0	0	0	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
146	145	167	145a	666	582	2.0	1/2	1/2	2/2	2	1		ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
147	146	168	146a	668	584	2.0	0	0	2/2	2	1		V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
147	146	168	146a	670	586	1.0	1/2	1/2	2/2	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
147	146	168	146a	671	587	1.0	3/4	3/4	2/2	2	1		#viio7/vi		F	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
148	147	169	147a	672	588	4.0	0	0	2/2	2	1		V43/V|DC		F	I		V43/V		V		43		V	DC		Mm7	0	0	3, 0, 2, 6		2	3
149	148	170	148a	676	592	4.0	0	0	2/2	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
150	149	171	149a	680	596	4.0	0	0	2/2	2	1		V2/IV		F	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
151	150	172	150a	684	600	4.0	0	0	2/2	2	1		IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
152	151	173	151a	688	604	4.0	0	0	2/2	2	1		Ger6		F	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
153	152	174	152a	692	608	2.0	0	0	2/2	2	1		V|HC		F	I		V		V					HC		M	0	0	1, 5, 2		1	1
153	152	174	152a	694	610	2.0	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
154	153	175	153a	696	612	0.5	0	0	2/2	2	1		V6(4)		F	I		V6(4)		V		6	4				M	0	0	0, 2, 1		1	0
154	153	175	153a	1393/2	1225/2	0.5	1/8	1/8	2/2	2	1		V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
154	153	175	153a	697	613	1.0	1/4	1/4	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
154	153	175	153a	698	614	0.5	1/2	1/2	2/2	2	1		I6(2)		F	I		I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
154	153	175	153a	1397/2	1229/2	1.5	5/8	5/8	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
155	154	176	154a	700	616	0.5	0	0	2/2	2	1		V43(6)		F	I		V43(6)		V		43	6				Mm7	0	0	4, -1, 1, 5		1	4
155	154	176	154a	1401/2	1233/2	0.5	1/8	1/8	2/2	2	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
155	154	176	154a	701	617	1.0	1/4	1/4	2/2	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
155	154	176	154a	702	618	0.5	1/2	1/2	2/2	2	1		I(4)		F	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
